Serial Time All Floors - All Directions - All PGs
Intensity,Real 1,Real 2,Real 3,Real 4,Real 5,Real 6,Real 7,Real 8,Real 9,Real 10,Real 11,Real 12,Real 13,Real 14,Real 15,Real 16,Real 17,Real 18,Real 19,Real 20,Real 21,Real 22,Real 23,Real 24,Real 25,Real 26,Real 27,Real 28,Real 29,Real 30,Real 31,Real 32,Real 33,Real 34,Real 35,Real 36,Real 37,Real 38,Real 39,Real 40,Real 41,Real 42,Real 43,Real 44,Real 45,Real 46,Real 47,Real 48,Real 49,Real 50
1,0.662052922921642,0.179022826087901,0,0.187955310371768,0,0,0.130920176811673,0.0886599490557559,0.133665034582925,0.27244046196879,0.215371833152074,0,0,0.243988734151516,0.963774681084621,0.0707780446280771,0.129850387652729,0.103593612079753,0.104776442437111,0,0.149586680581271,0.201224336620812,1.23730677492534,0.150792468670729,0,0,0,0.173571694849199,0,0,0.180990140789719,0,0.208224186676911,0,0.254369873859265,0.172765893128866,0,0,0,0.101228055113931,0,0,0.281928884164929,0,0.231396911119112,0.162690272249031,0.381534060787999,0,0,0.366886825935666
2,5.52647104160596,11.9675426384902,6.67746789640139,27.5067264129724,29.4908905091264,10.2618721862601,18.931796863024,17.9179834165429,5.12126006470811,11.1629594065209,9.10921643208925,9.90620616776415,8.76565178763025,8.44379691117667,16.4355909869157,31.2882670071627,25.8645315172735,6.51472725029259,18.4558652836929,7.98784730807149,31.8824111903786,14.1283056063682,7.69500370301177,12.979285844589,23.0385716484098,18.0001198476163,11.4623041332533,23.7602917988983,7.33422631886991,13.608725695667,4.64557633487891,30.6193888469413,11.7840088317752,29.6071416127987,10.5129589471527,6.44469474081462,28.5417265380638,19.2600522028698,27.5827851704209,13.179077294546,14.6196764548903,31.1607777250261,11.4645307490421,16.2963358693459,30.4202117865722,6.89461974702572,15.2252860500031,11.7773792919899,15.9436742133545,18.8158838386562
3,21.8043004726525,14.9296986745187,9.16104306340371,13.4017886054384,3.69987109490917,6.13805335064067,13.2255198440257,19.8406295775621,15.9035030427215,9.08608127931688,27.6841314898953,9.26943165683939,9.23975949132692,17.4909127593082,26.887682628281,3.34499320942668,10.7605820663292,8.70188024057349,7.22338512576628,7.56795624196044,8.6922520386176,5.35362637087442,5.61613361794414,9.36637743111539,6.00282991038875,60.5054320316175,9.90146135214141,17.2086530330418,36.4836744577134,14.7325582034167,13.3037655721293,18.5884518773188,9.02877303188548,31.3276026890779,14.8458379746768,7.29582606015181,7.90367679489442,12.0865111067806,28.5056531268509,14.8363248263681,10.1389744800399,13.3089573035077,7.80298997966742,18.2131745281311,5.61121543424089,22.7581158188561,7.24954383906925,13.0078321363466,9.30789460726619,33.8577742650129
4,29.4891665229503,10.1082778010328,16.9311637807075,21.4966397112257,24.7510133504835,18.3774421626164,32.8106483381213,13.0541844314478,22.8314844448344,19.9580855914695,22.1964275005742,13.9938569849766,32.675162867498,32.5702848762183,6.21116422502094,19.3574695612568,29.6244844441361,18.302713409547,8.18204309751913,48.4111307271686,13.883124356894,7.807307173368,15.5959020775689,10.695112259078,31.4477035901355,13.9570397240278,19.1514943407311,14.9927557712345,37.8279433974124,12.9316949715793,11.6021716494353,23.8545401936492,27.1727708487253,31.6323650288489,14.0639506003038,23.4989941997947,9.59271833910853,105.639001938184,7.36126168615288,35.2149572450799,26.5930055135685,9.30158762450264,14.9477561239385,21.7687362716996,12.349192974807,27.4164199089789,19.138580111498,12.7230892403629,27.3892914236381,11.3252832585569
5,36.5972560305907,8.46120840288316,32.4456611205148,98.4304170165358,23.3230068204275,55.6903332652885,40.6937234729095,7.38610924849769,18.5934001241664,32.401326581154,72.1858266785981,14.6769838520623,20.3133475427347,11.1761387679773,23.4424475321008,33.6931567119468,20.6745173405155,22.4191434269928,18.8910044387908,59.0036529479767,8.02997535027711,30.8803920291999,19.6120689994374,30.6795721134254,5.66719879261632,52.9858555516366,33.9327124803547,12.719735566766,19.0747946105026,46.4386907750634,37.6500316825977,23.7920644903272,9.30361288683211,26.6411450756081,43.3777415759261,20.7957578703243,19.3896145724439,11.1903317018299,18.8850538471962,14.6011743475907,7.38336616144104,21.4615592150852,23.3391081414965,72.1895652196721,16.4110800156602,28.1067661950423,8.74494208333628,27.7014429707938,27.1961418307086,8.35975763256516
6,44.2271128039207,28.6744761150848,20.1929457608724,104.068152035378,46.1021543623076,29.8632111663809,24.4001330815244,19.3649405254588,19.9635969225582,35.6350626603455,29.031288998655,32.6244687524002,17.3815024624781,43.8232986931539,62.2143951896665,31.3259839160793,24.7795267564875,44.9672042897373,24.2893007409295,25.1940867988034,31.6401406201652,45.7939090468096,32.3475114258474,21.6795032009721,21.6186833355769,20.5901295392898,30.5990830461352,23.8161360811502,18.3360978912842,8.81890714505137,32.7137557368837,34.2040164827956,209.092681742184,29.4054112069739,45.4760792723617,17.8513087434562,35.4494611924734,4.16871558973691,36.9659947787185,97.9736538582831,67.9864858583244,15.7230941153346,33.3278633165919,48.4967189179332,22.4612543298069,24.3063840650995,15.6038822960135,36.7462651723203,63.8159276114937,43.3099380523686
7,312.822785530408,157.627039545373,132.663701528143,20.5404548108784,136.593397692594,53.3538766573944,33.4688297839864,109.561246617336,21.739133345604,134.910131611031,275.764793833019,131.786020013648,74.2864566649026,16.7108635056189,327.190705615597,223.913897358505,304.255841492876,248.366010936428,22.9182629253628,175.444749519892,76.1668009925201,113.25887900828,45.0134941884403,121.337208682893,103.836338937461,311.019408278848,87.1547821501214,49.8224520370553,170.490037421304,265.528438999658,317.897553245077,162.46570178376,149.014868786643,75.4478419918695,54.6285160682874,23.3790880208452,119.89107411197,24.497860367046,154.453691410644,331.367759225737,130.640040918424,24.0233930536027,51.248797599567,10.8872610611291,20.6246608979184,70.0863095981561,260.458829745115,245.805075168661,151.43759042475,129.029723038358
8,37.3628877367472,50.3238181696116,147.913423539877,21.6107466168925,28.4931571158253,30.736190250515,29.54511612899,36.7013294636092,57.6263190507897,39.0494576973009,39.7431101578144,179.49424667914,177.874903261444,201.643156060936,21.35785104301,125.768596276613,51.1235624193706,23.3455666096359,62.8149523334085,132.330331914378,38.0941025486464,44.3587901808967,38.8437917347238,66.4277950578393,70.9040663678429,43.3327699103232,38.9045641563808,55.1828853051354,123.871969148291,67.6396489704595,226.137064687851,68.9636769426668,81.7972043876081,62.7764037215605,86.4027830500847,121.472246132513,196.222996024784,36.9777167732269,22.5065287153917,47.370773428329,29.6578995734741,23.769019178672,18.9871332377387,36.0094336432863,111.383281423686,49.794641929891,119.232519268615,46.9590237952076,19.9157673230458,36.5076110487372
9,83.2352545830569,84.9832010270363,28.2908941596289,107.134850091651,17.7633910026163,97.1085572907933,71.8098324372329,36.0502074697046,82.6866618407939,124.443359273957,219.395132535813,114.231472259753,65.16653681841,56.5760113023086,133.835404950458,146.716029884882,70.5649980817138,31.0863750461866,38.5439589385889,35.7719382666229,36.6095589252248,79.9300094611614,58.6329415321096,42.1957494214076,173.9116443183,159.46647532156,147.203466271134,40.1971603098865,48.9286518750938,180.532086319961,48.9151728580893,62.2007994915688,84.6968682611299,51.8901905075374,148.389392263396,38.6432339747821,32.4271201486469,123.964684886024,46.4821804125842,259.398441037798,122.812905443227,41.1426065453282,57.1132676250547,117.530873377603,241.238114997952,59.8800692587533,11.1028822325661,19.7130332609914,289.442358171125,104.249053938714
10,81.5340933377749,81.3081672478749,44.9597983952053,44.7815282285781,121.979028093731,131.107113355604,45.2823947298048,45.4913889891751,38.3231751840059,45.0541934608899,71.6015588145604,50.4612858209925,32.4302951773355,21.2201037173082,103.194234374094,61.8530924074952,50.5012940007573,73.8498450843671,188.506706196929,190.120420331846,72.0103722031507,53.9831708447388,36.2857614602524,60.3340322347935,32.0532115946737,173.303388914486,54.0554354295747,238.235452760115,41.84228621422,100.297842824483,191.117544923393,29.6440823221472,173.57664721562,29.6007655789413,24.5268206266528,40.3864205048469,41.1214851604832,122.338929483965,82.8776461947611,45.1558370460954,294.144529859963,43.5245672809554,76.5170267917675,126.748683014455,175.23461643922,54.6783238168738,61.317599675306,28.3924190713582,48.7362121077386,45.3838700054005
