
 PEER Ground Motion Database, Time Series Search Report -- NGA-West2 -- 2021-09-08


 -- Summary of PEER Ground Motion Database Search Criteria --
Magnitude Min:, 7.5
Magnitude Max:, 7.8
Rrup Min (km):, 30.0
Rrup Max (km):, 55.0
Rjb Min (km):, -1.0e-06
Rjb Max (km):, 99999
Vs30 Min (m/sec):, -1.0e-06
Vs30 Max (m/sec):, 99999
D9-95 Min (sec):, -1.0e-06
D9-95 Max (sec):, 99999
Scale Factor Min:, -1.0e-06
Scale Factor Max:, 99999
Period Array:, 
Weight Array:, 
Record Sequence Number:, 
Earthquake Name:, chi-chi
Station Name:, 
User-Defined Maximum Number of Records:, 
Pulse:, 1
Damping Ratio:, 0.05
Scaling Method:, No Scaling
Suite Average:, Arithmetic
Single-Period-Scaling Period (sec):, 
Component:, SRSS
Fault Type:, All Types


 -- Summary of Metadata of Selected Records --
Result ID, Spectral Ordinate, Record Sequence Number, Mean Squared Error, Scale Factor, Tp-Pulse Period (sec), 5-75% Duration (sec), 5-95% Duration (sec), Arias Intensity (m/sec), Earthquake Name, Year, Station Name, Magnitude, Mechanism, Rjb (km), Rrup (km), Vs30 (m/sec), Lowest Useable Frequency (Hz), Initial-search Scale Factor, Horizontal-1 Acc. Filename, Horizontal-2 Acc. Filename, Vertical Acc. Filename
75, SRSS, 1487, -, 1.0, 12.313, 10.1, 15.7, 1.8, "Chi-Chi_ Taiwan", 1999, "TCU047", 7.62, Reverse Oblique, 35.0, 35.0, 520.37, 0.0375, 1.0, RSN1487_CHICHI_TCU047-E.AT2, RSN1487_CHICHI_TCU047-N.AT2 , RSN1487_CHICHI_TCU047-V.AT2  
76, SRSS, 1523, -, 1.0, -, 16.9, 31.0, 0.3, "Chi-Chi_ Taiwan", 1999, "TCU094", 7.62, Reverse Oblique, 54.5, 54.53, 589.85, 0.025, 1.0, RSN1523_CHICHI_TCU094-E.AT2, RSN1523_CHICHI_TCU094-N.AT2 , RSN1523_CHICHI_TCU094-V.AT2  
77, SRSS, 1524, -, 1.0, -, 8.3, 13.3, 2.8, "Chi-Chi_ Taiwan", 1999, "TCU095", 7.62, Reverse Oblique, 45.15, 45.18, 446.63, 0.05, 1.0, RSN1524_CHICHI_TCU095-E.AT2, RSN1524_CHICHI_TCU095-N.AT2 , RSN1524_CHICHI_TCU095-V.AT2  
78, SRSS, 1525, -, 1.0, -, 19.1, 31.2, 0.2, "Chi-Chi_ Taiwan", 1999, "TCU096", 7.62, Reverse Oblique, 54.45, 54.45, 454.58, 0.05, 1.0, RSN1525_CHICHI_TCU096-E.AT2, RSN1525_CHICHI_TCU096-N.AT2 , RSN1525_CHICHI_TCU096-V.AT2  
79, SRSS, 1526, -, 1.0, -, 19.4, 33.6, 0.5, "Chi-Chi_ Taiwan", 1999, "TCU098", 7.62, Reverse Oblique, 47.67, 47.67, 346.56, 0.0375, 1.0, RSN1526_CHICHI_TCU098-E.AT2, RSN1526_CHICHI_TCU098-N.AT2 , RSN1526_CHICHI_TCU098-V.AT2  
80, SRSS, 1539, -, 1.0, -, 30.4, 44.3, 0.3, "Chi-Chi_ Taiwan", 1999, "TCU113", 7.62, Reverse Oblique, 31.05, 31.05, 230.3, 0.05, 1.0, RSN1539_CHICHI_TCU113-E.AT2, RSN1539_CHICHI_TCU113-N.AT2 , RSN1539_CHICHI_TCU113-V.AT2  
81, SRSS, 1544, -, 1.0, -, 32.2, 48.9, 0.3, "Chi-Chi_ Taiwan", 1999, "TCU119", 7.62, Reverse Oblique, 37.93, 37.93, 221.7, 0.05, 1.0, RSN1544_CHICHI_TCU119-E.AT2, RSN1544_CHICHI_TCU119-N.AT2 , RSN1544_CHICHI_TCU119-V.AT2  
82, SRSS, 1552, -, 1.0, -, 36.4, 68.1, 0.4, "Chi-Chi_ Taiwan", 1999, "TCU140", 7.62, Reverse Oblique, 32.95, 32.95, 223.6, 0.0625, 1.0, RSN1552_CHICHI_TCU140-N.AT2, RSN1552_CHICHI_TCU140-W.AT2 , RSN1552_CHICHI_TCU140-V.AT2  
83, SRSS, 1554, -, 1.0, -, 36.7, 72.8, 0.4, "Chi-Chi_ Taiwan", 1999, "TCU145", 7.62, Reverse Oblique, 35.32, 35.32, 240.43, 0.05, 1.0, RSN1554_CHICHI_TCU145-N.AT2, RSN1554_CHICHI_TCU145-W.AT2 , RSN1554_CHICHI_TCU145-V.AT2  
84, SRSS, 1573, -, 1.0, -, 23.4, 42.2, 0.1, "Chi-Chi_ Taiwan", 1999, "TTN020", 7.62, Reverse Oblique, 46.57, 50.69, 453.71, 0.025, 1.0, RSN1573_CHICHI_TTN020-E.AT2, RSN1573_CHICHI_TTN020-N.AT2 , RSN1573_CHICHI_TTN020-V.AT2  
85, SRSS, 1574, -, 1.0, -, 21.8, 33.9, 0.2, "Chi-Chi_ Taiwan", 1999, "TTN022", 7.62, Reverse Oblique, 49.44, 53.34, 398.81, 0.0375, 1.0, RSN1574_CHICHI_TTN022-E.AT2, RSN1574_CHICHI_TTN022-N.AT2 , RSN1574_CHICHI_TTN022-V.AT2  
86, SRSS, 1575, -, 1.0, -, 29.3, 39.1, 0.3, "Chi-Chi_ Taiwan", 1999, "TTN023", 7.62, Reverse Oblique, 50.47, 54.29, 527.54, 0.025, 1.0, RSN1575_CHICHI_TTN023-E.AT2, RSN1575_CHICHI_TTN023-N.AT2 , RSN1575_CHICHI_TTN023-V.AT2  
87, SRSS, 1585, -, 1.0, -, 19.6, 35.5, 0.0, "Chi-Chi_ Taiwan", 1999, "TTN040", 7.62, Reverse Oblique, 43.99, 48.33, 728.01, 0.05, 1.0, RSN1585_CHICHI_TTN040-N.AT2, RSN1585_CHICHI_TTN040-W.AT2 , RSN1585_CHICHI_TTN040-V.AT2  
88, SRSS, 1586, -, 1.0, -, 22.9, 35.9, 0.2, "Chi-Chi_ Taiwan", 1999, "TTN041", 7.62, Reverse Oblique, 40.7, 45.35, 418.24, 0.0375, 1.0, RSN1586_CHICHI_TTN041-N.AT2, RSN1586_CHICHI_TTN041-W.AT2 , RSN1586_CHICHI_TTN041-V.AT2  
89, SRSS, 1594, -, 1.0, -, 24.1, 37.0, 0.1, "Chi-Chi_ Taiwan", 1999, "TTN051", 7.62, Reverse Oblique, 30.77, 36.7, 665.2, 0.025, 1.0, RSN1594_CHICHI_TTN051-E.AT2, RSN1594_CHICHI_TTN051-N.AT2 , RSN1594_CHICHI_TTN051-V.AT2  
90, SRSS, 1598, -, 1.0, -, 26.8, 35.7, 0.1, "Chi-Chi_ Taiwan", 1999, "WTC", 7.62, Reverse Oblique, 42.24, 42.24, 207.69, 0.0875, 1.0, RSN1598_CHICHI_WTC-E.AT2, RSN1598_CHICHI_WTC-N.AT2 , RSN1598_CHICHI_WTC-V.AT2  

 These records were obtained from the NGA-West2 On-Line Ground-Motion Database Tool
 These records are UNSCALED, AS RECORDED
 Filename Extension: 
   ,AT2 = Acceleration
   ,VT2 = Velocity
   ,DT2 = Displacement
 The users of the NGA-West2 databases, flatfiles, models and reports are requested to acknowledge the Pacific Earthquake Engineering Research Center (PEER) in their work and publications.

 -- Scaled Spectra used in Search & Scaling --
Period (sec),Arithmetic Mean pSa (g),Arithmetic Mean + Sigma pSa (g),Arithmetic Mean - Sigma pSa (g),RSN-1181 SRSS pSa (g),RSN-1183 SRSS pSa (g),RSN-1186 SRSS pSa (g),RSN-1187 SRSS pSa (g),RSN-1190 SRSS pSa (g),RSN-1196 SRSS pSa (g),RSN-1199 SRSS pSa (g),RSN-1200 SRSS pSa (g),RSN-1204 SRSS pSa (g),RSN-1210 SRSS pSa (g),RSN-1211 SRSS pSa (g),RSN-1212 SRSS pSa (g),RSN-1213 SRSS pSa (g),RSN-1228 SRSS pSa (g),RSN-1230 SRSS pSa (g),RSN-1232 SRSS pSa (g),RSN-1233 SRSS pSa (g),RSN-1236 SRSS pSa (g),RSN-1239 SRSS pSa (g),RSN-1240 SRSS pSa (g),RSN-1243 SRSS pSa (g),RSN-1245 SRSS pSa (g),RSN-1247 SRSS pSa (g),RSN-1248 SRSS pSa (g),RSN-1249 SRSS pSa (g),RSN-1258 SRSS pSa (g),RSN-1259 SRSS pSa (g),RSN-1262 SRSS pSa (g),RSN-1264 SRSS pSa (g),RSN-1266 SRSS pSa (g),RSN-1267 SRSS pSa (g),RSN-1268 SRSS pSa (g),RSN-1270 SRSS pSa (g),RSN-1272 SRSS pSa (g),RSN-1273 SRSS pSa (g),RSN-1274 SRSS pSa (g),RSN-1275 SRSS pSa (g),RSN-1276 SRSS pSa (g),RSN-1277 SRSS pSa (g),RSN-1278 SRSS pSa (g),RSN-1279 SRSS pSa (g),RSN-1280 SRSS pSa (g),RSN-1281 SRSS pSa (g),RSN-1282 SRSS pSa (g),RSN-1283 SRSS pSa (g),RSN-1284 SRSS pSa (g),RSN-1285 SRSS pSa (g),RSN-1286 SRSS pSa (g),RSN-1287 SRSS pSa (g),RSN-1288 SRSS pSa (g),RSN-1289 SRSS pSa (g),RSN-1293 SRSS pSa (g),RSN-1294 SRSS pSa (g),RSN-1295 SRSS pSa (g),RSN-1296 SRSS pSa (g),RSN-1297 SRSS pSa (g),RSN-1299 SRSS pSa (g),RSN-1300 SRSS pSa (g),RSN-1301 SRSS pSa (g),RSN-1302 SRSS pSa (g),RSN-1303 SRSS pSa (g),RSN-1304 SRSS pSa (g),RSN-1350 SRSS pSa (g),RSN-1351 SRSS pSa (g),RSN-1375 SRSS pSa (g),RSN-1377 SRSS pSa (g),RSN-1380 SRSS pSa (g),RSN-1402 SRSS pSa (g),RSN-1471 SRSS pSa (g),RSN-1472 SRSS pSa (g),RSN-1474 SRSS pSa (g),RSN-1477 SRSS pSa (g),RSN-1478 SRSS pSa (g),RSN-1479 SRSS pSa (g),RSN-1487 SRSS pSa (g),RSN-1523 SRSS pSa (g),RSN-1524 SRSS pSa (g),RSN-1525 SRSS pSa (g),RSN-1526 SRSS pSa (g),RSN-1539 SRSS pSa (g),RSN-1544 SRSS pSa (g),RSN-1552 SRSS pSa (g),RSN-1554 SRSS pSa (g),RSN-1573 SRSS pSa (g),RSN-1574 SRSS pSa (g),RSN-1575 SRSS pSa (g),RSN-1585 SRSS pSa (g),RSN-1586 SRSS pSa (g),RSN-1594 SRSS pSa (g),RSN-1598 SRSS pSa (g)
0.01,0.14181043,0.30095886,0.06682042,0.13586842,0.17582882,0.34619786,0.20944039,0.0835581,0.07612154,0.11495466,0.09153946,0.15246643,0.12640834,0.17610609,0.13483292,0.13368629,0.10085016,0.06647146,0.0702344,0.09031181,0.26043675,0.08521606,0.08396505,0.09150968,0.06478837,0.13918032,0.0608271,0.03610607,0.19904224,0.12715232,0.13259539,0.18215204,0.12822874,0.13236629,0.11820256,0.08945189,0.05423007,0.03426007,0.09345455,0.09068533,0.15498359,0.13493441,0.11593262,0.1085251,0.13666569,0.18983283,0.23517908,0.19695437,0.10798126,0.09521628,0.16787694,0.068729,0.11238836,0.11751261,0.1141734,0.21062072,0.13161057,0.13120512,0.22739583,0.05294188,0.12393604,0.15089091,0.14790587,0.14953059,0.18365588,0.26327084,0.0488475,0.05420564,0.05709703,0.1173078,0.50828258,0.18072348,0.15112908,0.0957722,0.16953389,0.24352759,0.27446913,0.50581163,0.11557712,0.79788632,0.1208652,0.1453811,0.10219399,0.08398463,0.09041164,0.09392126,0.0464228,0.09425334,0.08044174,0.04463636,0.1041176,0.04420181,0.07335861
0.02,0.14301481,0.30642613,0.06674769,0.13678237,0.17635639,0.34688726,0.20979885,0.0840464,0.07711822,0.11569141,0.09235579,0.15301539,0.1276083,0.1765424,0.13526985,0.13427532,0.10137902,0.06675574,0.07035158,0.09178798,0.2615822,0.08684761,0.08432961,0.09200759,0.06562262,0.13936041,0.06091653,0.03632202,0.19974796,0.12745923,0.13277324,0.18222677,0.12885876,0.13335613,0.11894485,0.09003882,0.05462166,0.03437857,0.09391083,0.09160692,0.15566085,0.13512994,0.11606268,0.10894562,0.13725245,0.19517159,0.23575242,0.19862392,0.10862038,0.09540906,0.16816863,0.06889706,0.11256183,0.11765412,0.11467693,0.21160356,0.13186587,0.13269013,0.22834364,0.05325764,0.12400126,0.15269246,0.15099122,0.15099613,0.18420489,0.26525634,0.04900701,0.05435844,0.05750928,0.11761834,0.51778612,0.18250872,0.15126051,0.0970346,0.17027713,0.24425057,0.27596397,0.51811955,0.11598101,0.81862661,0.12124845,0.14815125,0.10396156,0.08699643,0.09081268,0.09449073,0.04651865,0.09439834,0.08052611,0.04491452,0.10464679,0.04446899,0.07447144
0.022,0.14352778,0.30910459,0.06664483,0.13692551,0.17621985,0.34782142,0.20989811,0.08443072,0.07733664,0.115664,0.09275232,0.15322532,0.12885023,0.17699836,0.13519282,0.13422467,0.10167509,0.06684987,0.07039009,0.09190162,0.2623168,0.08782948,0.08464909,0.09217061,0.06589404,0.13976827,0.06093858,0.03631535,0.19994481,0.12779343,0.13280204,0.18292664,0.12913808,0.13355669,0.11895557,0.0908509,0.05490191,0.03441615,0.09398378,0.09228946,0.15586876,0.13576764,0.11629517,0.11008041,0.1374047,0.19549774,0.23592958,0.1984095,0.10964812,0.09545752,0.16824868,0.06890834,0.11251436,0.11771567,0.11484793,0.21202816,0.13206428,0.13296869,0.2286571,0.05334952,0.12408385,0.1531604,0.15339996,0.1528274,0.18434608,0.2672567,0.04902992,0.05441117,0.05755309,0.11802698,0.52039027,0.18277399,0.15152627,0.09709992,0.17059274,0.2461881,0.27783999,0.51432558,0.11617635,0.8347102,0.12140217,0.14778739,0.10418846,0.08851082,0.09084511,0.0949538,0.04654632,0.09443962,0.08054948,0.04503746,0.10491047,0.04445016,0.07469963
0.025,0.1443792,0.31298934,0.06660085,0.13884629,0.1764871,0.34971045,0.20993643,0.08546236,0.07817407,0.11626402,0.09503153,0.15397298,0.12814312,0.17692895,0.1352473,0.13413559,0.10181773,0.06697563,0.07047089,0.0937494,0.26258527,0.08717974,0.08512216,0.09247619,0.06635336,0.13938327,0.060973,0.03644442,0.2000293,0.12794146,0.13302231,0.18331841,0.12936548,0.13381316,0.12135593,0.09168146,0.05475844,0.03448933,0.093946,0.09221242,0.15594896,0.13533342,0.11647189,0.11120249,0.13749405,0.20086876,0.23652625,0.198404,0.11162986,0.09551666,0.16838823,0.06901336,0.11328466,0.11783149,0.11485106,0.21305998,0.13234981,0.13367834,0.22940617,0.0534588,0.12410024,0.15662035,0.15527886,0.15399171,0.18482376,0.26589709,0.0491481,0.05438914,0.05799462,0.1181146,0.51988999,0.18187149,0.15151164,0.09690819,0.17112883,0.24445748,0.28057229,0.53080462,0.11633252,0.84913131,0.12136518,0.14990862,0.10578702,0.09017339,0.09333537,0.09591811,0.04658782,0.09450638,0.0805623,0.0451877,0.10525898,0.04471678,0.07533074
0.029,0.14582791,0.32008132,0.06643867,0.13862497,0.17697205,0.35039888,0.21052838,0.08456102,0.07948721,0.11794867,0.09605472,0.15365897,0.13165011,0.17758709,0.1355564,0.13446438,0.10203866,0.06726954,0.07052583,0.09620265,0.26530031,0.08890326,0.08575907,0.09287879,0.0671365,0.14066254,0.06102859,0.03657414,0.20069924,0.12753058,0.13317239,0.18360097,0.13014462,0.13571579,0.11989142,0.09262875,0.05468562,0.03455133,0.09549979,0.09389542,0.15660694,0.13629007,0.11659227,0.11259314,0.13807742,0.19917497,0.23620642,0.2015333,0.11001013,0.09583162,0.16848156,0.06909844,0.11369133,0.11805212,0.11615788,0.21663274,0.1327125,0.1354263,0.2299407,0.05368891,0.1240024,0.15770749,0.1556138,0.15239956,0.18581174,0.26969963,0.04900901,0.05454023,0.05864429,0.12027018,0.54521372,0.18220047,0.15182702,0.09810223,0.17103626,0.24536429,0.27990949,0.58767731,0.11695459,0.84421856,0.12147656,0.14833772,0.1059565,0.08992585,0.09497169,0.09730546,0.04668828,0.09462985,0.08061591,0.04542161,0.1058944,0.04487902,0.07761911
0.03,0.14621711,0.32143793,0.06651188,0.13970638,0.17731495,0.35264055,0.21033966,0.08514379,0.0802347,0.11835808,0.09660762,0.1543783,0.13221705,0.17719731,0.13520486,0.13439212,0.10246572,0.06736059,0.07054479,0.09659455,0.26555843,0.08998373,0.08592152,0.0930167,0.06737915,0.14076134,0.06105499,0.03668371,0.20109165,0.12813996,0.13344004,0.18332554,0.1299707,0.13581481,0.12086805,0.0924522,0.05533209,0.03450702,0.09626708,0.0940423,0.15675784,0.13645016,0.11669745,0.1120596,0.13787564,0.19892294,0.23641428,0.20216237,0.11278205,0.09593782,0.16853883,0.06925248,0.11390154,0.11801255,0.11669931,0.21731975,0.13271797,0.13562799,0.22962739,0.0538128,0.12403144,0.16125121,0.15314574,0.15139319,0.18626851,0.27356987,0.04897047,0.05467502,0.05891776,0.12080696,0.53930117,0.18348311,0.15180593,0.0983745,0.17122564,0.24531086,0.28034858,0.60155438,0.11679422,0.84586587,0.12114866,0.14787649,0.10620222,0.08943089,0.094486,0.0981185,0.04672977,0.09466069,0.08069752,0.04544714,0.10631488,0.04492261,0.07852704
0.032,0.14696204,0.31999666,0.06749396,0.14330181,0.17776709,0.35392109,0.20987511,0.08544247,0.08221447,0.11907489,0.09694684,0.15472392,0.13666525,0.1782145,0.13579427,0.13433171,0.10257443,0.06756918,0.07063509,0.11218666,0.26579216,0.09150052,0.08641114,0.09370407,0.06768232,0.14054421,0.06110898,0.03674066,0.20169229,0.12879178,0.13391428,0.18374871,0.13102376,0.1361339,0.12126318,0.09262975,0.05640107,0.03456967,0.09698526,0.0938716,0.15631621,0.13665648,0.11708313,0.11242356,0.13874183,0.20215997,0.23691855,0.20473075,0.11744552,0.09596674,0.16860946,0.06939178,0.11468946,0.11782229,0.11763631,0.21747687,0.13308319,0.13398722,0.23093924,0.05416915,0.12432284,0.16463076,0.15300074,0.15067312,0.18590931,0.28342386,0.04934726,0.05460419,0.0591909,0.12082566,0.54984251,0.18484538,0.15212377,0.09824723,0.1723245,0.24785202,0.28224177,0.58865039,0.11627957,0.83475958,0.12222961,0.14788301,0.10666241,0.08974177,0.09570137,0.10009989,0.04673403,0.09474329,0.08078366,0.04565832,0.10725909,0.04498077,0.07901502
0.035,0.14889663,0.32990179,0.06720245,0.14600347,0.17878965,0.35071544,0.21089071,0.08592471,0.08302331,0.12216654,0.09610479,0.15501478,0.1332394,0.17824284,0.13583277,0.13524528,0.1023382,0.06770257,0.07078644,0.11610576,0.26608435,0.09397852,0.08596368,0.0944217,0.06898022,0.13996051,0.06118445,0.03665245,0.20219146,0.12826838,0.13415445,0.18414516,0.13314403,0.13503361,0.12315395,0.09541523,0.05673166,0.03467657,0.096128,0.09244593,0.15688296,0.1372296,0.11853713,0.12752585,0.13905221,0.2097612,0.23754102,0.20898123,0.11244084,0.09604131,0.16869708,0.0696872,0.11454772,0.11784067,0.11693399,0.21804727,0.13371735,0.13863939,0.23244144,0.05468016,0.12514043,0.17003777,0.15408386,0.15410456,0.18481708,0.28955688,0.04983515,0.05432585,0.05992644,0.12283689,0.63885229,0.18704029,0.15197116,0.09845177,0.17357582,0.24809875,0.28374489,0.58699798,0.11788304,0.84023059,0.12256292,0.148777,0.10998572,0.08807179,0.09808878,0.10163821,0.04672332,0.09485516,0.08103328,0.04597963,0.1076639,0.04567526,0.07806377
0.036,0.14994283,0.33621029,0.0668714,0.14575231,0.1791896,0.35048271,0.21134656,0.08600193,0.08316593,0.12166989,0.09596437,0.15546553,0.13107624,0.17786138,0.13581718,0.13529425,0.10259266,0.06772496,0.07088687,0.11396338,0.26638542,0.09430398,0.08588406,0.09395141,0.06965028,0.14052022,0.06126399,0.03663951,0.20303571,0.12814357,0.13401256,0.18491084,0.133699,0.13555912,0.12311865,0.09698281,0.05616237,0.03467635,0.09679758,0.09202107,0.15666198,0.13793775,0.11843529,0.14298659,0.13908807,0.21479677,0.23756014,0.20886289,0.11405672,0.09613346,0.16877905,0.06979193,0.11442705,0.11806376,0.1172865,0.21958976,0.13358709,0.13922435,0.23341788,0.05485023,0.12525848,0.17278448,0.15506123,0.15810755,0.18451085,0.29129904,0.0499909,0.05450768,0.05997016,0.12345303,0.66077755,0.18784623,0.15220694,0.09832199,0.17364856,0.24699952,0.28434502,0.59455639,0.11820182,0.85977435,0.12292393,0.15049811,0.11124201,0.0889863,0.0975258,0.10177216,0.04676671,0.09489618,0.08108137,0.04593862,0.10849722,0.04557201,0.08002136
0.04,0.15333363,0.35822627,0.06563227,0.13986568,0.18077381,0.35692003,0.2129932,0.08741279,0.07958225,0.12033266,0.09780389,0.1570899,0.13465543,0.1786099,0.13719997,0.13616432,0.10300451,0.06832824,0.07090671,0.11399548,0.27139824,0.09214489,0.08777754,0.0924871,0.07271851,0.142232,0.06125985,0.03733551,0.20511863,0.1321299,0.13363211,0.18568554,0.13324145,0.13612018,0.12564845,0.11339993,0.05883837,0.03491712,0.09720068,0.09529438,0.15561733,0.14128675,0.11814878,0.16398305,0.13922253,0.21930763,0.2392378,0.21953603,0.12288478,0.09640344,0.16929649,0.06999397,0.11344192,0.11912751,0.11835857,0.22253586,0.1336566,0.14327815,0.23600433,0.05562904,0.12546545,0.1692427,0.1621836,0.17349609,0.18585006,0.27665857,0.05095499,0.05478194,0.06039427,0.12426688,0.77860345,0.19254088,0.15274072,0.09893427,0.17363377,0.24660686,0.28129751,0.61725864,0.11889512,0.89515477,0.12561451,0.15094841,0.11250612,0.09029368,0.09398668,0.1018893,0.04689638,0.09513825,0.08104214,0.04613197,0.10726851,0.04541488,0.08276567
0.042,0.15497925,0.37248499,0.06448197,0.13810155,0.18308515,0.35770043,0.214098,0.08860839,0.07696963,0.12375017,0.09759835,0.15648343,0.13552852,0.17982065,0.13941967,0.1368022,0.10216758,0.06873885,0.07100725,0.11295751,0.27293072,0.09369012,0.08786523,0.09336594,0.07422158,0.14234152,0.06110321,0.0375203,0.20405834,0.13475014,0.13403745,0.18823413,0.13320059,0.13711239,0.12531733,0.12560264,0.05848301,0.03505324,0.09789213,0.09666175,0.15730021,0.14314146,0.11823434,0.13880175,0.1395877,0.22421888,0.24029353,0.22522813,0.12198817,0.09641494,0.16950762,0.06961418,0.11306696,0.11925137,0.11924655,0.22415456,0.13378719,0.14730828,0.23570152,0.05515907,0.1251603,0.17041752,0.16582192,0.173873,0.18544475,0.27809863,0.05066437,0.0546681,0.05958501,0.1238247,0.8126401,0.19110867,0.15252498,0.09901318,0.17330343,0.24883341,0.28208441,0.64755139,0.12013871,0.93706954,0.12447851,0.15604257,0.11424284,0.08821452,0.09771572,0.10339199,0.0470124,0.09520018,0.08108681,0.04659178,0.10811578,0.04614823,0.07977941
0.044,0.15618567,0.37541407,0.06497882,0.13609268,0.18407846,0.35768069,0.21437518,0.08973467,0.07683718,0.12917148,0.09625827,0.15783476,0.13759652,0.1792923,0.14119984,0.13723781,0.10299591,0.0690725,0.07131466,0.10933864,0.27758244,0.09907955,0.08779294,0.09418684,0.07612834,0.14292807,0.06105389,0.0373908,0.20234363,0.13259106,0.13425262,0.19164356,0.13361529,0.13645113,0.12280732,0.14096085,0.05642321,0.03631742,0.10071166,0.0973417,0.15847728,0.14596986,0.11754883,0.13347763,0.14020356,0.24149232,0.24190854,0.23254822,0.12765449,0.09658775,0.16993934,0.06992142,0.11340754,0.11915132,0.12230456,0.22552297,0.13394533,0.14857608,0.23590439,0.05584508,0.12524465,0.17802685,0.16756451,0.17210072,0.1864536,0.28643431,0.05084442,0.05452712,0.05918576,0.12184332,0.77780098,0.18914032,0.15379268,0.0990286,0.17158089,0.25294338,0.28506896,0.66231204,0.12192052,0.96815147,0.12333048,0.15690491,0.11691662,0.08874996,0.09888658,0.10394459,0.04715169,0.09518083,0.08120569,0.04678438,0.1087151,0.0476755,0.07519816
0.045,0.15724196,0.38031672,0.0650117,0.13696482,0.18561005,0.3571066,0.21484447,0.08941514,0.07735366,0.13115797,0.09634207,0.15942545,0.13947775,0.17909581,0.14219387,0.13776262,0.10373916,0.06935153,0.07138718,0.11395928,0.279366,0.10159213,0.0877957,0.09467718,0.07715088,0.14319743,0.06104579,0.03716095,0.20112208,0.13219086,0.13446398,0.19207319,0.13185061,0.13632598,0.12167631,0.15120735,0.05637928,0.03675034,0.10115056,0.09780821,0.15903807,0.14705106,0.11689344,0.13528037,0.14031838,0.24586162,0.24270781,0.23553183,0.13396824,0.09682257,0.17019899,0.06998392,0.11359552,0.11910649,0.12323249,0.22610447,0.134132,0.14976229,0.23533593,0.05590878,0.12556202,0.18324479,0.16779222,0.16704092,0.18635505,0.28834849,0.05130779,0.05448456,0.06015868,0.12268375,0.78455632,0.18787841,0.15387777,0.09921767,0.17038275,0.2549087,0.28742992,0.68131117,0.1224666,0.97970146,0.12327127,0.1562764,0.11978746,0.08755403,0.09821986,0.10423793,0.04729966,0.09516341,0.08127937,0.0466782,0.10871624,0.04795354,0.07562369
0.046,0.15875577,0.38861673,0.06485411,0.13900665,0.18713907,0.35654972,0.21454327,0.08877262,0.07809336,0.13293989,0.09621275,0.16088845,0.141322,0.17905945,0.14321555,0.13848969,0.10448748,0.06965909,0.07146069,0.11936024,0.28007945,0.11101041,0.08754384,0.09566822,0.07831767,0.14440353,0.06118068,0.03684058,0.20060034,0.13237744,0.13489438,0.19172518,0.13419383,0.13604181,0.12226931,0.15724733,0.05628375,0.03712177,0.10046369,0.09837798,0.15935531,0.14898023,0.11651515,0.13750445,0.140261,0.24686226,0.24289071,0.2392819,0.13854157,0.09704425,0.17039992,0.06998684,0.11366612,0.11917815,0.12349418,0.22616328,0.13461328,0.15226616,0.23500535,0.055616,0.12588997,0.19151625,0.16828066,0.16642898,0.18548227,0.28864033,0.05172911,0.05437519,0.061258,0.12383755,0.82155891,0.18709086,0.15393252,0.09970195,0.16932993,0.25635094,0.28917584,0.69737561,0.12297572,0.99108044,0.12341504,0.15684197,0.12552373,0.08803679,0.09660459,0.10293067,0.04744433,0.09519824,0.08131519,0.04655431,0.10836331,0.04791001,0.0764025
0.048,0.1613277,0.40018172,0.06503702,0.14061688,0.19028943,0.35388928,0.21262164,0.0874747,0.07905989,0.13252889,0.09757734,0.16286149,0.14277997,0.1789233,0.14392576,0.13899059,0.10490518,0.06957405,0.07179908,0.12604434,0.28465311,0.12360536,0.08816715,0.09733663,0.08213958,0.14747225,0.06152079,0.03655868,0.20564501,0.13481834,0.13600634,0.19075496,0.13636338,0.13535394,0.12406713,0.159095,0.05717339,0.03764087,0.09922098,0.09878193,0.16073639,0.15140242,0.11646847,0.13905733,0.14132201,0.24745337,0.24223591,0.25136484,0.1575276,0.09726114,0.17053514,0.07001329,0.11368543,0.12014988,0.12362193,0.22354062,0.13440898,0.15787024,0.23471882,0.05648768,0.12612667,0.21636803,0.17375478,0.17468448,0.18544412,0.28622421,0.0522686,0.05454248,0.06305413,0.12382116,0.83593065,0.18623618,0.15485408,0.10031481,0.16931961,0.25951861,0.28994807,0.73467347,0.12303616,1.02429601,0.1238262,0.15713339,0.12742909,0.0915086,0.09818306,0.0999653,0.04763892,0.09532501,0.08114951,0.04641465,0.10765254,0.04950568,0.07924623
