
 PEER Ground Motion Database, Time Series Search Report -- NGA-West2 -- 2021-09-08


 -- Summary of PEER Ground Motion Database Search Criteria --
Magnitude Min:, 7.5
Magnitude Max:, 7.8
Rrup Min (km):, -1.0e-06
Rrup Max (km):, 99999
Rjb Min (km):, 100.0
Rjb Max (km):, 1000.0
Vs30 Min (m/sec):, -1.0e-06
Vs30 Max (m/sec):, 99999
D9-95 Min (sec):, -1.0e-06
D9-95 Max (sec):, 99999
Scale Factor Min:, -1.0e-06
Scale Factor Max:, 99999
Period Array:, 
Weight Array:, 
Record Sequence Number:, 
Earthquake Name:, chi-chi
Station Name:, 
User-Defined Maximum Number of Records:, 
Pulse:, 1
Damping Ratio:, 0.05
Scaling Method:, No Scaling
Suite Average:, Arithmetic
Single-Period-Scaling Period (sec):, 
Component:, SRSS
Fault Type:, All Types


 -- Summary of Metadata of Selected Records --
Result ID, Spectral Ordinate, Record Sequence Number, Mean Squared Error, Scale Factor, Tp-Pulse Period (sec), 5-75% Duration (sec), 5-95% Duration (sec), Arias Intensity (m/sec), Earthquake Name, Year, Station Name, Magnitude, Mechanism, Rjb (km), Rrup (km), Vs30 (m/sec), Lowest Useable Frequency (Hz), Initial-search Scale Factor, Horizontal-1 Acc. Filename, Horizontal-2 Acc. Filename, Vertical Acc. Filename
0.18,0.03549201,0.03433727,0.0212,0.04276902,0.03209098,0.0179,0.02375042,0.03160831,0.0148,0.02942439,0.0331798,0.021,0.03480271,0.02857275,0.0229,0.03828706,0.03166917,0.0165,0.06652531,0.0736846,0.0319,0.03640335,0.0370893,0.0226,0.04410154,0.04192104,0.0141,0.04551321,0.04165018,0.021,0.02725327,0.0225597,0.0152,0.01293478,0.01409174,0.0115,0.02108459,0.03065604,0.0114,0.01041047,0.01203529,0.00683,0.01139572,0.01055962,0.00711,0.00878617,0.00879262,0.00785,0.01379379,0.01531986,0.00672,0.0184172,0.01816396,0.00988,0.03442808,0.04077105,0.0191,0.02340072,0.02354347,0.00869,0.0130955,0.01138217,0.00913,0.01121464,0.00780544,0.00511,0.02691512,0.0273279,0.0148,0.03725232,0.0352966,0.0225,0.05071665,0.06050765,0.0326,0.06346378,0.05146108,0.0232,0.03519518,0.0319694,0.0213,0.03445837,0.03400193,0.019,0.03306468,0.04199731,0.0175,0.02891491,0.02131459,0.0111,0.01860905,0.02138206,0.00927,0.03031056,0.02762602,0.0128,0.03722769,0.03456235,0.0332,0.03780445,0.03803229,0.0273,0.04216162,0.05673979,0.031,0.1311595,0.1363112,0.118,0.09866579,0.1597273,0.0528,0.08991004,0.1247852,0.0862,0.09122186,0.118842,0.0657,0.0687007,0.08145264,0.0437,0.07341608,0.0998209,0.0636,0.1016836,0.1156556,0.0625,0.09785137,0.1262494,0.0706,0.1527773,0.09263325,0.038,0.110156,0.1627229,0.0718,0.1442755,0.07486704,0.0526,0.1514886,0.07851269,0.0624,0.1873261,0.1142736,0.0865,0.05105061,0.04961439,0.0313,0.05433692,0.05289051,0.0276,0.04591571,0.02944856,0.0223,0.07788623,0.09807346,0.0318,0.04324037,0.05325658,0.0161,0.1018217,0.09272485,0.0588,0.05312339,0.04534049,0.0329,0.06498471,0.07485892,0.0285,0.03034806,0.03250353,0.0217,0.03091058,0.03255758,0.0209,0.07426633,0.06211742,0.0212,0.04566862,0.04066029,0.0294,0.0881386,0.08766701,0.0495,0.1072524,0.1517398,0.0564,0.09877215,0.08277528,0.0514,0.1364172,0.1584776,0.0693,0.07907977,0.08826158,0.0432,0.1527057,0.1968992,0.0477,0.01128757,0.01083462,0.00787
0.19,0.0355315,0.03766476,0.0254,0.04851101,0.03555545,0.0201,0.02460844,0.03426567,0.0168,0.0313988,0.03436324,0.0209,0.03502832,0.03037517,0.0215,0.03901529,0.03372157,0.0189,0.08041424,0.07433705,0.0328,0.03427968,0.04014121,0.0226,0.04447216,0.04294013,0.0151,0.04535541,0.03890975,0.0205,0.02783679,0.02284998,0.0168,0.0132019,0.01349483,0.0121,0.02098365,0.03137407,0.0112,0.0114348,0.01374053,0.00749,0.01141428,0.01004231,0.00715,0.00899323,0.00914598,0.00757,0.01410316,0.0142402,0.00651,0.01956847,0.01694952,0.00971,0.03450931,0.04111961,0.0174,0.02334135,0.02330994,0.00899,0.01369834,0.01317909,0.0105,0.01084162,0.0079084,0.00501,0.02985226,0.03282271,0.015,0.04824676,0.03918979,0.0243,0.04645443,0.0619287,0.0279,0.06727374,0.0493505,0.0249,0.03521759,0.03377864,0.0287,0.03895246,0.03699171,0.0211,0.03449232,0.04436978,0.0197,0.02889141,0.02168022,0.0108,0.01856227,0.0219931,0.00931,0.03089667,0.0260193,0.0138,0.04057922,0.04097646,0.0345,0.04431965,0.0407676,0.0301,0.04229559,0.05477855,0.0305,0.1252543,0.1408778,0.115,0.1075395,0.1737459,0.0539,0.09585142,0.1182314,0.0801,0.0949623,0.1201494,0.0759,0.07493091,0.07695168,0.0474,0.08563321,0.1054428,0.0678,0.113921,0.1183283,0.0671,0.08836313,0.1460351,0.0888,0.1744566,0.09591895,0.044,0.1145177,0.1943006,0.0675,0.1369072,0.07762066,0.0481,0.1384711,0.0828307,0.0633,0.2177867,0.1267966,0.0911,0.05875793,0.05153382,0.0285,0.05707698,0.05524994,0.0286,0.05326045,0.03317853,0.0245,0.07140058,0.1094241,0.0303,0.03979043,0.05565324,0.0152,0.08966143,0.1070875,0.058,0.05044311,0.04690386,0.0327,0.06371721,0.06424793,0.0295,0.03518842,0.03324167,0.0214,0.02966304,0.03455123,0.0186,0.08606612,0.06444318,0.0245,0.05237984,0.04281035,0.0264,0.0915555,0.08177022,0.0477,0.1079725,0.158644,0.0572,0.1093215,0.08481701,0.0533,0.1501821,0.1718571,0.0775,0.07254143,0.09755151,0.0482,0.1580369,0.2038445,0.0489,0.01053474,0.01116124,0.00801
0.2,0.03133972,0.03958144,0.0262,0.05212192,0.04043865,0.019,0.02575359,0.03872576,0.0188,0.03202784,0.03448692,0.0198,0.03341813,0.02915439,0.0235,0.03518393,0.03662748,0.0206,0.09532493,0.07297548,0.0344,0.038691,0.04306703,0.0219,0.04597271,0.04205097,0.0149,0.04645395,0.03817069,0.0213,0.0290315,0.02283848,0.0174,0.0133647,0.0138312,0.0122,0.01911127,0.0317477,0.011,0.01184798,0.01469444,0.00734,0.01180872,0.0101093,0.00729,0.00977948,0.01070809,0.00801,0.01394275,0.01328737,0.00649,0.02072644,0.01761155,0.00979,0.03453561,0.0405676,0.0187,0.0232004,0.02310449,0.00868,0.01558882,0.01304118,0.0107,0.01067208,0.00795955,0.00504,0.02425657,0.03605481,0.0163,0.0500185,0.04037008,0.027,0.05268279,0.06860302,0.0257,0.05795627,0.05674796,0.0279,0.0342594,0.03746553,0.0263,0.04039118,0.03966684,0.0229,0.04036451,0.04582499,0.0186,0.02841256,0.02167062,0.0113,0.01882315,0.0221491,0.00946,0.03256216,0.02703322,0.0145,0.04071989,0.04163932,0.0309,0.04562309,0.0545999,0.0357,0.04275623,0.05360477,0.0296,0.1331409,0.1474557,0.129,0.1191876,0.1753161,0.0602,0.09168775,0.1355222,0.079,0.1085328,0.1483964,0.0779,0.06711098,0.08228879,0.0479,0.09224887,0.1115802,0.0607,0.1286612,0.1343314,0.0664,0.1051624,0.1472633,0.0877,0.1792661,0.1114485,0.0415,0.1017732,0.2020098,0.0811,0.1337056,0.07408274,0.0398,0.1517879,0.0864781,0.0626,0.2193299,0.1253416,0.0877,0.06077638,0.05597779,0.0284,0.05599109,0.05439606,0.0324,0.06268814,0.03756125,0.022,0.07698485,0.1128001,0.024,0.03592609,0.05029016,0.0166,0.08844852,0.1328209,0.0671,0.05789259,0.04404004,0.0308,0.07775779,0.06213626,0.0289,0.03604432,0.03740393,0.0217,0.02691249,0.03595932,0.0192,0.09109465,0.06770486,0.0235,0.06171038,0.04807008,0.0279,0.09213687,0.09205731,0.0428,0.1124541,0.1504103,0.0714,0.1298415,0.0908488,0.0505,0.1695601,0.2024026,0.0899,0.07447171,0.1164533,0.0563,0.1575117,0.2290592,0.0452,0.00996856,0.01100778,0.00749
0.22,0.03498455,0.04234501,0.0204,0.0498484,0.0351894,0.0199,0.02813237,0.04567943,0.0201,0.03445201,0.03088424,0.0183,0.04057922,0.03548993,0.027,0.04020107,0.03802714,0.02,0.09296928,0.08411507,0.0348,0.0420042,0.03796709,0.0285,0.04771504,0.04307744,0.0159,0.04805873,0.04140878,0.0196,0.02809142,0.0250177,0.0171,0.01657208,0.016348,0.0128,0.02399976,0.03129966,0.0115,0.01123419,0.01515118,0.00821,0.01217127,0.01088552,0.00772,0.01084688,0.0108316,0.00897,0.01153389,0.01445618,0.00638,0.02109464,0.01900098,0.00996,0.03558026,0.04107977,0.028,0.02284099,0.02436156,0.00966,0.01381854,0.01389892,0.0111,0.0108014,0.00829842,0.00536,0.02911729,0.03927493,0.0157,0.05644109,0.04516745,0.0278,0.06542826,0.06830365,0.0394,0.08050822,0.0531687,0.0366,0.03304302,0.04111176,0.025,0.05213336,0.04392861,0.0209,0.05219116,0.05787266,0.0195,0.0291461,0.02208979,0.0124,0.02033306,0.02130793,0.0103,0.03814117,0.03169456,0.0137,0.0417096,0.04486752,0.0355,0.05685019,0.06041267,0.0255,0.04814615,0.05391109,0.0338,0.1371471,0.1614538,0.121,0.1321848,0.1712303,0.059,0.0927971,0.1327335,0.0768,0.1087897,0.1824662,0.0832,0.08171446,0.084309,0.0597,0.1021546,0.1011655,0.0599,0.1437102,0.1561807,0.0658,0.1605922,0.2000515,0.0578,0.1392453,0.1333473,0.0423,0.1155923,0.1948057,0.0664,0.1765649,0.09740238,0.0378,0.1762794,0.09243461,0.0546,0.1807616,0.1423386,0.115,0.07856601,0.06916703,0.0251,0.06076268,0.05615985,0.0352,0.07021126,0.04429913,0.0235,0.07757574,0.1099844,0.0239,0.03367977,0.04076989,0.02,0.09981155,0.1646434,0.0522,0.06217268,0.04791042,0.0367,0.1020912,0.06180663,0.0308,0.03688389,0.04300948,0.0252,0.03013811,0.0402455,0.024,0.10121,0.06850867,0.028,0.07845423,0.04461984,0.0378,0.1049322,0.1128495,0.0514,0.1237252,0.1725284,0.0602,0.1393813,0.09919925,0.06,0.1680398,0.1891459,0.0696,0.09945639,0.1306982,0.053,0.1460713,0.2267453,0.0436,0.00944353,0.01048322,0.00786
0.24,0.04077248,0.04100062,0.0185,0.04187965,0.03106756,0.0197,0.02664675,0.0432826,0.0204,0.03441234,0.03048071,0.0215,0.04649883,0.04036248,0.0347,0.04162304,0.04801796,0.0183,0.09131493,0.08070999,0.0297,0.03893467,0.04540247,0.0278,0.05051106,0.04399369,0.0164,0.04317062,0.03684422,0.0184,0.03219173,0.03355039,0.0158,0.01259452,0.0153434,0.013,0.02422233,0.03061605,0.0114,0.01242419,0.01617388,0.00976,0.01271341,0.01235235,0.00825,0.0100721,0.00972306,0.00914,0.01312978,0.01549245,0.00673,0.02196471,0.01993452,0.0105,0.03779645,0.04132705,0.022,0.02270176,0.02405635,0.00987,0.01453193,0.0135554,0.0119,0.01089878,0.00836584,0.00526,0.02437149,0.03178554,0.0171,0.06480026,0.05331664,0.0288,0.07336194,0.08950706,0.0383,0.09368854,0.05528329,0.0292,0.03429814,0.03917348,0.024,0.05167259,0.04231695,0.0212,0.0523775,0.05956022,0.0239,0.0291208,0.02266094,0.0125,0.02118241,0.02381649,0.0112,0.03726127,0.03594045,0.0144,0.03890095,0.05328516,0.0368,0.06499428,0.05194648,0.031,0.04320673,0.04675564,0.034,0.1635602,0.1851276,0.128,0.1426725,0.1460055,0.0549,0.108894,0.1189889,0.0663,0.1425908,0.159383,0.0753,0.1018612,0.08398665,0.0659,0.1095541,0.1139063,0.0523,0.1024401,0.1242638,0.0799,0.1308702,0.2213538,0.0665,0.1528704,0.1638172,0.0419,0.1412621,0.1758204,0.055,0.1791575,0.1224135,0.0487,0.2023846,0.0807986,0.0633,0.2658103,0.1910164,0.142,0.1050412,0.09748595,0.033,0.05987433,0.07630814,0.0372,0.07267044,0.04294675,0.0256,0.1158639,0.1171761,0.0227,0.04163035,0.03698461,0.0196,0.1405749,0.1805465,0.056,0.0624692,0.05489716,0.0381,0.09023171,0.06562166,0.0378,0.03966334,0.04543969,0.0269,0.02605605,0.04638862,0.0213,0.1103765,0.06423502,0.0333,0.06378108,0.04521817,0.0311,0.09307328,0.1519182,0.0605,0.1218198,0.2050246,0.0675,0.141588,0.09705766,0.0598,0.2417184,0.2109762,0.0923,0.1087572,0.1279352,0.0612,0.136969,0.2437955,0.0407,0.01138029,0.01411809,0.00849
0.25,0.0430657,0.04653047,0.0206,0.03739827,0.02929017,0.0206,0.02529387,0.04210815,0.0212,0.03261172,0.02996137,0.0189,0.0493058,0.04726227,0.0368,0.048177,0.04353593,0.0191,0.09623466,0.1001789,0.0284,0.04105842,0.04576243,0.0297,0.05126259,0.04005827,0.0153,0.04385319,0.04033848,0.0197,0.03375524,0.03653702,0.0163,0.01150503,0.01720493,0.0125,0.02150812,0.03114576,0.0112,0.01326967,0.01858616,0.0101,0.01287002,0.0114203,0.00835,0.01086391,0.0096676,0.00956,0.01329436,0.01472903,0.00699,0.02108376,0.02215349,0.0106,0.03893344,0.04138198,0.023,0.02313839,0.02468184,0.0088,0.01522101,0.01388835,0.012,0.01084851,0.00834932,0.00525,0.02240732,0.03169847,0.016,0.07251929,0.05015792,0.0285,0.07472333,0.09494248,0.0315,0.09802927,0.05562203,0.0312,0.03773262,0.04573124,0.025,0.04793761,0.04647096,0.02,0.05816427,0.05573532,0.0215,0.02861002,0.02366752,0.0118,0.02160509,0.0244916,0.0116,0.03626622,0.03494888,0.0153,0.04196241,0.05395405,0.0294,0.05570415,0.04871491,0.0311,0.03845185,0.04318696,0.0337,0.1847025,0.2165689,0.122,0.1453291,0.1649236,0.0524,0.115873,0.1231423,0.0583,0.1493063,0.1558055,0.0784,0.1080233,0.09000455,0.0721,0.1217298,0.1246307,0.0564,0.09710141,0.1327827,0.0846,0.1250809,0.2165619,0.077,0.186545,0.1718587,0.0465,0.1376323,0.1931026,0.0534,0.1408622,0.1380055,0.0481,0.2208439,0.08471575,0.0686,0.324202,0.2160283,0.148,0.1093872,0.1117739,0.0369,0.06377211,0.06664389,0.0319,0.06865145,0.03965533,0.0276,0.1292998,0.1308676,0.0249,0.05060152,0.03669697,0.0188,0.164358,0.1688855,0.0531,0.06302407,0.05216932,0.0379,0.08397096,0.07616389,0.0384,0.03825291,0.04724604,0.0266,0.02882564,0.0528567,0.0259,0.1120706,0.0672908,0.0312,0.05707218,0.05018568,0.0362,0.08760432,0.153311,0.0641,0.1361931,0.1961852,0.0677,0.1591421,0.1066452,0.0613,0.2806186,0.2391904,0.104,0.1127727,0.1224577,0.0525,0.1446442,0.2437831,0.0508,0.01201104,0.01347409,0.00888
0.26,0.03996137,0.05299839,0.0214,0.03551291,0.03175129,0.0227,0.03141762,0.04148407,0.0252,0.03202591,0.02882944,0.019,0.05076641,0.0471312,0.035,0.05043649,0.04485226,0.0213,0.1003204,0.1135871,0.0294,0.04322525,0.04435877,0.0267,0.05313809,0.04243338,0.0161,0.04648631,0.0436716,0.0206,0.0336579,0.03856083,0.0172,0.01203723,0.0198713,0.0132,0.02188221,0.03398548,0.0122,0.01405558,0.02013238,0.0109,0.01383917,0.01146235,0.00819,0.0119302,0.01013524,0.00922,0.01421682,0.01390043,0.00667,0.01961566,0.02165689,0.0106,0.03854721,0.04115594,0.024,0.02368206,0.0259154,0.00949,0.01486563,0.01326397,0.0134,0.01071348,0.0082752,0.00505,0.0238785,0.03076223,0.0154,0.07164814,0.04972727,0.027,0.07444814,0.1006291,0.0341,0.08858465,0.05787406,0.0338,0.04442602,0.05217727,0.0222,0.05020443,0.04744999,0.022,0.05568228,0.05612675,0.0218,0.02753186,0.02364766,0.0117,0.02106868,0.02558469,0.0114,0.03428704,0.03467614,0.0166,0.04414484,0.05261714,0.0286,0.06097746,0.04583332,0.0325,0.03937963,0.04090323,0.0329,0.1898713,0.2456108,0.114,0.1387687,0.1876264,0.0584,0.1144369,0.1290929,0.0563,0.1617723,0.1671358,0.0865,0.1089421,0.09108829,0.0706,0.1184762,0.1364277,0.0553,0.09498832,0.1459399,0.0845,0.1231905,0.2463185,0.0776,0.2015014,0.1789773,0.0511,0.1537866,0.2150255,0.0535,0.1177906,0.1460956,0.0502,0.2532062,0.09705734,0.0713,0.36329,0.2185381,0.155,0.1015511,0.111321,0.0383,0.06952831,0.06012947,0.0297,0.06779987,0.03930511,0.0299,0.1244951,0.1405032,0.0263,0.06029575,0.03655983,0.0176,0.1491799,0.1569282,0.0521,0.06383274,0.04754869,0.0364,0.07873011,0.08044479,0.0407,0.03161436,0.04547658,0.0274,0.03456094,0.05666856,0.0275,0.1221325,0.06333379,0.0306,0.05203225,0.05319247,0.0361,0.09010343,0.1390161,0.0665,0.1374983,0.1632255,0.0653,0.158531,0.1096354,0.0607,0.2918311,0.2645455,0.0917,0.1122276,0.1010825,0.043,0.1483962,0.2240817,0.0599,0.0116531,0.01319885,0.00938
0.28,0.04531303,0.06850545,0.0226,0.03774749,0.04014657,0.0215,0.03454345,0.0415462,0.0254,0.03132953,0.03478464,0.0168,0.04815909,0.0511397,0.0274,0.04559109,0.05371493,0.024,0.08866307,0.1402337,0.0325,0.04396324,0.04237105,0.0329,0.05846724,0.04420315,0.0226,0.04472949,0.04142004,0.0185,0.03363043,0.03625144,0.0225,0.01284211,0.01929587,0.0134,0.02358331,0.03472339,0.0132,0.01801632,0.02002912,0.0111,0.01470702,0.01202427,0.00688,0.01551246,0.00972228,0.00919,0.01452923,0.01730842,0.00783,0.02106781,0.0216399,0.0106,0.03855336,0.04174735,0.0278,0.0234673,0.0267769,0.0095,0.0150342,0.01533046,0.0134,0.01142125,0.00828898,0.00531,0.0280785,0.04053352,0.0171,0.0534557,0.06067657,0.0293,0.06469627,0.1021476,0.0351,0.07601838,0.06312637,0.0266,0.05501991,0.06244411,0.0216,0.05664309,0.04793216,0.022,0.05738788,0.06071885,0.0291,0.02959828,0.02370698,0.0118,0.02164945,0.0240762,0.0106,0.04048366,0.03685098,0.0223,0.04215953,0.04777998,0.0226,0.09059101,0.0482987,0.0379,0.0458922,0.04712506,0.027,0.1869148,0.2828857,0.114,0.1200257,0.1817029,0.0581,0.1096478,0.1317318,0.0567,0.1685714,0.1661687,0.0954,0.1047803,0.1070779,0.0621,0.1081501,0.1452769,0.0695,0.1183168,0.1353767,0.0574,0.1276202,0.2276635,0.0586,0.192951,0.1945712,0.0453,0.2204243,0.1789644,0.0541,0.1507082,0.1245859,0.0394,0.2916638,0.1016355,0.0712,0.4421072,0.1793626,0.17,0.08082599,0.091807,0.041,0.06765723,0.06142693,0.0225,0.07648151,0.03589933,0.0244,0.1025167,0.120815,0.0388,0.05505934,0.04083747,0.0196,0.1010931,0.1822376,0.0483,0.07551213,0.05118247,0.0407,0.08924448,0.06974491,0.0388,0.04115992,0.04905822,0.0313,0.03885436,0.05761077,0.0216,0.1232592,0.06639356,0.0307,0.04860493,0.05004247,0.0268,0.0900832,0.1766039,0.074,0.138462,0.1656534,0.0618,0.1446909,0.1069597,0.058,0.2578308,0.2587863,0.0919,0.1308716,0.09814057,0.0469,0.1338601,0.1906811,0.0565,0.01262182,0.0141528,0.0113
0.29,0.04907602,0.07178605,0.0227,0.04147065,0.04254843,0.0205,0.03245482,0.03915359,0.0277,0.0308819,0.03619124,0.0187,0.05049824,0.05196409,0.0283,0.04517752,0.0562745,0.025,0.09543669,0.1518358,0.0374,0.04439171,0.04191246,0.0361,0.06257483,0.04525928,0.0222,0.04828417,0.04217345,0.0209,0.03469465,0.03263016,0.0239,0.01389515,0.02129498,0.0159,0.02449159,0.035444,0.0153,0.01837419,0.02072215,0.0124,0.01485304,0.01202166,0.0074,0.01590752,0.01017446,0.00988,0.01441615,0.01721057,0.00807,0.0208883,0.02185165,0.0105,0.0392978,0.04047949,0.0272,0.02500712,0.02775528,0.00954,0.01639473,0.01653586,0.0131,0.01143679,0.0081912,0.00539,0.0291314,0.04176285,0.0173,0.04972348,0.05941705,0.0294,0.05660461,0.08695222,0.0385,0.07497266,0.070076,0.028,0.06187224,0.06088467,0.0237,0.06792117,0.0517569,0.0251,0.05044252,0.06636533,0.027,0.02957671,0.02338777,0.0119,0.0204041,0.02327287,0.0117,0.04778982,0.04194849,0.0225,0.04719062,0.04391736,0.0218,0.08954676,0.04721734,0.0405,0.04533806,0.04459386,0.0294,0.1978743,0.3017092,0.127,0.1137794,0.1621149,0.0585,0.1173178,0.1120462,0.0529,0.1586045,0.1580422,0.0925,0.1059517,0.1111456,0.0592,0.09896655,0.1478978,0.0652,0.1293726,0.1219288,0.0502,0.1250933,0.206506,0.0561,0.2206211,0.1911655,0.0413,0.2411087,0.1688797,0.0529,0.1669431,0.1274178,0.0368,0.2833943,0.1079703,0.0656,0.459699,0.2045544,0.173,0.07229236,0.07755932,0.045,0.06310789,0.0637112,0.0225,0.07040716,0.03378911,0.0234,0.1007903,0.09940079,0.0415,0.04922556,0.03993024,0.0192,0.1058771,0.2057133,0.0509,0.0846437,0.05058309,0.0394,0.09126762,0.0781336,0.0423,0.04323723,0.04958972,0.0331,0.04162101,0.05983676,0.0197,0.1072243,0.06568748,0.0283,0.05536382,0.04646467,0.027,0.07790847,0.1924869,0.079,0.1594934,0.1725451,0.0564,0.1392326,0.1182531,0.0592,0.238193,0.2794431,0.0917,0.1485481,0.1072127,0.0454,0.1414381,0.2022505,0.0516,0.01316837,0.0131308,0.0111
0.3,0.05164588,0.07460587,0.0225,0.04109453,0.04377539,0.0214,0.03082238,0.03848799,0.0289,0.03090177,0.03592688,0.0177,0.05142238,0.05903486,0.0277,0.04596647,0.06026473,0.0239,0.1033419,0.1546886,0.0434,0.05305963,0.04286861,0.0376,0.06265331,0.04540202,0.0207,0.05392376,0.04404144,0.0239,0.03370239,0.02880528,0.022,0.01472812,0.024938,0.0174,0.02429332,0.03811524,0.0162,0.01854078,0.02214794,0.0119,0.01440223,0.01180867,0.00768,0.01487643,0.01072413,0.00941,0.01475823,0.01626687,0.00805,0.02075194,0.02123622,0.0101,0.04391272,0.03876016,0.0246,0.02810003,0.02995477,0.0109,0.01566098,0.01699276,0.0133,0.0116912,0.00822144,0.00544,0.03311564,0.03900363,0.017,0.04570414,0.05023823,0.0298,0.05379186,0.07409531,0.0367,0.06988654,0.07360192,0.0278,0.06541066,0.05232514,0.0258,0.07181083,0.0546391,0.0281,0.05229888,0.0704945,0.0265,0.02967794,0.02405846,0.0131,0.02032431,0.02323414,0.0125,0.04956945,0.04478313,0.0216,0.04656339,0.04760485,0.0229,0.0795516,0.04687406,0.0374,0.05078265,0.0400366,0.0313,0.2022914,0.3112891,0.123,0.1273546,0.1500903,0.0658,0.12268,0.1146835,0.0506,0.1453313,0.1473042,0.078,0.1110393,0.1174954,0.0606,0.1052327,0.1454465,0.0533,0.129553,0.1237491,0.0463,0.1254814,0.2263147,0.0663,0.2304925,0.1821842,0.0444,0.2364028,0.1607292,0.0526,0.168097,0.1219226,0.0369,0.264819,0.1053914,0.0627,0.4416621,0.2155008,0.157,0.07225671,0.07712036,0.0481,0.06252253,0.06925761,0.0249,0.05999231,0.03407432,0.025,0.09523727,0.08703285,0.0426,0.04953803,0.04033894,0.018,0.1123517,0.2147967,0.0587,0.08614353,0.04639068,0.0394,0.09891047,0.08050749,0.0476,0.04247318,0.04894944,0.0303,0.047861,0.0587423,0.0198,0.09242298,0.0659136,0.0277,0.05857099,0.04456412,0.0294,0.08075864,0.1968603,0.0761,0.1765884,0.1767631,0.057,0.1355532,0.1295947,0.0636,0.2027938,0.3073168,0.099,0.1523575,0.1204994,0.05,0.1531367,0.2142422,0.0529,0.01334304,0.01202966,0.0114
0.32,0.04830546,0.07087097,0.0244,0.03989216,0.04732958,0.0221,0.03185891,0.04571334,0.0248,0.03551539,0.03885757,0.0165,0.06035801,0.06278619,0.0276,0.06177085,0.06542148,0.0248,0.1267068,0.1416521,0.0391,0.05746497,0.06002215,0.0373,0.05970696,0.05615002,0.0189,0.06192471,0.0421491,0.0241,0.04024993,0.03027241,0.0236,0.01621116,0.02517159,0.015,0.02507135,0.03969181,0.0193,0.01797561,0.02197391,0.0124,0.01365776,0.01109758,0.00728,0.01694743,0.01022507,0.0113,0.01623853,0.01505435,0.00858,0.02387844,0.02151066,0.0105,0.05435175,0.04234623,0.0205,0.03170327,0.03090863,0.0126,0.01731361,0.02025063,0.0133,0.01188832,0.00814311,0.00544,0.02727012,0.05157037,0.0227,0.0493049,0.04856556,0.0342,0.05854868,0.07730383,0.0293,0.06885316,0.06941042,0.0213,0.05324784,0.05676561,0.0226,0.06922001,0.0530008,0.0287,0.05964021,0.08042049,0.0263,0.03242765,0.02308321,0.0148,0.02426721,0.0231759,0.0128,0.04959631,0.04148201,0.0208,0.0416662,0.04730896,0.0237,0.06041117,0.04811225,0.0276,0.04941371,0.04602281,0.037,0.2041891,0.3305398,0.111,0.1606174,0.1639041,0.0855,0.1248616,0.1441842,0.0554,0.13058,0.1716969,0.0632,0.121617,0.1334437,0.0609,0.1284002,0.1521278,0.0557,0.1253526,0.1644063,0.0554,0.1656521,0.2269089,0.0857,0.2196374,0.1583149,0.0428,0.214022,0.1509681,0.0463,0.1893349,0.09438047,0.0513,0.2710687,0.1194144,0.0612,0.4191232,0.2016699,0.122,0.0596414,0.08453824,0.0486,0.0622418,0.06630887,0.027,0.05343244,0.04034428,0.0285,0.0882905,0.1037121,0.0415,0.04509465,0.04161469,0.0197,0.1253656,0.2103082,0.0757,0.06826324,0.05574153,0.0526,0.1017597,0.08300609,0.052,0.05177385,0.04792449,0.0257,0.04848584,0.05500061,0.0213,0.08895418,0.08753459,0.0296,0.05180757,0.04640355,0.0327,0.0913038,0.2142435,0.0668,0.1648927,0.2013716,0.0757,0.1356314,0.1258326,0.0611,0.1686096,0.3029509,0.0891,0.1752445,0.1501117,0.0714,0.1772669,0.2296261,0.0666,0.0141158,0.01373872,0.0128
