
 PEER Ground Motion Database, Time Series Search Report -- NGA-West2 -- 2021-09-08


 -- Summary of PEER Ground Motion Database Search Criteria --
Magnitude Min:, 7.5
Magnitude Max:, 7.8
Rrup Min (km):, -1.0e-06
Rrup Max (km):, 99999
Rjb Min (km):, 100.0
Rjb Max (km):, 1000.0
Vs30 Min (m/sec):, -1.0e-06
Vs30 Max (m/sec):, 99999
D9-95 Min (sec):, -1.0e-06
D9-95 Max (sec):, 99999
Scale Factor Min:, -1.0e-06
Scale Factor Max:, 99999
Period Array:, 
Weight Array:, 
Record Sequence Number:, 
Earthquake Name:, chi-chi
Station Name:, 
User-Defined Maximum Number of Records:, 
Pulse:, 1
Damping Ratio:, 0.05
Scaling Method:, No Scaling
Suite Average:, Arithmetic
Single-Period-Scaling Period (sec):, 
Component:, SRSS
Fault Type:, All Types


 -- Summary of Metadata of Selected Records --
Result ID, Spectral Ordinate, Record Sequence Number, Mean Squared Error, Scale Factor, Tp-Pulse Period (sec), 5-75% Duration (sec), 5-95% Duration (sec), Arias Intensity (m/sec), Earthquake Name, Year, Station Name, Magnitude, Mechanism, Rjb (km), Rrup (km), Vs30 (m/sec), Lowest Useable Frequency (Hz), Initial-search Scale Factor, Horizontal-1 Acc. Filename, Horizontal-2 Acc. Filename, Vertical Acc. Filename
0.44,0.13077954,0.26561865,0.06439039,0.09753111,0.07338621,0.06674145,0.07381083,0.09579961,0.12455507,0.2362226,0.10864773,0.08016799,0.090055,0.07717628,0.02879754,0.0692578,0.03160904,0.02338894,0.02131623,0.02986903,0.05357825,0.09517928,0.06048776,0.03904765,0.0170623,0.04672929,0.08611935,0.12155631,0.09688037,0.09046962,0.08023995,0.11649591,0.06526952,0.04541943,0.07241667,0.07770289,0.08550047,0.04891475,0.29256364,0.26682569,0.2309489,0.30523406,0.18049465,0.25927874,0.22412663,0.3337426,0.23228687,0.2289932,0.10518465,0.28406762,0.15663788,0.1258973,0.09542818,0.09513794,0.12996727,0.08016202,0.2230428,0.0889589,0.15142823,0.0836659,0.08046509,0.1405553,0.09748677,0.16010877,0.3246985,0.19314632,0.35162841,0.16685793,0.42434913,0.02145712
0.45,0.13157294,0.27118648,0.06383592,0.08788931,0.07656984,0.06737079,0.07604492,0.09681108,0.12176867,0.2359905,0.11119687,0.08357777,0.09470175,0.07605665,0.03043071,0.07210155,0.03138645,0.02483863,0.02136459,0.02887914,0.05336228,0.09564655,0.06044492,0.04040087,0.01792845,0.04982646,0.08280205,0.11533194,0.09523443,0.08924421,0.07838844,0.11337897,0.06424224,0.04691349,0.0725817,0.07917578,0.08867403,0.05251566,0.27662454,0.28103042,0.24062997,0.30719926,0.17978495,0.25025984,0.22207313,0.31769409,0.24465599,0.23306287,0.10194745,0.31305813,0.15692597,0.11448026,0.08812362,0.09556886,0.12090103,0.08160662,0.23029988,0.09421601,0.15300644,0.08784271,0.08131912,0.13281873,0.10488675,0.14609838,0.32282359,0.19304303,0.37751885,0.16032977,0.45126302,0.0212219
0.46,0.13209676,0.27376846,0.06373837,0.08249415,0.08048068,0.06812896,0.08068252,0.10136865,0.12605583,0.22295501,0.11584662,0.08815183,0.09700708,0.07282107,0.03065068,0.07473797,0.03081111,0.02709647,0.02074118,0.03020153,0.05115393,0.09822827,0.05938312,0.0409451,0.01891017,0.05109945,0.0854912,0.12278115,0.09325932,0.08885607,0.08161907,0.10792255,0.06368201,0.04687111,0.06958989,0.07964195,0.09116844,0.05820128,0.27307084,0.29688489,0.23720319,0.29660664,0.17699438,0.23998084,0.21600029,0.29971179,0.2466834,0.23917172,0.1110613,0.33424133,0.15767207,0.10170772,0.07998533,0.09462851,0.11894529,0.08272276,0.2352418,0.10139087,0.14577892,0.08986779,0.08637589,0.12598749,0.10837717,0.13558992,0.31661122,0.19747054,0.3990241,0.1571319,0.4683827,0.02094504
0.48,0.13371739,0.27525536,0.0649591,0.09293817,0.09011155,0.07554573,0.0832611,0.09655472,0.13593182,0.20724752,0.12532419,0.08771574,0.10010059,0.06984079,0.03106616,0.08826615,0.03089349,0.03045805,0.01878146,0.03061246,0.05266285,0.09233073,0.05995959,0.038752,0.02058164,0.04743229,0.0932723,0.13325278,0.0849846,0.08962789,0.08984573,0.11310043,0.06919259,0.04640843,0.07132776,0.07442603,0.0918689,0.06997418,0.28355396,0.28994894,0.23233295,0.27519643,0.18102142,0.24193789,0.20458716,0.27770139,0.25761885,0.24312114,0.1206673,0.35021605,0.155982,0.11353519,0.06754479,0.09264007,0.1152909,0.08200434,0.22727476,0.11263121,0.12308826,0.09342256,0.10012601,0.12074476,0.10801256,0.14206809,0.30756798,0.2246818,0.40510586,0.16257126,0.49110617,0.02211247
0.5,0.13712506,0.28864405,0.0651435,0.1173323,0.10126749,0.07507985,0.07732261,0.09491056,0.1281931,0.1733774,0.1255774,0.09018419,0.10953995,0.07740953,0.03235606,0.09141053,0.0302646,0.03092911,0.01837553,0.03101973,0.05460174,0.09872467,0.06157889,0.03605399,0.01992301,0.04361872,0.09589123,0.11659296,0.09240673,0.09099351,0.09208538,0.12751347,0.07514262,0.04779209,0.07714003,0.07811193,0.09739147,0.0710408,0.33823191,0.28283563,0.23040547,0.25982179,0.19018959,0.25750515,0.18504916,0.27496157,0.28434474,0.24899634,0.12566457,0.38191744,0.18095806,0.11865204,0.06326737,0.08802257,0.12075395,0.07514171,0.20029861,0.11347766,0.11023065,0.08989018,0.10251032,0.11064429,0.10531566,0.16205856,0.31954872,0.23666348,0.41224474,0.17108877,0.53961341,0.02592179
0.55,0.15121152,0.35222971,0.0649148,0.10870078,0.10592435,0.07683705,0.09550053,0.09355978,0.11515246,0.1767853,0.11534104,0.10223825,0.10410585,0.07634579,0.03962136,0.11797427,0.03051255,0.02927895,0.02186945,0.03849343,0.04496498,0.1076501,0.06781957,0.02965937,0.02370697,0.05239653,0.10622384,0.11145627,0.11865737,0.10896354,0.11226745,0.1105385,0.06486074,0.05671045,0.09667585,0.09264526,0.09628463,0.07397926,0.32274693,0.30336535,0.2553379,0.33640128,0.26895658,0.30395283,0.19478908,0.25106964,0.29842172,0.28152278,0.13406987,0.41678604,0.20795191,0.12404663,0.08108088,0.09253908,0.15486273,0.07015475,0.19175506,0.09887741,0.11958697,0.09230619,0.09195728,0.118069,0.10129426,0.21576564,0.31129938,0.22191651,0.6066535,0.17652877,0.73607055,0.02733326
0.6,0.16211893,0.41539276,0.06327156,0.07998156,0.11634591,0.07150829,0.08149587,0.1020425,0.12679869,0.22483563,0.1202098,0.10240218,0.11619933,0.08176271,0.03354919,0.12692766,0.03269106,0.03020068,0.02250924,0.03688572,0.04686032,0.12245171,0.07647487,0.0322259,0.02625695,0.06184181,0.09059352,0.11714859,0.10751184,0.08384619,0.1398816,0.11105337,0.0642279,0.06377472,0.0987594,0.08398455,0.09355321,0.07546527,0.30680528,0.35240483,0.20996208,0.31620393,0.24336062,0.29749008,0.22077306,0.25147388,0.31373535,0.34727846,0.15579804,0.54503061,0.19796665,0.09314667,0.09947848,0.10483102,0.14080951,0.07580852,0.23899459,0.12705782,0.15044516,0.07316461,0.09030938,0.13665856,0.10136393,0.25834113,0.33821604,0.28568402,0.62771996,0.17325439,0.96012814,0.02601559
0.65,0.16526121,0.40844364,0.06686667,0.06516884,0.13508425,0.06415357,0.08218606,0.09732358,0.12254052,0.23124613,0.11179021,0.11528586,0.11189272,0.0844588,0.03676772,0.11876693,0.02942322,0.02932166,0.02512879,0.0288244,0.04456937,0.15194696,0.07831007,0.03454202,0.02952533,0.05605855,0.10050783,0.12048478,0.11460993,0.09412367,0.14785418,0.12375704,0.0719958,0.05674789,0.09751503,0.08821639,0.09594397,0.06039446,0.36726308,0.35302081,0.21529536,0.28665765,0.24257819,0.26142029,0.26407241,0.28303107,0.30671672,0.32165803,0.18966114,0.45232414,0.20745138,0.08098236,0.10380339,0.10723638,0.14592761,0.09207097,0.23459051,0.11928207,0.1469099,0.07717838,0.09538135,0.16881476,0.11296118,0.23921552,0.46191745,0.28895538,0.58398821,0.23592192,0.9435989,0.02614807
0.667,0.16590682,0.39895881,0.06899227,0.06194007,0.14434914,0.06199003,0.09656213,0.09947202,0.1194676,0.24046123,0.10831966,0.11929958,0.11076712,0.08539064,0.04190499,0.11986787,0.02853556,0.0294516,0.02372019,0.02833706,0.04677634,0.14840402,0.07564576,0.03273048,0.03008574,0.05465666,0.1007848,0.13154507,0.11001452,0.09887543,0.13971914,0.12862109,0.07865012,0.05527508,0.09690797,0.0948022,0.09314145,0.05374565,0.36326022,0.36579807,0.23939581,0.28158632,0.25368678,0.26750265,0.27706465,0.29102297,0.29468984,0.30541589,0.19006708,0.42303282,0.21772758,0.09064591,0.11379032,0.10456595,0.14588909,0.09795615,0.23841465,0.1175785,0.14029677,0.07881567,0.09791061,0.1734621,0.11734022,0.22628324,0.48311596,0.28522675,0.57253842,0.24871023,0.89914843,0.02359937
0.7,0.16626132,0.3828863,0.07219592,0.06283519,0.14561214,0.06454325,0.10306391,0.10269063,0.11291556,0.26173804,0.11495983,0.14102329,0.12646261,0.08466515,0.05353474,0.11421238,0.02838513,0.03096972,0.02319835,0.02835262,0.04572692,0.16099659,0.08402355,0.02976753,0.0281129,0.05081432,0.09160608,0.1259491,0.10635445,0.09223496,0.1280699,0.1301427,0.09804043,0.05394517,0.09678323,0.09833739,0.09829656,0.04657061,0.35377682,0.37356326,0.25938511,0.28416556,0.2573564,0.32379938,0.31846521,0.31806366,0.25935647,0.24707684,0.18298678,0.39624064,0.21864238,0.1012825,0.11931478,0.0937028,0.15140598,0.10387497,0.22522083,0.12412104,0.12994008,0.0925769,0.10897525,0.16461686,0.14039725,0.20751371,0.49871066,0.26329833,0.62871193,0.24177881,0.76694397,0.01930853
0.75,0.16028333,0.34751732,0.07392652,0.0747291,0.10550033,0.05912472,0.09422309,0.10789834,0.12105526,0.25325499,0.1283086,0.15509648,0.13493638,0.0933801,0.05472165,0.11674264,0.03561152,0.03264647,0.02547816,0.03100071,0.04924339,0.14165822,0.07966752,0.03230148,0.02814397,0.04321625,0.09574917,0.11827826,0.08686932,0.10373584,0.13139324,0.12088834,0.10527768,0.05468172,0.09964107,0.11018231,0.11643472,0.04998897,0.38383771,0.3673802,0.28400552,0.29524206,0.24604481,0.33133864,0.33010902,0.36481809,0.20583523,0.21276111,0.16128755,0.40535574,0.19605223,0.10256135,0.10759849,0.08317012,0.1605597,0.10313596,0.17350746,0.13648013,0.10984246,0.09191062,0.11234192,0.14252584,0.17746261,0.17474139,0.45513406,0.23983649,0.55544525,0.21689041,0.59764957,0.02306132
0.8,0.15401524,0.31164422,0.07611466,0.07302244,0.10544505,0.05710307,0.1008984,0.11170119,0.10955758,0.21453416,0.12961601,0.16090533,0.12629074,0.08775027,0.04379841,0.11688772,0.03897856,0.03628829,0.02612495,0.03831682,0.0491985,0.13487303,0.08300086,0.03114216,0.03270026,0.04730076,0.11641254,0.10644125,0.09424199,0.12194119,0.16124746,0.10831745,0.09581207,0.05824269,0.09427421,0.10108061,0.12759144,0.05232505,0.3302795,0.35002343,0.35738924,0.29573838,0.24113529,0.31394763,0.29541268,0.36345673,0.17847963,0.19993788,0.15232629,0.38890183,0.16938994,0.10796155,0.10593671,0.08950986,0.18093319,0.09763901,0.16626219,0.1429815,0.12771641,0.09466706,0.10071855,0.1222708,0.17837963,0.1904148,0.4199684,0.25632348,0.4365914,0.17584444,0.46995917,0.02516164
0.85,0.15252098,0.3075977,0.07562687,0.05760939,0.10646067,0.05855148,0.09428629,0.11076857,0.10755479,0.22367,0.11911371,0.14450224,0.11056509,0.07955501,0.04051283,0.11250941,0.03278769,0.04321624,0.02724893,0.03886934,0.05108514,0.11475353,0.07523274,0.03136236,0.03573221,0.04314549,0.12509942,0.10909938,0.12267743,0.12054277,0.19568162,0.11395547,0.08826299,0.05984558,0.09975987,0.11182012,0.11883872,0.054625,0.35219674,0.40261415,0.39252884,0.29850421,0.22576851,0.2553218,0.24328686,0.28308707,0.1843572,0.19371473,0.14758696,0.34059862,0.17672641,0.10946108,0.10334359,0.10568851,0.21560418,0.08674844,0.17850597,0.1459849,0.13979602,0.08874961,0.10090619,0.13547466,0.19328143,0.19721582,0.37716676,0.22784496,0.44266116,0.17179782,0.49786404,0.02521699
0.9,0.156069,0.32126468,0.07581765,0.05283533,0.10490773,0.05467871,0.10580812,0.10344252,0.10167518,0.19818099,0.13218964,0.14870039,0.11793581,0.09290288,0.0337552,0.09826132,0.03326041,0.04475874,0.03252137,0.04250417,0.05072801,0.12560663,0.084921,0.03120369,0.03674945,0.04449295,0.11641575,0.1106812,0.14407644,0.12015683,0.18566777,0.12805513,0.07485684,0.06035853,0.08797616,0.11796729,0.1172934,0.04811023,0.38532881,0.38983543,0.38035499,0.35389149,0.21209501,0.25264925,0.24635848,0.27757476,0.20014861,0.20207282,0.1591226,0.31831982,0.18223726,0.09777121,0.08730314,0.10945661,0.25693183,0.0906003,0.20117735,0.16793188,0.13586779,0.07710108,0.10266458,0.13399771,0.17940644,0.20213702,0.39942137,0.23165407,0.49325771,0.19029503,0.52672965,0.02929281
0.95,0.16578371,0.36070421,0.07619606,0.05128308,0.10869288,0.05103342,0.09344023,0.09436005,0.08834324,0.19689534,0.12589343,0.1474607,0.11851302,0.09582923,0.03136329,0.10431467,0.02926684,0.04560331,0.03641308,0.04231778,0.06094876,0.12941677,0.09207599,0.03585053,0.03184759,0.05428594,0.10307062,0.11840324,0.13659208,0.1216173,0.15647372,0.12728179,0.08049515,0.06064409,0.09252322,0.12429478,0.1137165,0.04396175,0.43487023,0.47227721,0.44140004,0.4529255,0.21289937,0.31000024,0.30757226,0.34019745,0.22830443,0.21608542,0.16244022,0.3139466,0.20750268,0.08765478,0.0867617,0.1007029,0.26712952,0.09461577,0.21904256,0.19285631,0.12263542,0.07062828,0.09341204,0.13870828,0.16778885,0.21564265,0.40251988,0.29291096,0.52246679,0.20299725,0.55231153,0.03177822
1.0,0.17604618,0.39756808,0.0779546,0.05841019,0.11042722,0.05361322,0.09484035,0.09040353,0.09566649,0.20373546,0.12961845,0.16025926,0.13445642,0.09139048,0.03351871,0.11441994,0.02872472,0.04950094,0.0420236,0.04412507,0.05948942,0.14170006,0.09425842,0.03298361,0.03309269,0.04866964,0.10011691,0.12715888,0.14948312,0.13253716,0.12794525,0.12284595,0.10015344,0.06477835,0.09694559,0.14213832,0.11710742,0.04054574,0.50641622,0.58832181,0.46671793,0.53895282,0.24660011,0.36700151,0.34322082,0.40624239,0.26490816,0.22696156,0.14819272,0.29058333,0.23760436,0.07875692,0.08591504,0.09078737,0.25060023,0.10019841,0.2281255,0.16192102,0.11613081,0.07769405,0.08896691,0.15110248,0.16848324,0.24535892,0.42464368,0.31682378,0.56323413,0.21243648,0.5046647,0.0304428
1.1,0.16639079,0.35811003,0.07731114,0.06548231,0.09721522,0.05259452,0.08466125,0.0994648,0.10663563,0.17420351,0.10547112,0.21149436,0.15510141,0.09184852,0.02998241,0.09184885,0.03693006,0.05400613,0.03693111,0.05070275,0.05898967,0.1565134,0.10394255,0.03501051,0.03755422,0.05613396,0.1043791,0.14352993,0.14023098,0.15081833,0.1407577,0.12989013,0.09200678,0.059101,0.11445206,0.14283896,0.10612055,0.03432021,0.52087559,0.57728477,0.38446825,0.4713328,0.30102435,0.29733841,0.30938187,0.39524137,0.25505067,0.23734612,0.11928652,0.28987875,0.25060953,0.0804485,0.07263456,0.08844723,0.20563499,0.10613696,0.20288907,0.11304935,0.12809475,0.08821594,0.07974177,0.16395981,0.14162036,0.20927422,0.43317574,0.25786805,0.41284111,0.18237375,0.39457726,0.02691649
1.2,0.1525874,0.31747653,0.07333744,0.05409511,0.08640198,0.04060942,0.10643568,0.08764205,0.08751624,0.1436131,0.10164082,0.21288314,0.13817539,0.11173807,0.02657938,0.09435832,0.03678342,0.05173935,0.03936663,0.05296058,0.07095902,0.1494781,0.11695398,0.03120718,0.0349178,0.05704675,0.09423174,0.1286755,0.12359734,0.15432861,0.16826069,0.12259363,0.0942104,0.06107473,0.10678435,0.13199907,0.11761262,0.03315224,0.46201384,0.54429224,0.338344,0.3544842,0.25642157,0.26230723,0.25873468,0.35599372,0.19635476,0.24469079,0.09859381,0.292565,0.24691599,0.09576109,0.08332059,0.08409158,0.21515245,0.0971507,0.14237309,0.10599402,0.12688909,0.07076537,0.06755642,0.18510082,0.12172187,0.15215516,0.44382856,0.26631786,0.33354311,0.13372438,0.28825003,0.02832568
1.3,0.1344238,0.26553283,0.06805094,0.04921859,0.07135629,0.04672673,0.11352319,0.08771083,0.0875233,0.13317582,0.08292231,0.15907269,0.16504713,0.11050475,0.02336318,0.08545523,0.02825927,0.05019204,0.03702581,0.04215809,0.05939503,0.13380338,0.11643872,0.0275258,0.03579889,0.0509587,0.08153101,0.1200457,0.11576394,0.15695692,0.14237133,0.11642701,0.08739324,0.06134125,0.12318283,0.14758719,0.10830336,0.03222309,0.45599657,0.41134088,0.23298312,0.28380221,0.23656996,0.19934167,0.21139338,0.32892977,0.18017944,0.21252716,0.07784829,0.24887629,0.20111406,0.09568333,0.09087665,0.08034719,0.15895293,0.08289602,0.11921665,0.09184645,0.10290556,0.09197016,0.05926319,0.16303659,0.094881,0.16224095,0.34727127,0.26187537,0.26103672,0.09735637,0.2427621,0.03079051
1.4,0.12514194,0.25095758,0.062403,0.04946022,0.05986271,0.05055937,0.10497513,0.08658254,0.08017954,0.12081706,0.09934841,0.12714897,0.18283174,0.11831068,0.02282366,0.06898034,0.02933372,0.03853616,0.03207276,0.03256307,0.05490004,0.16278782,0.0980944,0.02615884,0.03903838,0.05397776,0.076431,0.1035115,0.11766567,0.13470634,0.14726429,0.12996132,0.07389,0.06185965,0.11049445,0.12888811,0.08425839,0.03158881,0.47176906,0.36436754,0.20951518,0.32199611,0.27932378,0.19469291,0.21066356,0.25398582,0.18113526,0.18938324,0.07327162,0.21921114,0.17698536,0.08798046,0.09596657,0.08350408,0.10992236,0.06274388,0.1118475,0.08702644,0.08712406,0.09632592,0.05412109,0.12460816,0.07068007,0.15531964,0.28451426,0.24624521,0.22623587,0.08046983,0.2069328,0.02677868
1.5,0.11811479,0.2388735,0.05840373,0.05306826,0.04917922,0.05326448,0.10369906,0.07120644,0.07703404,0.10895323,0.09759269,0.11186899,0.15408764,0.11508135,0.02182631,0.07015672,0.02396433,0.0380153,0.02881936,0.03827925,0.05117547,0.14394916,0.08182851,0.0245514,0.04140821,0.05415497,0.07009271,0.09337705,0.13582187,0.10693225,0.12052943,0.11052804,0.05919306,0.07268687,0.11693884,0.13068756,0.07799468,0.02969644,0.48180874,0.31376419,0.18047778,0.27606001,0.28330649,0.20084006,0.22412661,0.26767167,0.16948703,0.19951928,0.07813643,0.1832668,0.18423824,0.08326945,0.10186502,0.09470341,0.10300014,0.05549846,0.10110481,0.0810984,0.0807026,0.07933681,0.04828434,0.12328019,0.05735244,0.15520773,0.24777773,0.236951,0.19271599,0.07217803,0.19162953,0.02738829
1.6,0.11360451,0.22835891,0.05651623,0.05343545,0.04291057,0.05877138,0.0885084,0.07053169,0.07627833,0.11084944,0.10533352,0.11082592,0.16171857,0.09203355,0.02038485,0.05966505,0.02093843,0.04162975,0.02683149,0.04633387,0.04576787,0.16134975,0.09228431,0.02548837,0.04147928,0.05342504,0.07779868,0.07227407,0.14705505,0.09934516,0.11238108,0.10924317,0.06669929,0.08146487,0.10598697,0.10997223,0.07362635,0.0272252,0.45952714,0.31501858,0.15617235,0.25152444,0.25038899,0.20735251,0.252286,0.25948118,0.13654642,0.17717228,0.08546022,0.13509407,0.1663233,0.08232326,0.10434354,0.10200654,0.09682531,0.04685834,0.09046286,0.08066932,0.07587951,0.06229013,0.04605994,0.12489523,0.05661536,0.17114422,0.21274063,0.2313688,0.19154202,0.06987161,0.1919728,0.03143835
1.7,0.10619577,0.20868983,0.05403973,0.05191524,0.03664386,0.05040887,0.07412597,0.06919787,0.0755682,0.11502155,0.0893554,0.10257843,0.15541461,0.09577903,0.01770004,0.04277892,0.0219252,0.04279408,0.0258511,0.042416,0.05568958,0.16333316,0.08126291,0.02650116,0.03969079,0.04794232,0.07089941,0.07384829,0.12755422,0.09617791,0.10499176,0.12367415,0.06845674,0.07977344,0.09564338,0.09852613,0.0744849,0.02781796,0.42435157,0.27114671,0.13778311,0.17635689,0.20205696,0.16469387,0.23778357,0.25584738,0.14927107,0.16858814,0.08579195,0.13387881,0.16662796,0.08192315,0.09918586,0.10457188,0.08482331,0.04239386,0.09216397,0.0793049,0.07506818,0.05401625,0.04227269,0.12280075,0.04245403,0.18257412,0.19448294,0.21489906,0.18618552,0.06094363,0.18389135,0.0312409
1.8,0.09854122,0.18940926,0.05126662,0.05383129,0.03656353,0.04279289,0.07686343,0.07191429,0.06590212,0.12714876,0.07592837,0.09023908,0.13571608,0.08339674,0.01740644,0.03699215,0.0218684,0.04857432,0.02448956,0.03962321,0.05975876,0.15701681,0.08234778,0.03186009,0.03614069,0.04091893,0.06173931,0.07001988,0.10179412,0.10290571,0.10329349,0.13156405,0.06765835,0.07820192,0.0848586,0.08956898,0.06318297,0.02705447,0.38515279,0.23213183,0.11965579,0.15421177,0.15974543,0.134125,0.20614126,0.24508988,0.14753012,0.16227623,0.08196993,0.14150326,0.14485139,0.07700637,0.09991337,0.10882864,0.07183977,0.03714941,0.09802189,0.07257223,0.07523244,0.04899085,0.03552252,0.11232428,0.03865841,0.16616263,0.19292728,0.19569354,0.16262484,0.05421525,0.1709868,0.03007093
1.9,0.09306037,0.18321188,0.04726895,0.05652758,0.03502732,0.04552205,0.07080043,0.06939111,0.06060597,0.12413766,0.0727018,0.08920243,0.10742895,0.07856191,0.01802393,0.03529025,0.02133631,0.04865261,0.02181738,0.03614033,0.05925768,0.13300857,0.08108927,0.03178164,0.03309053,0.03806151,0.06225363,0.06950743,0.08406018,0.1058494,0.0850246,0.11735451,0.06252335,0.07276811,0.08225729,0.09098402,0.05621382,0.03270849,0.38326041,0.23629937,0.10861886,0.15300686,0.15797475,0.13907907,0.20936175,0.25538115,0.122279,0.14073662,0.0755918,0.14263845,0.13646898,0.07378252,0.09785678,0.10520285,0.06453045,0.03064313,0.09060635,0.06481723,0.06375334,0.04288523,0.03183702,0.10039244,0.03530628,0.13908133,0.18236071,0.17923167,0.14218404,0.05620416,0.15728008,0.02743028
2.0,0.08992932,0.17791268,0.04545647,0.05882778,0.03090111,0.05224934,0.06692694,0.06074782,0.05433771,0.12306008,0.07635813,0.08700659,0.09897468,0.09246755,0.01998244,0.03800858,0.02060918,0.03864324,0.01812086,0.0350017,0.06257862,0.12573359,0.0756272,0.0265807,0.03709141,0.04320044,0.05935826,0.05973384,0.09232876,0.09376211,0.07115658,0.11325941,0.06213571,0.07117245,0.06953742,0.09409773,0.05634946,0.03035697,0.33938103,0.24841868,0.10784733,0.14370063,0.1771387,0.15092097,0.21127224,0.26818654,0.11270664,0.14077922,0.06752572,0.12788685,0.1350936,0.06613491,0.09016627,0.10278885,0.05926668,0.0253474,0.08733019,0.0572137,0.05323849,0.03944014,0.03275191,0.09777458,0.03506245,0.11908104,0.17633466,0.17718291,0.13633866,0.05892727,0.14149544,0.02224623
2.2,0.08326237,0.1574564,0.04402884,0.05494894,0.03020308,0.0469252,0.0733633,0.05893213,0.05058531,0.12690731,0.0819376,0.09587206,0.09210863,0.08249777,0.01997617,0.03739004,0.01717414,0.02576616,0.01454027,0.03457497,0.05302742,0.09862146,0.07267269,0.01915796,0.03932702,0.03893804,0.05759339,0.05543886,0.07902226,0.07513514,0.0710982,0.11114931,0.06300446,0.07006568,0.06373023,0.10607783,0.0652442,0.0225929,0.2526707,0.19491899,0.10439435,0.13880799,0.17457153,0.11784597,0.20789605,0.22021616,0.13397954,0.1547645,0.06160304,0.10116516,0.13893378,0.05462249,0.07277037,0.09108019,0.05189272,0.02841407,0.07935138,0.04732119,0.0418353,0.03508959,0.03533863,0.11658508,0.03834498,0.09277532,0.15371877,0.18553983,0.14498918,0.05944071,0.12400356,0.0180976
2.4,0.07562438,0.14670789,0.03898255,0.05004432,0.02772531,0.04271124,0.0809313,0.05536255,0.04606102,0.11861326,0.07073212,0.0807374,0.09383359,0.07771322,0.01684305,0.0284468,0.01425168,0.02146129,0.01487703,0.0307143,0.04925196,0.10668142,0.05999615,0.01468693,0.03796208,0.03510805,0.05196223,0.05158534,0.05703481,0.06092724,0.05413432,0.08898194,0.05191712,0.06975865,0.05734957,0.10291866,0.05634075,0.02205677,0.28008073,0.16389617,0.09124304,0.11931312,0.15302393,0.11436014,0.19922634,0.16526562,0.15719519,0.14050934,0.0608445,0.08377721,0.14104338,0.04670121,0.05631887,0.0731616,0.05095014,0.03114204,0.06750906,0.05277213,0.03275902,0.02918244,0.03237463,0.1133724,0.03639311,0.09641921,0.11684671,0.15103322,0.13122288,0.05839541,0.10393414,0.0168533
2.5,0.07263656,0.14053027,0.03754401,0.04635579,0.02589206,0.03854203,0.08117567,0.05574612,0.04879634,0.10560332,0.0708996,0.08079678,0.09094074,0.06662709,0.01333487,0.0239314,0.01375765,0.0194363,0.01338532,0.02749453,0.0496236,0.10133268,0.06447055,0.01279753,0.03578524,0.03238482,0.0479126,0.05564868,0.05740942,0.05723089,0.04939254,0.09645679,0.05548542,0.06568183,0.0605465,0.09427527,0.05254955,0.02310392,0.26809786,0.15973451,0.08791866,0.10777643,0.15213365,0.10984633,0.18243123,0.14987211,0.16246686,0.13720626,0.05981345,0.07718044,0.13569638,0.04369471,0.05053888,0.06723566,0.04935377,0.03001037,0.06091052,0.05362645,0.03488874,0.02447818,0.02910191,0.10623999,0.03643153,0.10400088,0.10698977,0.13849975,0.13004145,0.05984897,0.09908169,0.01669883
2.6,0.06949477,0.13329775,0.03623109,0.04436092,0.02470615,0.04035969,0.07710903,0.05449572,0.05175814,0.08837718,0.06779263,0.06887647,0.08951713,0.0660795,0.01082279,0.02271429,0.01340373,0.01938542,0.01309095,0.02495833,0.05225446,0.08999914,0.0649296,0.01058438,0.03302605,0.03096159,0.04050313,0.06171243,0.05523864,0.05405653,0.04427875,0.09763126,0.05672157,0.06021871,0.05590511,0.08748412,0.0520677,0.02140931,0.25519424,0.14982297,0.08908774,0.10561705,0.14509643,0.11074037,0.1645651,0.13821767,0.15518447,0.13382713,0.06071669,0.07574715,0.12465339,0.0407612,0.04921583,0.0626013,0.04811879,0.02566417,0.05581853,0.05505684,0.03593642,0.02354687,0.02940405,0.1014496,0.03457615,0.11513593,0.09870393,0.12951346,0.12389375,0.0601239,0.09595217,0.01541579
2.8,0.0635296,0.12242659,0.03296678,0.04316306,0.02498684,0.03712123,0.06910411,0.0524411,0.06208621,0.07699658,0.05553231,0.05327408,0.08325166,0.05844253,0.0095425,0.01938727,0.01337622,0.01752478,0.01492327,0.02275012,0.0433059,0.08822773,0.05770809,0.0112309,0.02837789,0.0325133,0.04685479,0.05479393,0.04345999,0.05552392,0.04419148,0.0716916,0.05116597,0.06142437,0.05245508,0.09859405,0.05347651,0.01583529,0.26639408,0.12881296,0.08069976,0.10001121,0.13019251,0.10472693,0.13206279,0.12017123,0.11891449,0.11221813,0.06392949,0.06942661,0.11209129,0.03357596,0.04597754,0.05357872,0.04313742,0.02388013,0.04773152,0.05949988,0.03667746,0.02304577,0.03104386,0.08732138,0.0286801,0.12195649,0.08063654,0.10967035,0.10063507,0.06082591,0.09112862,0.01309438
