
 PEER Ground Motion Database, Time Series Search Report -- NGA-West2 -- 2021-03-15


 -- Summary of PEER Ground Motion Database Search Criteria --
Magnitude Min:, -1.0e-06
Magnitude Max:, 99999
Rrup Min (km):, 0.0
Rrup Max (km):, 40.0
Rjb Min (km):, -1.0e-06
Rjb Max (km):, 99999
Vs30 Min (m/sec):, -1.0e-06
Vs30 Max (m/sec):, 99999
D9-95 Min (sec):, -1.0e-06
D9-95 Max (sec):, 99999
Scale Factor Min:, -1.0e-06
Scale Factor Max:, 99999
Period Array:, 
Weight Array:, 
Record Sequence Number:, 
Earthquake Name:, Northridge-01
Station Name:, 
User-Defined Maximum Number of Records:, 
Pulse:, 1
Damping Ratio:, 0.05
Scaling Method:, No Scaling
Suite Average:, Arithmetic
Single-Period-Scaling Period (sec):, 
Component:, SRSS
Fault Type:, All Types


 -- Summary of Metadata of Selected Records --
Result ID, Spectral Ordinate, Record Sequence Number, Mean Squared Error, Scale Factor, Tp-Pulse Period (sec), 5-75% Duration (sec), 5-95% Duration (sec), Arias Intensity (m/sec), Earthquake Name, Year, Station Name, Magnitude, Mechanism, Rjb (km), Rrup (km), Vs30 (m/sec), Lowest Useable Frequency (Hz), Initial-search Scale Factor, Horizontal-1 Acc. Filename, Horizontal-2 Acc. Filename, Vertical Acc. Filename
0.11,0.1702205,0.1492848,0.0849,0.0596696,0.1150912,0.107,0.1576553,0.1377947,0.156,0.6125628,0.4039211,1.7,1.146991,0.9178349,0.816,0.5073635,0.7757146,0.776,0.4516548,0.6312064,0.334,0.2097974,0.2635452,0.141,0.723605,0.7094166,1.68,0.7616482,0.8479599,0.617,0.8856105,0.586193,0.367,0.1684531,0.175612,0.102,1.075827,0.6697703,0.347,0.3741241,0.3447074,0.504,0.4415351,0.7173572,1.29,0.8526751,1.334726,2.14,0.4171253,0.4419902,0.219,0.33987,0.213924,0.301,0.9179726,0.8093748,0.345,0.3899696,0.4363279,0.238,0.3149878,0.2803468,0.267,0.5613421,0.7025256,0.323,0.4684519,0.3494101,0.26,0.1979631,0.1976294,0.197,0.3052711,0.3444609,0.279,0.4968915,0.9817963,0.464,0.3802598,0.3622324,0.503,0.2388105,0.4257445,0.257,0.7120159,0.5367269,0.225,0.6353916,0.7758691,0.4,0.2335822,0.3050538,0.146,0.4619169,0.324173,0.29,0.2585693,0.1950741,0.347,0.7627009,0.7104545,0.198,1.063447,1.541482,1.18,0.2487203,0.4201658,0.23,0.6575233,1.09045,0.464,0.5567014,0.4388629,0.181,0.2222922,0.2973841,0.153,0.3006917,0.2690459,0.218,0.4497947,0.6066989,0.253,0.6946716,0.7524562,0.828,0.4437853,0.4751531,0.274,0.1115447,0.1101509,0.236,0.3525576,0.5597267,0.315,0.1958815,0.2858624,0.2,0.07165284,0.1419144,0.123,0.3832032,0.3505447,0.184,0.2214751,0.3165038,0.155,0.2117112,0.1737099,0.109,0.1560057,0.1064724,0.0904,0.1501275,0.1273555,0.0965,0.1299094,0.09818885,0.0796,0.1754991,0.1496107,0.154,0.2872722,0.2334327,0.131,0.2388635,0.1650278,0.186,0.2624972,0.2613887,0.135,0.2750232,0.3677843,0.364,0.5064842,0.2467638,0.27,0.5380394,0.559344,0.833,1.036651,0.8631157,0.941,0.467671,0.3940797,0.724,0.6097156,0.8935383,,0.5196603,0.5330749,0.524,0.6558192,0.582969,0.262,2.655351,3.113746,1.83,0.3712894,0.4852917,0.625,0.5861373,0.4651422,1.29,0.3032777,0.3786221,0.377,0.2505978,0.1561516,0.162,1.061413,1.032371,2.29,0.4920399,0.4082282,0.192,0.241528,0.2978901,0.144,1.49882,1.151082,0.841,0.6044699,0.5112537,,1.046489,0.9038771,1.22,0.7162468,0.5756301,0.946,0.2454642,0.2242063,0.33,0.8592066,1.179066,2.43,1.247763,0.7343612,1.51,1.097704,1.178875,1.24,3.507392,2.517083,2.24,0.3105226,0.6049713,0.507,0.3869893,0.3662575,0.177
0.12,0.1652842,0.1600585,0.0925,0.07154676,0.1134351,0.0732,0.197134,0.1551929,0.155,0.666968,0.4845378,1.77,1.359935,1.014632,0.629,0.7185427,0.9169703,0.797,0.5752412,0.5450541,0.311,0.209128,0.3484267,0.113,0.6419072,0.9340001,1.96,0.7316799,1.065704,0.727,1.056531,0.7001312,0.508,0.2514873,0.186383,0.0921,0.9670203,0.4716893,0.271,0.4238312,0.4254133,0.355,0.4797577,0.7257253,1.33,0.8237581,1.651226,2.2,0.4687846,0.5409925,0.215,0.3354374,0.2513961,0.318,1.108008,0.8256068,0.401,0.5390791,0.4907078,0.238,0.3891498,0.2852739,0.31,0.7590942,0.6512946,0.295,0.5202722,0.3891957,0.292,0.2231874,0.2358417,0.192,0.3022699,0.3350771,0.319,0.5389314,0.9274828,0.43,0.3859511,0.4562911,0.48,0.2403528,0.4353512,0.295,0.7863725,0.5884978,0.205,0.9976249,0.630645,0.341,0.2113771,0.3078897,0.144,0.4455475,0.3336671,0.292,0.2363892,0.2119328,0.373,0.8187455,0.8626691,0.201,1.064378,1.691583,0.784,0.2606621,0.3630461,0.234,0.5876248,1.071402,0.536,0.756328,0.354881,0.233,0.202219,0.2053369,0.15,0.3733526,0.2719869,0.199,0.4079933,0.7288948,0.199,0.701695,0.6473616,0.665,0.4195556,0.4773622,0.267,0.1229809,0.1260389,0.281,0.4938131,0.5398824,0.218,0.2534617,0.254417,0.157,0.08559016,0.1644878,0.147,0.3782085,0.4186164,0.165,0.2116014,0.2458542,0.15,0.245598,0.1680366,0.105,0.1388612,0.1532956,0.0827,0.177158,0.1371614,0.0715,0.1431628,0.1310075,0.0756,0.1838431,0.1569847,0.186,0.3213496,0.2779219,0.151,0.2336198,0.2001575,0.181,0.2767596,0.2534767,0.118,0.2676914,0.398919,0.373,0.4658395,0.2605084,0.317,0.6988247,0.5794684,0.885,1.159364,0.9231259,0.992,0.4693038,0.4311053,1.0,0.5862275,0.9211514,,0.5503365,0.4334842,0.48,0.6441182,0.5307722,0.295,3.306115,2.606179,1.55,0.3324885,0.5316634,0.592,0.6655821,0.4755575,1.34,0.3825904,0.3696715,0.318,0.2147876,0.1455016,0.166,1.124148,0.8939213,2.8,0.422934,0.5952297,0.209,0.220708,0.381102,0.162,1.413161,1.008667,0.837,0.5437979,0.6050522,,1.073532,1.019231,1.14,0.8563752,0.7816263,0.989,0.2274383,0.2270745,0.369,0.8370647,1.392168,2.08,1.066052,0.8293402,1.27,0.9805514,1.224701,1.32,3.235815,1.802903,2.07,0.3444692,0.5954123,0.433,0.3408147,0.3905132,0.192
0.13,0.2370755,0.1901931,0.129,0.0686842,0.1206343,0.0561,0.1692539,0.1707138,0.18,0.6560524,0.4890786,1.52,0.9729908,0.9924658,0.663,0.8044581,1.108165,0.793,0.4818557,0.6995156,0.26,0.1979433,0.4442699,0.126,0.6313171,1.02347,1.51,0.77292,0.9468997,0.677,1.104895,0.7682188,0.545,0.243601,0.158491,0.0867,0.8765135,0.4988875,0.371,0.4452356,0.4305271,0.359,0.4882875,0.7330059,1.45,0.8864816,1.747682,2.25,0.5395625,0.6904276,0.221,0.2777973,0.2875036,0.275,1.338489,1.014983,0.424,0.6570318,0.436607,0.224,0.4830325,0.2920816,0.395,0.8319013,0.696426,0.299,0.5892538,0.3141442,0.292,0.2156809,0.2472319,0.209,0.3324233,0.3914839,0.319,0.5763285,1.082448,0.431,0.4727935,0.6111064,0.448,0.2835513,0.3821413,0.321,0.9433048,0.5670754,0.254,0.9819895,0.7210391,0.263,0.2552526,0.315919,0.157,0.4279288,0.3462761,0.259,0.2268448,0.1561776,0.382,1.106156,1.244852,0.248,1.076959,1.887112,0.971,0.2837855,0.3314134,0.19,0.5537485,0.8464947,0.57,0.9006977,0.4321057,0.281,0.1966459,0.2645206,0.156,0.3273908,0.3502646,0.179,0.4581902,0.8314203,0.211,0.6626107,0.6331609,0.568,0.446195,0.4262148,0.233,0.151485,0.1779061,0.274,0.6167575,0.6032968,0.207,0.2360322,0.3083057,0.163,0.07797128,0.240841,0.195,0.4147377,0.4461502,0.128,0.2197624,0.1805148,0.16,0.1962268,0.1597203,0.127,0.1782445,0.1695596,0.066,0.1825584,0.1572771,0.073,0.1195835,0.1469845,0.0795,0.2001508,0.186594,0.151,0.3725704,0.3569867,0.162,0.2613104,0.2543034,0.171,0.3001474,0.2094126,0.129,0.3361993,0.4643176,0.406,0.4687227,0.3742627,0.348,0.8278573,0.6942846,0.802,1.174417,0.9466283,1.25,0.4816148,0.4762504,0.862,0.6912361,0.8323407,,0.6118304,0.4583284,0.463,0.6617382,0.5894229,0.286,3.044058,2.664498,1.69,0.3436705,0.5427848,0.593,0.7451957,0.5556877,1.49,0.4925895,0.3598041,0.365,0.2361987,0.171272,0.145,1.289316,1.142319,2.37,0.4314238,0.5917965,0.195,0.2725595,0.560437,0.219,1.594161,0.9643387,0.729,0.5365442,0.7441853,,0.8993478,1.335538,0.868,0.7583524,0.701895,0.857,0.2301987,0.2661234,0.304,0.9948192,1.307118,1.97,1.229984,1.009415,1.07,0.8900502,1.342633,1.41,3.434151,1.782979,2.54,0.362348,0.5544294,0.407,0.3469757,0.4002706,0.153
0.133,0.261371,0.2102193,0.14,0.06389497,0.1244596,0.0607,0.1598395,0.1847619,0.195,0.6557527,0.4759847,1.42,0.9192967,1.063328,0.657,0.8704128,1.113826,0.807,0.4237833,0.7665135,0.264,0.1902636,0.4512636,0.142,0.6481215,0.9974543,1.35,0.7694279,1.050492,0.669,1.064307,0.7642662,0.537,0.2386833,0.1769603,0.091,0.8116249,0.5694367,0.377,0.478582,0.4101214,0.349,0.4800976,0.7215463,1.47,0.8334481,1.835989,1.92,0.5144362,0.6790003,0.248,0.286168,0.2649258,0.265,1.357355,0.9890337,0.412,0.6825949,0.418157,0.234,0.4881463,0.2829062,0.408,0.8533377,0.6753327,0.289,0.5714297,0.3212129,0.303,0.2421746,0.261709,0.2,0.3721038,0.3824081,0.34,0.6024455,1.098819,0.415,0.4889097,0.6493155,0.443,0.2868518,0.3897254,0.344,0.9703496,0.6105322,0.252,0.9346462,0.7097453,0.241,0.2448681,0.2999477,0.158,0.4429002,0.3843608,0.247,0.2321604,0.1625939,0.39,1.150771,1.372703,0.256,1.081278,1.85421,0.929,0.292068,0.3466567,0.213,0.5460244,0.8178086,0.598,0.8927773,0.4423281,0.277,0.1920677,0.2893873,0.161,0.3134447,0.358282,0.172,0.4905795,0.776808,0.19,0.7119372,0.6483228,0.576,0.4385854,0.403488,0.245,0.1575706,0.1876627,0.303,0.6119303,0.657565,0.23,0.2032119,0.329347,0.157,0.08574581,0.2725327,0.201,0.427189,0.4473383,0.116,0.2288198,0.180031,0.172,0.1959017,0.1822239,0.133,0.1899109,0.1747433,0.0682,0.1951512,0.1573033,0.0763,0.1216749,0.1453521,0.0831,0.2002337,0.2031263,0.137,0.4107361,0.3530042,0.16,0.2587346,0.2821176,0.172,0.2845146,0.2020503,0.147,0.3763403,0.4598451,0.433,0.4711621,0.3953038,0.393,0.7615219,0.7331342,0.79,1.125401,0.9585534,1.26,0.4976087,0.4726531,0.784,0.6984875,0.8194946,,0.6336581,0.4379816,0.419,0.6880695,0.6118978,0.261,2.915423,2.764432,1.68,0.3489142,0.5300823,0.6,0.7344977,0.6382031,1.4,0.487478,0.4104783,0.402,0.2446313,0.1745272,0.135,1.204074,1.190921,2.32,0.495217,0.6377361,0.201,0.3005249,0.5876275,0.205,1.583705,0.8972007,0.697,0.5706165,0.7474506,,0.9661071,1.412513,0.8,0.7612502,0.7148315,0.823,0.2158797,0.2644533,0.273,0.9536279,1.200477,2.02,1.260885,1.042685,1.11,0.8751343,1.368276,1.46,3.280705,1.855846,2.76,0.3907135,0.5414377,0.443,0.365955,0.4212308,0.159
0.14,0.2749307,0.2271946,0.169,0.06900151,0.1407449,0.068,0.1709012,0.2473164,0.221,0.6257534,0.5697708,1.38,1.069952,1.11279,0.861,0.96244,1.085355,0.809,0.4373319,0.7125331,0.335,0.2015057,0.4627589,0.172,0.7900171,0.9045094,1.07,0.7277572,1.154688,0.621,0.9998601,0.7133725,0.482,0.2425087,0.1907927,0.107,0.6444627,0.6856488,0.398,0.5619609,0.4128427,0.334,0.4332106,0.7631989,1.35,0.7629105,1.97094,1.63,0.5148456,0.6242157,0.277,0.3190611,0.3123117,0.285,1.447801,0.898641,0.436,0.6873599,0.3801871,0.299,0.4959732,0.274058,0.458,0.8206023,0.6680868,0.29,0.540263,0.3096601,0.244,0.2484026,0.2642525,0.185,0.4422098,0.3603515,0.362,0.5604495,1.153279,0.325,0.4492825,0.6523306,0.52,0.3059579,0.4166793,0.389,0.9693664,0.7766933,0.245,0.843839,0.7861925,0.273,0.2602836,0.2785356,0.176,0.456131,0.4440396,0.27,0.2554038,0.1437613,0.375,1.241235,1.404909,0.227,1.063577,1.873125,0.975,0.3962429,0.4389571,0.237,0.5640799,0.9688758,0.637,0.8459341,0.4535433,0.266,0.2316665,0.319283,0.155,0.3165217,0.3718471,0.153,0.4525172,0.6663433,0.196,0.8881137,0.5357345,0.565,0.3949375,0.3473861,0.236,0.1598009,0.1929384,0.393,0.7022335,0.8288282,0.266,0.1875876,0.3317843,0.157,0.110379,0.306783,0.168,0.3858783,0.4866525,0.103,0.2424036,0.2134853,0.153,0.1954375,0.1922496,0.136,0.1943802,0.2052049,0.079,0.1960444,0.1444502,0.0781,0.124707,0.1524477,0.0999,0.2034674,0.1984159,0.17,0.3721345,0.3602953,0.146,0.258192,0.2513787,0.217,0.3092908,0.1928517,0.188,0.3806051,0.4602174,0.465,0.4143605,0.3903241,0.417,0.6904913,0.7795588,0.741,1.220552,1.030977,1.31,0.5354379,0.4540756,0.753,0.7231416,0.8682038,,0.7087777,0.4692777,0.436,0.777836,0.656826,0.254,2.26086,2.993385,1.49,0.3489675,0.531729,0.621,0.6413873,0.6605695,1.18,0.3868963,0.4803561,0.382,0.2445633,0.1706693,0.133,1.241363,1.257967,2.69,0.6582521,0.7122143,0.196,0.3324271,0.5353926,0.228,1.390517,0.8513995,0.61,0.6748016,0.6737518,,1.073644,1.34071,0.826,0.7574714,0.7589835,0.73,0.2546723,0.2732433,0.282,0.8286371,1.188676,1.71,1.268517,1.280667,1.21,0.8700445,1.389333,1.38,3.162113,2.025627,2.96,0.4483077,0.533077,0.387,0.356314,0.3738146,0.167
0.15,0.2732846,0.2678483,0.163,0.07895771,0.1684063,0.0736,0.1554885,0.3065338,0.254,0.6055728,0.4659847,1.64,1.175495,1.045462,0.872,0.9730168,1.059781,0.787,0.4386152,0.6618714,0.275,0.1899075,0.4279262,0.152,0.97257,0.8380005,1.01,0.6915286,0.8738173,0.67,1.000858,0.6702516,0.536,0.2361491,0.2469836,0.125,0.6401033,0.6827196,0.473,0.5875833,0.420192,0.287,0.4794393,0.8429464,1.27,0.7564887,1.819669,1.82,0.4988129,0.7430782,0.296,0.4061889,0.3548604,0.295,1.477092,0.829188,0.444,0.5990387,0.426286,0.326,0.3990623,0.2974639,0.574,0.7907058,0.7427727,0.256,0.4668102,0.3911557,0.264,0.2668902,0.3058426,0.187,0.4203382,0.3354983,0.374,0.6079111,0.9863313,0.247,0.4045689,0.5596747,0.565,0.3504313,0.5159885,0.358,1.043679,0.7644811,0.246,0.9642915,0.8501064,0.288,0.2484497,0.274397,0.158,0.4474459,0.4677991,0.294,0.2464253,0.1242424,0.376,1.279706,1.299757,0.182,1.05162,1.573673,0.911,0.4044586,0.4940925,0.273,0.5538027,1.031549,0.525,0.8645799,0.498163,0.336,0.2520567,0.3618447,0.158,0.3052042,0.4216958,0.146,0.5127299,1.027055,0.192,0.992053,0.5554446,0.5,0.4023943,0.3601004,0.213,0.1780869,0.1683855,0.402,0.6302148,0.7274102,0.225,0.1664505,0.3097936,0.128,0.1027611,0.2562692,0.143,0.4779579,0.67674,0.121,0.2300048,0.2674867,0.141,0.1994518,0.1466743,0.112,0.1488145,0.2047565,0.0751,0.1846307,0.1673498,0.0775,0.1334537,0.1339577,0.0915,0.1790722,0.2050867,0.201,0.3632469,0.4159698,0.138,0.2992246,0.2511473,0.269,0.375228,0.2426328,0.15,0.3512788,0.4481833,0.449,0.4895605,0.3975537,0.383,0.748283,0.7231722,0.701,1.39584,0.92598,1.18,0.5521523,0.4362932,0.63,0.8760025,0.9599431,,0.7388356,0.5573977,0.455,0.8094506,0.7395667,0.3,2.130662,3.441448,1.72,0.3805424,0.5937735,0.434,0.6305977,0.6123602,0.943,0.3775666,0.4782746,0.344,0.2081725,0.152697,0.147,1.345649,1.248129,2.51,0.6505711,0.6698364,0.159,0.2889802,0.4858772,0.219,1.724321,0.8063508,0.498,0.8474316,0.7135462,,0.9172736,1.350243,0.789,0.73894,0.8703948,0.683,0.2966581,0.2926724,0.298,0.752223,1.394371,1.64,1.381971,1.430671,1.02,0.821332,1.303871,1.21,3.140809,1.845295,2.72,0.5098125,0.5150918,0.333,0.320296,0.4157516,0.15
0.16,0.3100211,0.3117576,0.171,0.07442141,0.1485159,0.0784,0.173399,0.3336731,0.249,0.7286559,0.4656199,1.56,1.068427,0.9354413,1.03,0.9731866,1.079733,0.684,0.4657779,0.7003639,0.21,0.2084821,0.4020975,0.121,1.041268,0.9281756,0.786,0.7100494,1.115384,0.717,0.9320115,0.6236865,0.601,0.2660465,0.2895082,0.0989,0.8241194,0.5470939,0.53,0.5438145,0.4138337,0.305,0.5279178,0.8183353,1.61,0.860645,1.665167,1.71,0.4790236,0.8245492,0.266,0.4010051,0.3654928,0.359,1.491729,0.7787772,0.465,0.6678262,0.3643321,0.298,0.4000563,0.3068546,0.494,0.9688744,0.822865,0.298,0.5091308,0.4968614,0.251,0.3140529,0.3654329,0.178,0.5349281,0.473577,0.3,0.7029035,0.9556571,0.227,0.488798,0.4732122,0.511,0.3750596,0.5478011,0.271,1.092311,0.831426,0.201,1.057853,0.9330952,0.288,0.282321,0.3107035,0.158,0.5593471,0.4483128,0.307,0.2733985,0.1453042,0.297,1.169997,1.488407,0.223,1.287679,1.617847,0.744,0.3367511,0.4873402,0.211,0.4588258,0.9397747,0.437,0.9484358,0.4712257,0.324,0.2569032,0.3521881,0.154,0.3395134,0.3568838,0.162,0.5003536,0.9425088,0.175,0.9293363,0.58171,0.522,0.4507604,0.3066209,0.234,0.1819732,0.1564907,0.322,0.5875816,0.9064422,0.16,0.1445741,0.286466,0.169,0.1078265,0.1791909,0.133,0.5996359,0.7130507,0.127,0.2814901,0.2324972,0.138,0.1680143,0.1651202,0.105,0.1765412,0.1622482,0.0636,0.1482188,0.1718247,0.0716,0.137024,0.166183,0.0706,0.2004958,0.20785,0.183,0.4584374,0.359763,0.117,0.2840737,0.2337724,0.326,0.3894154,0.2342465,0.151,0.4012653,0.501025,0.436,0.5837326,0.3843838,0.306,0.8553181,0.8188531,0.565,1.280316,0.9599227,1.34,0.6257164,0.4453085,0.574,0.9637145,0.9534073,,0.8425929,0.6241285,0.527,0.7718257,0.8159924,0.297,2.412822,3.766754,1.82,0.4850322,0.6162131,0.38,0.694026,0.5882022,0.97,0.434567,0.483075,0.411,0.1797383,0.1548933,0.146,1.391755,1.297121,2.34,0.5291981,0.6103628,0.144,0.2862935,0.5892622,0.271,2.042687,0.6616182,0.406,0.9044455,0.8249611,,0.9491506,1.455889,0.604,0.7957794,0.9387804,0.65,0.3979158,0.2956539,0.352,0.7397162,1.281788,1.42,1.452837,1.022287,1.33,0.8299385,1.245854,1.2,2.912479,1.796391,2.49,0.5879626,0.5750598,0.349,0.3057074,0.3652307,0.187
0.17,0.3592453,0.3255667,0.136,0.07090446,0.1334392,0.096,0.1763964,0.3731757,0.262,0.6617615,0.5202004,1.32,1.128603,1.0035,0.989,0.9690986,1.145336,0.725,0.4294016,0.8786415,0.214,0.2110481,0.3903701,0.111,1.090645,1.040602,0.657,0.6837394,1.176082,0.649,1.210877,0.6665921,0.507,0.2944266,0.3247484,0.101,0.8570307,0.5971745,0.39,0.4888172,0.4800078,0.255,0.6165251,0.9054934,1.68,1.03602,1.735283,1.47,0.5394375,0.6039548,0.263,0.4442818,0.3304558,0.327,1.234885,0.6218366,0.368,0.716141,0.3550407,0.207,0.5740556,0.3058218,0.44,1.029396,0.8911356,0.335,0.5272376,0.4748404,0.234,0.3989283,0.5149801,0.188,0.5927176,0.4754241,0.377,0.8025905,1.190793,0.206,0.5843126,0.4468125,0.454,0.3799345,0.6132879,0.232,1.148927,0.824325,0.2,0.9620372,1.035342,0.251,0.2786539,0.2760077,0.167,0.5901366,0.410342,0.324,0.2995554,0.1615301,0.315,1.077254,1.680739,0.269,1.627499,2.173395,0.803,0.3769475,0.4633454,0.163,0.6071404,0.9874655,0.48,1.062739,0.449576,0.271,0.2215757,0.3476374,0.145,0.2857048,0.3436734,0.167,0.5028064,0.8448507,0.175,0.7972586,0.608675,0.476,0.4559523,0.3560164,0.227,0.1969034,0.1408664,0.26,0.6543728,0.9852904,0.15,0.1360333,0.2638107,0.181,0.08662963,0.1416011,0.109,0.713289,0.8660333,0.128,0.254728,0.2215203,0.133,0.1807849,0.2161519,0.0835,0.1522498,0.1772775,0.0695,0.1939886,0.1915008,0.076,0.1230817,0.1827913,0.0665,0.2113306,0.2186334,0.128,0.5045471,0.3125094,0.107,0.2737637,0.2044211,0.326,0.3527003,0.2739814,0.16,0.3765109,0.5214788,0.414,0.6549524,0.3505702,0.267,1.074155,0.6547753,0.508,1.500955,1.010471,1.38,0.6242172,0.4214062,0.618,1.013306,0.9074431,,1.153579,0.6661105,0.591,0.7140797,0.9436708,0.322,2.814525,3.83509,1.71,0.5037465,0.6444587,0.38,0.7068251,0.5742397,1.08,0.4029547,0.4926246,0.408,0.1945963,0.141854,0.176,1.471165,1.04418,2.42,0.416859,0.6344591,0.171,0.2824,0.5278894,0.248,1.861274,0.5819854,0.322,0.8440522,0.9942644,,1.019087,1.154622,0.689,0.9229071,0.8590402,0.629,0.4081192,0.3091436,0.349,0.8349271,1.25692,1.34,1.567712,1.093243,1.15,0.7454897,1.202905,1.25,3.658861,2.169392,2.74,0.6690024,0.8141005,0.348,0.3423571,0.3454881,0.189
0.18,0.2707969,0.2419168,0.123,0.06634779,0.126803,0.0881,0.1831242,0.378354,0.221,0.6161434,0.5800341,1.15,1.274153,1.293289,1.21,1.011006,1.201614,0.816,0.4909846,0.928259,0.189,0.2706212,0.4958233,0.123,1.095557,0.9258153,0.695,0.7257763,1.261352,0.67,1.356746,0.7320914,0.566,0.3334149,0.2964999,0.1,0.9772344,0.5430174,0.398,0.4319474,0.4519,0.251,0.6973661,0.953718,1.23,1.131937,1.752098,1.44,0.5443897,0.5862666,0.258,0.4205603,0.3626426,0.417,1.057998,0.7278063,0.374,0.7264408,0.4927057,0.198,0.5063144,0.2994546,0.354,0.9799304,0.8482754,0.335,0.38871,0.4781976,0.21,0.4561305,0.6505507,0.207,0.6026533,0.5022098,0.41,0.8847392,1.378768,0.218,0.6832029,0.4957812,0.437,0.3803237,0.5921553,0.247,1.247274,0.72337,0.24,0.7389761,0.9938878,0.234,0.2575752,0.230794,0.165,0.5323544,0.4906127,0.294,0.3258729,0.1571492,0.344,1.016236,1.433611,0.311,1.725488,1.861745,0.996,0.3469984,0.477547,0.159,0.773891,0.8694416,0.641,1.105441,0.4937567,0.312,0.1954982,0.3430803,0.138,0.2796191,0.3410567,0.166,0.5358407,0.7328464,0.205,0.7178672,0.6625532,0.541,0.497498,0.3739077,0.225,0.2132985,0.1294335,0.199,0.5208101,0.9031893,0.132,0.136017,0.2147213,0.175,0.07369873,0.1455217,0.0879,0.7525343,0.9291009,0.154,0.21842,0.193634,0.131,0.1519841,0.1949827,0.0638,0.1630244,0.2145306,0.071,0.2090768,0.2025236,0.0747,0.130565,0.2241804,0.0698,0.2198802,0.2179975,0.11,0.6204352,0.3217216,0.114,0.2577971,0.2260553,0.336,0.31083,0.3393305,0.199,0.4178005,0.6081782,0.512,0.7782372,0.3244395,0.234,1.024749,0.6423475,0.454,1.605012,1.254513,1.23,0.5487766,0.3688233,0.667,0.991202,1.132535,,1.407249,0.667459,0.718,0.6851742,1.014984,0.285,2.778821,3.293397,2.02,0.5008799,0.6584377,0.353,0.7017869,0.5364444,1.07,0.4142804,0.4730975,0.39,0.1981808,0.1387692,0.167,1.482077,1.107337,2.4,0.4812863,0.6850093,0.154,0.3214274,0.5683073,0.231,1.958653,0.5746618,0.343,0.8495937,1.15636,,1.019404,1.008137,0.723,1.075321,0.8001178,0.522,0.3681295,0.3890733,0.397,0.9671422,1.300639,1.34,1.622913,1.23804,1.1,0.8412119,1.150284,1.03,3.933664,2.631729,3.06,0.8486119,1.053982,0.312,0.2884815,0.4432405,0.19
0.19,0.2765313,0.1962849,0.166,0.07798521,0.1024266,0.0956,0.1873841,0.3501452,0.198,0.6106318,0.6231199,1.04,1.267046,1.488193,1.48,1.051534,1.164497,0.913,0.5039802,0.8253994,0.18,0.3257256,0.6431927,0.134,1.147531,0.7646517,0.632,0.6791335,1.348171,0.635,1.335951,0.802569,0.602,0.3183368,0.3142861,0.0904,1.040537,0.576427,0.413,0.4197599,0.4277989,0.256,0.6639082,0.911034,0.954,1.093035,1.869242,1.19,0.4534625,0.5625081,0.256,0.4117151,0.3336948,0.454,0.9234402,0.8573418,0.358,0.7276971,0.5002617,0.159,0.4473723,0.3080271,0.3,1.035659,1.002426,0.301,0.4227067,0.4010353,0.23,0.5126024,0.6561678,0.187,0.6047282,0.4987814,0.368,0.7655835,1.125762,0.243,0.7742888,0.5980881,0.405,0.3558728,0.5731047,0.227,1.306146,0.7584787,0.256,0.7891216,1.074031,0.189,0.2588153,0.2198114,0.21,0.5613954,0.6192741,0.262,0.368049,0.1739005,0.365,0.8357685,1.437373,0.293,1.719053,1.878595,0.794,0.3342529,0.5113176,0.183,0.7414279,0.7869592,0.764,1.091733,0.6499515,0.291,0.2196841,0.2999091,0.138,0.2871895,0.2775302,0.203,0.5255162,0.668443,0.171,0.7468053,0.7553996,0.569,0.5353957,0.4085717,0.24,0.2303165,0.1386316,0.165,0.4731623,0.78449,0.149,0.1368201,0.2471208,0.18,0.06852708,0.1513368,0.0885,0.723393,0.8407042,0.165,0.2365836,0.2294533,0.132,0.1558631,0.1624953,0.0636,0.1822129,0.2017331,0.0821,0.1978306,0.1674905,0.0885,0.1555271,0.2120569,0.0751,0.261983,0.228003,0.116,0.6938509,0.376175,0.113,0.2785423,0.1928375,0.346,0.3175669,0.4261297,0.235,0.5391784,0.6401889,0.497,0.8636941,0.448108,0.247,1.036965,0.7240382,0.406,1.299812,1.435431,1.24,0.5680918,0.4627275,0.601,1.068895,1.178714,,1.77854,0.6117003,0.741,0.6770638,1.038037,0.303,2.91247,2.42123,2.05,0.4950837,0.7083349,0.298,0.6569543,0.5251144,0.9,0.4461924,0.5258766,0.412,0.2167337,0.1447512,0.176,1.502539,1.116397,2.27,0.5179687,0.7191298,0.18,0.4413171,0.5766298,0.276,2.44304,0.6330405,0.346,0.8091344,1.11972,,1.142773,0.8661495,0.747,1.097338,0.8441779,0.46,0.3075207,0.4351873,0.472,1.027097,1.47368,1.23,1.605918,1.090687,1.25,0.9572098,1.171591,0.911,3.445697,2.463201,3.44,0.8602524,1.063417,0.359,0.2752721,0.5133505,0.179
