Non-Linear
Intensity #,Name,# Demand Vectors,Modeling Dispersion,SA(T),SA(T1),MAFE
167,Intensity 167,10,0,0.0911292,0.4,0.00213016
168,Intensity 168,10,0,0.0201495,0.4,0.0159955
169,Intensity 169,10,0,0.0389203,0.4,0.00692437
170,Intensity 170,10,0,0.0719301,0.4,0.00299156
171,Intensity 171,10,0,0.0619986,0.4,0.00368515
172,Intensity 172,10,0,0.0959959,0.4,0.00197434
173,Intensity 173,10,0,0.0885933,0.4,0.00221934
174,Intensity 174,10,0,0.0311332,0.4,0.00926135
175,Intensity 175,10,0,0.12186,0.4,0.00138514
176,Intensity 176,10,0,0.0819092,0.4,0.00248553
177,Intensity 177,10,0,0.0707726,0.4,0.00306099
178,Intensity 178,10,0,0.0781315,0.4,0.00265957
179,Intensity 179,10,0,0.126865,0.4,0.00130342
180,Intensity 180,10,0,0.0917855,0.4,0.00210802
181,Intensity 181,10,0,0.029289,0.4,0.0100155
182,Intensity 182,10,0,0.0294691,0.4,0.00993736
183,Intensity 183,10,0,0.0273839,0.4,0.0109108
184,Intensity 184,10,0,0.0613862,0.4,0.00373637
185,Intensity 185,10,0,0.0432494,0.4,0.00602004
186,Intensity 186,10,0,0.0214721,0.4,0.0147919
187,Intensity 187,10,0,0.0782899,0.4,0.00265188
188,Intensity 188,10,0,0.0330082,0.4,0.00858804
189,Intensity 189,10,0,0.0461093,0.4,0.00552512
190,Intensity 190,10,0,0.0337683,0.4,0.00833825
191,Intensity 191,10,0,0.0399033,0.4,0.00669994
192,Intensity 192,10,0,0.0211365,0.4,0.0150822
193,Intensity 193,10,0,0.0273879,0.4,0.0109087
194,Intensity 194,10,0,0.0520927,0.4,0.00468372
195,Intensity 195,10,0,0.10371,0.4,0.0017621
196,Intensity 196,10,0,0.133745,0.4,0.00120292
197,Intensity 197,10,0,0.104396,0.4,0.00174502
198,Intensity 198,10,0,0.105153,0.4,0.00172645
199,Intensity 199,10,0,0.120528,0.4,0.00140825
200,Intensity 200,10,0,0.0206322,0.4,0.0155373
201,Intensity 201,10,0,0.197572,0.4,0.000654194
202,Intensity 202,10,0,0.0675604,0.4,0.00326804
203,Intensity 203,10,0,0.139481,0.4,0.00112816
204,Intensity 204,10,0,0.0656854,0.4,0.00339966
205,Intensity 205,10,0,0.0245731,0.4,0.0125069
206,Intensity 206,10,0,0.0540082,0.4,0.00445821
207,Intensity 207,10,0,0.0168767,0.4,0.0198373
208,Intensity 208,10,0,0.0443606,0.4,0.0058193
209,Intensity 209,10,0,0.0789951,0.4,0.00261808
210,Intensity 210,10,0,0.095041,0.4,0.00200345
211,Intensity 211,10,0,0.0735893,0.4,0.00289641
212,Intensity 212,10,0,0.0552469,0.4,0.00432173
213,Intensity 213,10,0,0.0385003,0.4,0.0070241
214,Intensity 214,10,0,0.0923535,0.4,0.00208915
215,Intensity 215,10,0,0.1532,0.4,0.000976327
