Non-Linear
Intensity #,Name,# Demand Vectors,Modeling Dispersion,SA(T),SA(T1),MAFE
3,Acceleration,6,1,0.03653,0.0365227,0.0365376,0.0364599,0.0365816,0.0365012,0.0365322,0.0365852,0.0365588,0.036608
3,Acceleration,6,2,0.0565228,0.0564339,0.0565528,0.0565718,0.0565063,0.0565807,0.0565018,0.0564797,0.0565572,0.0565327
3,Acceleration,7,1,0.0392968,0.0392336,0.0393152,0.0393006,0.0393054,0.0392805,0.0393184,0.0392556,0.0392896,0.0392378
3,Acceleration,7,2,0.0629477,0.0628368,0.0627552,0.0629406,0.0629897,0.0627874,0.0628348,0.0629481,0.0628578,0.0628745
3,Acceleration,8,1,0.0441844,0.0442349,0.0441727,0.0442108,0.0442072,0.0441613,0.0442636,0.0442577,0.044246,0.0442066
3,Acceleration,8,2,0.06196,0.0619868,0.062043,0.0620545,0.0621067,0.0619975,0.0618768,0.06193,0.0618871,0.0621325
3,Acceleration,9,1,0.041827,0.0418435,0.0418089,0.041914,0.0418456,0.0418787,0.0418585,0.0418975,0.0418853,0.0418684
3,Acceleration,9,2,0.0728883,0.0727775,0.0728572,0.0729281,0.0728873,0.0727316,0.0728243,0.0728431,0.0728003,0.0727584
3,Acceleration,10,1,0.0658523,0.0657621,0.0657579,0.065831,0.0658921,0.0658373,0.0658183,0.0658339,0.065777,0.0658197
3,Acceleration,10,2,0.124483,0.124224,0.124524,0.124518,0.124489,0.124427,0.12442,0.124301,0.124684,0.124603
3,Residual Drift,,,0.000152163,0.000152045,0.000151971,0.000152273,0.000152021,0.000152391,0.000151916,0.000152182,0.000152209,0.000152046
4,Story Drift Ratio,1,1,0.00420704,0.0041947,0.00419908,0.00419383,0.00420325,0.00419485,0.00419796,0.00419635,0.00420051,0.00419823
4,Story Drift Ratio,1,2,0.00351455,0.00352013,0.00351631,0.00352595,0.00352264,0.00351902,0.00352798,0.00352132,0.00351904,0.00352371
4,Story Drift Ratio,2,1,0.00379268,0.00378966,0.00377892,0.0037827,0.00378167,0.00378988,0.00379061,0.00378427,0.00379525,0.00379173
4,Story Drift Ratio,2,2,0.00318258,0.00318141,0.00318851,0.00318206,0.00318283,0.00318628,0.00318554,0.00318281,0.00318546,0.00317953
4,Story Drift Ratio,3,1,0.00371492,0.00371243,0.00371184,0.00371228,0.00371006,0.00371909,0.00371713,0.0037078,0.00371564,0.00371738
4,Story Drift Ratio,3,2,0.00315016,0.00315731,0.00314492,0.00315191,0.00314557,0.00315457,0.003147,0.00315568,0.00315154,0.00315546
4,Story Drift Ratio,4,1,0.00374929,0.00375034,0.00374672,0.00375415,0.00375461,0.00375004,0.00375186,0.00375396,0.00375048,0.00375504
4,Story Drift Ratio,4,2,0.00322086,0.00321671,0.00321475,0.00321311,0.00321704,0.00321922,0.00321806,0.00321654,0.00321341,0.00321115
4,Story Drift Ratio,5,1,0.00351374,0.00351412,0.00351045,0.00351472,0.00351306,0.00351081,0.00351175,0.00350789,0.00351465,0.00350753
4,Story Drift Ratio,5,2,0.00303403,0.00302995,0.00303369,0.00302929,0.00303674,0.00302868,0.00303144,0.00302932,0.00302895,0.00303463
4,Story Drift Ratio,6,1,0.00321211,0.0032115,0.00321571,0.00320594,0.00321204,0.00320783,0.00321058,0.003214,0.0032123,0.00321569
4,Story Drift Ratio,6,2,0.00278284,0.00278184,0.0027808,0.00278119,0.00278526,0.00278608,0.00278372,0.00278228,0.00278132,0.00278302
4,Story Drift Ratio,7,1,0.00308696,0.0030871,0.00308208,0.00308281,0.00308693,0.0030852,0.00308165,0.00308725,0.00308131,0.00308427
4,Story Drift Ratio,7,2,0.00268089,0.00268225,0.00268135,0.00268155,0.00268486,0.00267707,0.00268747,0.00268191,0.00268302,0.00268605
4,Story Drift Ratio,8,1,0.00287587,0.0028743,0.00287541,0.00287685,0.00287651,0.00287508,0.0028788,0.00287856,0.00287892,0.00287139
4,Story Drift Ratio,8,2,0.0025008,0.0025038,0.00250267,0.00250382,0.00250154,0.0025045,0.00250119,0.00250299,0.00250904,0.00250373
