Non-Linear
Intensity #,Name,# Demand Vectors,Modeling Dispersion,SA(T),SA(T1),MAFE
1,Intensity 1,22,0,0.01,0.4,0.047582
2,Intensity 2,22,0,0.1,0.4,0.00249552
3,Intensity 3,22,0,0.2,0.4,0.000872671
4,Intensity 4,22,0,0.3,0.4,0.000452331
5,Intensity 5,22,0,0.4,0.4,0.000277948
6,Intensity 6,22,0,0.5,0.4,0.000188132
7,Intensity 7,22,0,0.6,0.4,0.000135604
8,Intensity 8,22,0,0.7,0.4,0.000102179
9,Intensity 9,22,0,0.8,0.4,7.95856e-05
10,Intensity 10,22,0,0.9,0.4,6.36032e-05
11,Intensity 11,22,0,1,0.4,5.18881e-05
12,Intensity 12,22,0,1.1,0.4,4.30515e-05
13,Intensity 13,22,0,1.2,0.4,3.62275e-05
14,Intensity 14,22,0,1.5,0.4,2.30487e-05
15,Intensity 15,22,0,2,0.4,1.25951e-05
16,Intensity 16,22,0,3,0.4,5.14541e-06
17,Intensity 17,22,0,4,0.4,2.63745e-06
18,Intensity 18,22,0,5,0.4,1.53907e-06

Intensity #,Demand Type,Floor,Dir,EQ1,EQ2,EQ3,EQ4,EQ5,EQ6,EQ7,EQ8,EQ9,EQ10,EQ11,EQ12,EQ13,EQ14,EQ15,EQ16,EQ17,EQ18,EQ19,EQ20,EQ21,EQ22
3,Story Drift Ratio,2,2,0.00292605,0.00399666,0.0035827,0.00238865,0.00341698,0.00317224,0.00314075,0.00507259,0.00462184,0.00254645,0.00336531,0.00250503,0.00382799,0.00332617,0.00462109,0.00418862,0.00407226,0.00541358,0.00325379,0.00386065,0.00365052,0.00380431
3,Story Drift Ratio,3,1,0.00621331,0.00541815,0.00310605,0.00462323,0.00333212,0.00464962,0.0055227,0.00304277,0.00306942,0.00582967,0.00381034,0.00373204,0.00453118,0.0055598,0.00313626,0.00362626,0.00313338,0.00330864,0.0038681,0.00275907,0.00251246,0.00608597
3,Story Drift Ratio,3,2,0.00343746,0.00461073,0.00438263,0.00297175,0.0039652,0.00371218,0.00370699,0.00588163,0.00531052,0.00307821,0.00396852,0.00293354,0.00469513,0.00379331,0.00536926,0.00512511,0.00502692,0.0060826,0.00380095,0.00474269,0.0043963,0.00436671
3,Story Drift Ratio,4,1,0.00562064,0.00488942,0.00326367,0.00440917,0.0035252,0.00440685,0.00515743,0.00307982,0.00324903,0.00539064,0.00401985,0.0038882,0.00443625,0.00519784,0.00337744,0.00376329,0.00329896,0.00357787,0.00405026,0.00296482,0.00280147,0.00563367
3,Story Drift Ratio,4,2,0.00361634,0.00449076,0.00433488,0.00325595,0.00410685,0.00387113,0.00390247,0.00546856,0.00482468,0.00329851,0.00416819,0.00310259,0.00438289,0.00397625,0.00491735,0.00483162,0.00467437,0.00555506,0.00400488,0.00452503,0.00443012,0.00405321
3,Story Drift Ratio,5,1,0.00476391,0.00455083,0.00316609,0.00421284,0.00351428,0.00421018,0.00451837,0.00295092,0.00320111,0.00467491,0.00391742,0.00375109,0.00425108,0.00465093,0.00333174,0.00361001,0.00320717,0.0035549,0.00395764,0.00291311,0.00288157,0.00475508
3,Story Drift Ratio,5,2,0.00349946,0.00427379,0.00417001,0.00325615,0.00392961,0.00373425,0.00377359,0.00473806,0.00437536,0.00323072,0.00403832,0.00303593,0.00416837,0.00384064,0.00449018,0.00440921,0.00434052,0.00478141,0.00394606,0.00435718,0.00427576,0.00393009
3,Story Drift Ratio,6,1,0.00486626,0.00462326,0.00314117,0.00415237,0.00359062,0.00414729,0.00446132,0.00309285,0.00322983,0.00462282,0.00391199,0.00371299,0.00420314,0.00463133,0.00332707,0.00355284,0.00319388,0.00360694,0.00397447,0.00290092,0.0030299,0.00471274
3,Story Drift Ratio,6,2,0.0034666,0.00413988,0.00411669,0.00333205,0.00385539,0.00369255,0.00373511,0.00467955,0.00430884,0.00322817,0.00401586,0.00302169,0.00410629,0.00378946,0.0044157,0.00438207,0.00434539,0.00472753,0.00395178,0.00428857,0.00425832,0.00399512
3,Story Drift Ratio,7,1,0.00468557,0.00450492,0.00300209,0.00393689,0.00351036,0.00393392,0.00434713,0.00307873,0.00310907,0.00444163,0.00376307,0.00353875,0.00402722,0.00449663,0.00321347,0.00335782,0.00305548,0.00353,0.00383687,0.00288952,0.00303317,0.0044941
3,Story Drift Ratio,7,2,0.00330213,0.0038621,0.00390938,0.00328626,0.00364912,0.00351768,0.00355827,0.00445482,0.00406261,0.00309989,0.00387095,0.00303856,0.00388685,0.00359318,0.00417923,0.0041803,0.00412121,0.00452728,0.00389698,0.00404066,0.00409508,0.0039153
3,Story Drift Ratio,8,1,0.00449361,0.00478067,0.00294366,0.00375628,0.00357813,0.00377814,0.00427939,0.00309735,0.00299045,0.0043585,0.00370045,0.00356682,0.00401224,0.00457499,0.00316017,0.00320183,0.00294291,0.00363895,0.00377329,0.00286095,0.00302848,0.00431994
3,Story Drift Ratio,8,2,0.00316704,0.00411884,0.0037952,0.00332596,0.00347854,0.00337829,0.0035997,0.00435186,0.00390265,0.0029831,0.00385897,0.00309318,0.00371203,0.00343218,0.00399228,0.0040454,0.00391272,0.00439753,0.00395676,0.00381023,0.00404265,0.0041135
3,Story Drift Ratio,9,1,0.00481672,0.00534076,0.00261109,0.00321093,0.00354511,0.00326823,0.00391726,0.00286753,0.00259653,0.00421983,0.0034086,0.00347392,0.00390843,0.00460063,0.00296069,0.00272139,0.00249347,0.0036977,0.00352272,0.00249943,0.0027318,0.00451043
3,Story Drift Ratio,9,2,0.00267054,0.00419831,0.00348255,0.00313967,0.00296033,0.00290556,0.00373884,0.0040371,0.00406454,0.00256417,0.00371666,0.0028993,0.0034701,0.00309163,0.00339919,0.00364451,0.00358566,0.00401189,0.00384357,0.00329503,0.00377755,0.00427377
3,Acceleration,1,1,0.578196,0.973431,0.206905,0.357681,0.282657,0.632537,0.707739,0.664966,0.433832,0.278587,0.237915,0.328346,0.579725,0.307425,0.68006,0.207796,0.199373,0.711838,0.490381,0.401126,0.253546,0.572819
3,Acceleration,1,2,0.501443,0.857103,0.306984,0.368091,0.206104,0.381106,0.605527,0.437784,0.637695,0.172897,0.26182,0.383681,0.557042,0.318828,0.434411,0.24262,0.233581,0.762613,0.534451,0.387331,0.313451,0.815826
3,Acceleration,2,1,0.546837,0.751004,0.17873,0.279601,0.346483,0.491328,0.885493,0.63639,0.380533,0.540822,0.313989,0.413295,0.650927,0.601383,0.64633,0.1877,0.162674,0.770688,0.411312,0.316518,0.184912,0.888806
3,Acceleration,2,2,0.361758,1.21876,0.269042,0.355768,0.230217,0.334945,0.556137,0.592795,1.41193,0.157095,0.444381,0.427693,0.531619,0.373947,0.388126,0.333141,0.259352,1.03848,0.442892,0.422906,0.314303,1.02412
3,Acceleration,3,1,0.467922,0.657573,0.189557,0.293638,0.327957,0.479851,1.29121,0.497942,0.37024,0.461118,0.290429,0.373558,0.811152,0.600081,0.409268,0.210876,0.137939,0.702086,0.317822,0.253223,0.163032,0.874988
3,Acceleration,3,2,0.343113,1.34543,0.23596,0.227457,0.211024,0.29659,0.488301,0.573672,2.2041,0.162129,0.424808,0.321017,0.580058,0.399092,0.366879,0.35236,0.254872,1.84128,0.411304,0.447611,0.425725,1.02195
3,Acceleration,4,1,0.476024,0.759352,0.220815,0.31804,0.310249,0.514449,0.826798,0.574078,0.347244,0.501405,0.261034,0.332564,0.614919,0.401581,0.319098,0.206902,0.16284,0.649983,0.300673,0.210262,0.158264,0.628336
3,Acceleration,4,2,0.286746,1.10615,0.253909,0.225428,0.259907,0.335495,0.450773,0.469091,1.55847,0.164458,0.348092,0.29464,0.464504,0.40707,0.339604,0.424976,0.374234,0.690662,0.386767,0.44976,0.38022,0.928488
3,Acceleration,5,1,0.532727,0.665911,0.213212,0.34008,0.347557,0.403602,0.628499,0.499482,0.289496,0.494706,0.301899,0.393375,0.662384,0.369505,0.295277,0.176099,0.178316,0.602638,0.365028,0.175726,0.18265,0.608956
3,Acceleration,5,2,0.246576,0.987836,0.233983,0.21024,0.295232,0.354126,0.452819,0.539175,1.03654,0.18253,0.386538,0.282321,0.424842,0.409978,0.352127,0.379497,0.321978,0.65316,0.401144,0.388251,0.352133,0.778076
3,Acceleration,6,1,0.697308,0.808059,0.193222,0.375794,0.314464,0.335647,0.605989,0.370518,0.251477,0.496735,0.345959,0.302023,0.496548,0.435394,0.297948,0.172554,0.19458,0.621845,0.323521,0.169486,0.195102,0.517359
3,Acceleration,6,2,0.252759,0.707157,0.281228,0.247426,0.295383,0.36489,0.455987,0.45219,0.73345,0.199027,0.411519,0.268915,0.378475,0.374856,0.367577,0.379997,0.316823,0.579824,0.475807,0.418483,0.355233,0.650807
3,Acceleration,7,1,0.795592,0.804918,0.223962,0.445383,0.385235,0.403751,0.736089,0.302131,0.25113,0.55462,0.361286,0.330193,0.433281,0.531385,0.310175,0.201688,0.215959,0.433209,0.361482,0.23127,0.219558,0.651228
3,Acceleration,7,2,0.266733,0.700944,0.394482,0.283374,0.30764,0.391165,0.491991,0.603946,0.881464,0.238883,0.431576,0.273343,0.400704,0.35715,0.348849,0.449329,0.452293,0.461434,0.484966,0.538539,0.396851,0.71517
3,Acceleration,8,1,0.970984,0.882821,0.336326,0.489192,0.481367,0.437916,0.735842,0.395516,0.340729,0.74567,0.545323,0.479105,0.657363,0.748593,0.417084,0.22006,0.276178,0.502561,0.571631,0.323444,0.342201,1.02015
3,Acceleration,8,2,0.428928,0.666521,0.595035,0.416272,0.373392,0.373356,0.533557,0.746576,0.986337,0.33216,0.555275,0.365146,0.460646,0.453031,0.474705,0.643211,0.676256,0.554398,0.554452,0.53815,0.58779,0.74707
3,Acceleration,9,1,1.1962,1.11205,0.368131,0.505387,0.574995,0.473594,0.812129,0.44997,0.41276,0.976478,0.648187,0.621306,0.851814,1.11695,0.482734,0.25435,0.311241,0.606865,0.708321,0.372986,0.400442,1.15911
3,Acceleration,9,2,0.347579,0.724608,0.698033,0.504652,0.347486,0.440238,0.74357,0.824856,0.811306,0.385176,0.729726,0.440413,0.624384,0.506164,0.542828,0.713559,0.768738,0.828551,0.767182,0.581219,0.753418,0.828001
3,Acceleration,10,1,1.38227,1.82071,0.41686,0.646926,0.810691,0.624975,1.02693,0.530607,0.407548,1.0265,0.623717,0.770003,0.974162,1.39506,0.547133,0.298686,0.328518,0.93279,0.727683,0.420872,0.438471,1.28726
3,Acceleration,10,2,0.379884,1.12963,0.706425,0.634074,0.401959,0.560757,0.86092,0.891612,1.04156,0.370948,0.885964,0.554286,0.802388,0.565786,0.707905,0.726438,0.728932,1.14298,0.863305,0.616714,0.803462,1.16053
3,Residual Drift,,,5.68945e-05,2.70224e-05,6.30523e-05,6.69665e-05,5.51266e-05,0.000174777,5.90875e-05,0.00010497,0.000158857,0.000152543,4.2229e-05,3.90633e-05,0.000120716,6.91137e-05,5.94341e-05,0.000119299,4.5363e-05,3.51431e-05,7.14485e-05,9.10916e-05,6.1274e-05,0.000113023
4,Story Drift Ratio,1,1,0.0050283,0.0036936,0.00254097,0.00330456,0.00302955,0.00330812,0.00413769,0.00287563,0.00259082,0.00461991,0.00320953,0.00311179,0.00355081,0.00451364,0.00290443,0.00306329,0.00247786,0.00301951,0.0033858,0.00232744,0.00233434,0.0049699
4,Story Drift Ratio,1,2,0.00294112,0.0041167,0.00330855,0.00252811,0.00313039,0.00323044,0.00309742,0.00428205,0.00402172,0.00262066,0.0031467,0.0025439,0.00352846,0.00322712,0.00454824,0.00354894,0.00363396,0.00486861,0.0032953,0.00353274,0.0033948,0.00365635
4,Story Drift Ratio,2,1,0.00688849,0.00597441,0.00330707,0.00519544,0.00384043,0.00519014,0.00616539,0.00366441,0.00340187,0.0066171,0.00459751,0.00417675,0.00563069,0.00667921,0.00375808,0.00444552,0.00330234,0.00425982,0.00508902,0.00306121,0.00312634,0.00680255
4,Story Drift Ratio,2,2,0.00378727,0.00575829,0.00530253,0.00334911,0.00429418,0.00464324,0.00425281,0.00629186,0.00605301,0.00347099,0.00480987,0.00328263,0.00552745,0.00450546,0.00649827,0.00564037,0.00570926,0.00687827,0.0052317,0.0054267,0.0051948,0.0054532
4,Story Drift Ratio,3,1,0.00740793,0.00659285,0.00382399,0.00597079,0.00471019,0.00590016,0.00674809,0.00429583,0.00394527,0.00720217,0.00551766,0.005128,0.00633681,0.0073854,0.00451212,0.00520644,0.00383606,0.00498683,0.00575943,0.00356559,0.00370639,0.00734387
4,Story Drift Ratio,3,2,0.0045581,0.00636641,0.00606944,0.00395932,0.00513559,0.00554928,0.00517863,0.0069162,0.00670688,0.00407033,0.00568633,0.00376764,0.00616056,0.00517023,0.00714342,0.00631384,0.00637792,0.00759915,0.00581444,0.00614388,0.00602137,0.00600475
4,Story Drift Ratio,4,1,0.0069393,0.00604743,0.00397413,0.00551543,0.00437759,0.00545441,0.00611276,0.00414513,0.00406882,0.00660866,0.00514807,0.00479295,0.00581375,0.00688449,0.00439915,0.004795,0.00403285,0.00461086,0.0052616,0.00370198,0.00395615,0.00680503
4,Story Drift Ratio,4,2,0.00448282,0.00581339,0.0056082,0.0041537,0.00483747,0.00510817,0.00486364,0.00637121,0.00620382,0.00426672,0.00534088,0.00388859,0.00562278,0.00479634,0.00668737,0.00582231,0.00586593,0.00718961,0.00539445,0.00558711,0.00563581,0.00550589
4,Story Drift Ratio,5,1,0.00575968,0.00505955,0.00381968,0.00469555,0.00416392,0.00466442,0.00499058,0.00391448,0.00396611,0.00525028,0.0045934,0.00446516,0.00489542,0.00563059,0.0041882,0.00439873,0.00390674,0.00445704,0.00461255,0.00360921,0.00388737,0.00540442
4,Story Drift Ratio,5,2,0.00428419,0.00478287,0.00470898,0.0040504,0.00448998,0.00459641,0.00442808,0.00519383,0.00498723,0.00411832,0.004666,0.0037538,0.00472879,0.00444536,0.00536378,0.00482149,0.0048276,0.00589934,0.00475367,0.00483449,0.00484028,0.00488869
4,Story Drift Ratio,6,1,0.00547419,0.00520716,0.00375941,0.00467745,0.0041749,0.00465183,0.00495283,0.00383499,0.00394782,0.00512733,0.00456313,0.00440788,0.00487926,0.00550612,0.00413297,0.00434973,0.00388257,0.00449158,0.00461715,0.00358483,0.00393591,0.00512674
4,Story Drift Ratio,6,2,0.0042032,0.00483472,0.00470634,0.00405395,0.0044163,0.00455096,0.00441605,0.00513781,0.00498671,0.00406411,0.00468178,0.00369586,0.00471747,0.00436557,0.00520394,0.00483488,0.0048558,0.005686,0.00478039,0.00476599,0.00482574,0.0049724
4,Story Drift Ratio,7,1,0.00528266,0.00524759,0.00356444,0.00447868,0.00405784,0.00442832,0.00486018,0.00368604,0.00373874,0.00493848,0.00440116,0.00424706,0.00475617,0.00545319,0.0039447,0.00411055,0.00370868,0.00433697,0.00448898,0.00339342,0.00382536,0.00480447
4,Story Drift Ratio,7,2,0.00395938,0.00473727,0.00453241,0.00397651,0.00415599,0.00433184,0.00423379,0.00491003,0.00477655,0.00386013,0.00457399,0.00359032,0.00451684,0.00411983,0.00496701,0.00466645,0.00463234,0.0055563,0.00462947,0.00448762,0.00468323,0.0048682
4,Story Drift Ratio,8,1,0.00543456,0.0058634,0.00348971,0.00429757,0.0039847,0.00422005,0.00495619,0.00366854,0.00354941,0.00491916,0.00434587,0.00438375,0.00482796,0.00557149,0.00393489,0.00390402,0.00354843,0.00449484,0.00446625,0.00332622,0.0037767,0.00498969
4,Story Drift Ratio,8,2,0.00376446,0.00509821,0.00446867,0.00410935,0.00393215,0.00415055,0.00430181,0.00478975,0.00480123,0.00368784,0.0046812,0.00363474,0.00433163,0.00389266,0.00473488,0.00457765,0.00457785,0.00550523,0.00476683,0.00424774,0.00468832,0.00517297
4,Story Drift Ratio,9,1,0.00670878,0.00763321,0.00316582,0.00409746,0.00415252,0.00393865,0.00490048,0.00357109,0.00326062,0.00510677,0.00427481,0.00451343,0.00510486,0.00599455,0.00398074,0.00332626,0.00301105,0.00462906,0.00447555,0.00292851,0.00351044,0.0060176
4,Story Drift Ratio,9,2,0.00320655,0.00545016,0.00435555,0.00412086,0.00336274,0.00389465,0.00482288,0.00451742,0.00529268,0.00341112,0.00491447,0.00361747,0.00407272,0.00385987,0.0042109,0.00426335,0.00446326,0.00562792,0.00507408,0.00389029,0.00466825,0.00566684
4,Acceleration,1,1,0.867294,1.46014,0.310358,0.536522,0.423986,0.948806,1.06161,0.997449,0.650747,0.417881,0.356873,0.492519,0.869587,0.461137,1.02009,0.311693,0.29906,1.06776,0.735572,0.60169,0.38032,0.859227
4,Acceleration,1,2,0.752166,1.28566,0.460475,0.552136,0.309155,0.57166,0.908291,0.656675,0.956543,0.259346,0.392729,0.575521,0.835563,0.478241,0.651616,0.36393,0.350371,1.14391,0.801675,0.580997,0.470176,1.22374
4,Acceleration,2,1,1.04563,1.14548,0.350899,0.477115,0.685011,0.921168,1.9963,1.03189,0.61949,0.902739,0.672043,0.792441,0.940386,0.908893,1.08265,0.547648,0.21605,1.13347,0.799058,0.50955,0.312301,1.878
4,Acceleration,2,2,0.707831,1.7312,0.425634,0.641657,0.414948,0.70975,1.14758,1.14707,2.29294,0.252084,0.720955,0.865489,1.12836,0.998522,0.686469,0.789207,0.582979,1.76308,0.796098,0.865522,0.545957,1.5563
4,Acceleration,3,1,1.28086,1.20153,0.297536,0.724278,0.704206,1.43018,2.82347,0.945262,0.622716,0.917644,0.653717,0.936659,1.16874,1.23444,0.709009,0.585312,0.209565,1.38117,0.705161,0.418527,0.282641,3.12177
4,Acceleration,3,2,0.536559,3.58581,0.38415,0.405733,0.408714,0.636836,1.40657,2.09322,4.10679,0.277281,1.12436,0.606887,1.68038,1.15373,0.691437,0.877891,0.656456,3.12532,0.861555,1.03931,0.688807,2.65097
4,Acceleration,4,1,0.886457,1.18671,0.320457,0.533735,0.674165,0.777648,1.69733,0.838715,0.618688,0.751474,0.503449,0.669265,0.919826,0.761522,0.725188,0.362099,0.222037,1.26074,0.788301,0.384444,0.283752,2.4146
4,Acceleration,4,2,0.458068,2.97634,0.41171,0.378706,0.35788,0.56085,0.913457,0.824827,3.29198,0.2412,0.775953,0.548541,0.985469,0.712025,1.0599,0.727448,0.548493,1.83869,0.821171,0.787814,0.544611,2.36226
4,Acceleration,5,1,0.805326,1.22969,0.322951,0.527761,0.503971,0.721129,1.07398,0.710832,0.509381,0.699621,0.549352,0.543463,0.857127,0.669909,0.514996,0.37662,0.255882,1.0345,0.619663,0.329737,0.305138,1.41524
4,Acceleration,5,2,0.409686,1.93346,0.398465,0.324835,0.325586,0.54675,0.858377,0.799948,2.33916,0.279674,0.542072,0.543061,0.762656,0.668872,0.757173,0.485844,0.455728,1.30093,0.79416,0.842814,0.503612,1.68828
4,Acceleration,6,1,0.925731,1.2462,0.260682,0.442651,0.474041,0.564122,1.05843,0.646601,0.423211,0.744321,0.533798,0.500212,0.643537,0.769201,0.548353,0.333707,0.2612,0.741394,0.529524,0.404071,0.317222,0.992509
4,Acceleration,6,2,0.340498,1.51687,0.439217,0.39456,0.372369,0.616136,0.858541,0.687263,1.46255,0.337844,0.654399,0.457255,0.679551,0.64394,0.604066,0.516179,0.456127,0.960737,0.802515,0.560884,0.535925,1.29124
4,Acceleration,7,1,1.25359,1.61401,0.303969,0.58277,0.557552,0.648171,1.12779,0.651813,0.352768,0.889128,0.57868,0.601196,0.706564,0.91842,0.421538,0.317151,0.306385,0.67642,0.587358,0.42362,0.341517,1.11093
4,Acceleration,7,2,0.425338,1.30856,0.553485,0.459671,0.407532,0.671557,0.858154,0.748583,1.26219,0.415082,0.689297,0.460865,0.664568,0.666614,0.678401,0.58948,0.614252,1.13832,0.802866,0.700387,0.607162,1.26822
4,Acceleration,8,1,1.37815,1.78695,0.452156,0.811562,0.56711,0.680584,1.23161,0.656316,0.544881,1.0862,0.739586,0.656593,0.95222,1.17646,0.627798,0.363097,0.434828,0.688925,0.804209,0.444118,0.567087,1.45969
4,Acceleration,8,2,0.621158,1.22604,0.881822,0.563928,0.548163,0.736435,0.818603,0.849315,1.4156,0.547261,0.795399,0.508854,0.906383,0.652053,0.657776,0.830311,0.912355,1.382,0.750146,0.760245,0.826244,1.23054
4,Acceleration,9,1,1.57718,2.03615,0.517645,0.750272,0.71596,0.68821,1.30957,0.680812,0.684386,1.36757,0.957826,0.931718,1.32784,1.86894,0.739435,0.426313,0.498389,0.95669,1.10215,0.536567,0.673167,1.44014
4,Acceleration,9,2,0.617018,1.20942,1.04188,0.808471,0.657533,0.802809,0.954601,1.14451,1.381,0.599862,1.18937,0.614787,0.890113,0.717425,0.933792,0.998402,1.1414,1.67529,1.26967,0.897383,1.13848,1.34537
4,Acceleration,10,1,2.21725,2.77157,0.603467,0.962193,1.08927,1.00067,1.5994,0.827791,0.652177,1.53341,0.99037,1.26288,1.58805,2.2053,1.00288,0.643389,0.502965,1.38288,1.17268,0.531526,0.691413,2.03568
4,Acceleration,10,2,0.606994,2.02947,1.13008,1.05435,0.664995,0.932902,1.38467,1.12259,1.60118,0.713601,1.51521,0.855357,0.987856,1.06421,1.22284,0.997405,1.18352,2.38457,1.64543,0.959356,1.24293,2.0254
4,Residual Drift,,,7.29887e-05,3.79326e-05,8.43999e-05,6.08801e-05,7.32972e-05,0.000185536,7.36301e-05,0.000114873,0.000173285,0.000159547,5.91238e-05,6.71342e-05,0.000121666,6.56927e-05,7.25577e-05,0.000116244,5.87499e-05,4.42041e-05,8.64107e-05,9.95098e-05,7.00622e-05,0.000126398
5,Story Drift Ratio,1,1,0.00600672,0.00495751,0.00297909,0.00408626,0.00333733,0.00405358,0.00519207,0.00332958,0.00307019,0.00562136,0.00390081,0.00362754,0.00461634,0.00552973,0.0034717,0.0036438,0.00297469,0.00378971,0.00420182,0.00276751,0.00303131,0.00597229
5,Story Drift Ratio,1,2,0.00342641,0.00525328,0.00424153,0.00305651,0.00351753,0.00414528,0.00342273,0.00508032,0.00505914,0.0030751,0.00385145,0.00302552,0.00468158,0.00363183,0.00553756,0.00435815,0.00461664,0.00601578,0.00420425,0.0044054,0.0040051,0.00460915
5,Story Drift Ratio,2,1,0.00786815,0.00697516,0.00384413,0.00612517,0.00525584,0.00597692,0.00713305,0.00514846,0.00407194,0.00750896,0.00597871,0.00566333,0.00663408,0.00769512,0.00526151,0.00566021,0.00422149,0.00582636,0.00627205,0.00357846,0.00403053,0.00766991
5,Story Drift Ratio,2,2,0.00518799,0.00677569,0.00630906,0.00440482,0.00543314,0.00624009,0.00545674,0.00699406,0.00708533,0.0045313,0.00604487,0.00413744,0.00658057,0.00565395,0.007663,0.00638208,0.0067398,0.00795702,0.00627538,0.00636978,0.00617179,0.00663316
5,Story Drift Ratio,3,1,0.00838775,0.00769714,0.00469585,0.00686987,0.00590365,0.00647354,0.00764953,0.00572178,0.00499963,0.0079829,0.00662337,0.00635326,0.00725476,0.00836638,0.00587973,0.00626138,0.00525625,0.00642965,0.00694276,0.00417562,0.005051,0.00805806
5,Story Drift Ratio,3,2,0.00586467,0.00730071,0.00696292,0.00519187,0.00608604,0.00693119,0.00620324,0.00757546,0.00770289,0.00548634,0.00676738,0.0046838,0.00716925,0.00622221,0.00843552,0.00697802,0.00747736,0.00869343,0.00684285,0.00701965,0.0069027,0.00724706
5,Story Drift Ratio,4,1,0.00786283,0.00724731,0.00451272,0.00640491,0.00537665,0.00605167,0.00701133,0.00505319,0.00467879,0.00736572,0.00607307,0.00585216,0.00671999,0.00786816,0.00532401,0.0058191,0.00499471,0.005982,0.00641825,0.00424664,0.00482238,0.00738433
5,Story Drift Ratio,4,2,0.00546756,0.00670605,0.0064422,0.00479449,0.00556668,0.00634719,0.00573093,0.00699946,0.00720685,0.00520236,0.00629778,0.00442075,0.00664666,0.00564576,0.00790971,0.00643913,0.00694348,0.00823832,0.00642567,0.00648022,0.0064285,0.00694275
5,Story Drift Ratio,5,1,0.0065504,0.00597653,0.00430249,0.00511684,0.00460217,0.00494273,0.00567756,0.00446418,0.00443013,0.00595139,0.00500057,0.00490366,0.00542919,0.00657283,0.00465495,0.00484856,0.00449697,0.00501048,0.00520384,0.00405391,0.00450709,0.00600732
5,Story Drift Ratio,5,2,0.00478004,0.00550567,0.00513115,0.00452886,0.00479341,0.00514049,0.00477115,0.00568039,0.00593256,0.00461248,0.00511803,0.00419744,0.00537354,0.0047807,0.00650083,0.00516687,0.00552749,0.00696004,0.00527342,0.00526717,0.00525154,0.00585165
5,Story Drift Ratio,6,1,0.0062428,0.00572768,0.00422763,0.00510367,0.00455315,0.00492942,0.00537908,0.00443064,0.00439368,0.00551198,0.0049504,0.00489198,0.0053666,0.00620706,0.00463078,0.00484936,0.00447546,0.00506392,0.0051999,0.0040215,0.00449339,0.0054348
5,Story Drift Ratio,6,2,0.0047411,0.00565333,0.00508651,0.00457667,0.00475983,0.0051264,0.0047781,0.00539793,0.00555097,0.0046074,0.00517751,0.00412796,0.00519057,0.00472646,0.00612467,0.00512573,0.00521699,0.00666422,0.00532042,0.00513784,0.00524652,0.00580952
5,Story Drift Ratio,7,1,0.00582416,0.00598927,0.00399616,0.0048903,0.00435276,0.00469439,0.00532182,0.0042392,0.00414394,0.00534067,0.00480212,0.00478006,0.00525913,0.00586208,0.00450171,0.00464043,0.00426363,0.00497023,0.00505317,0.00385358,0.00433097,0.0054513
5,Story Drift Ratio,7,2,0.00448907,0.00599566,0.00494784,0.00443901,0.00451102,0.00492824,0.00462496,0.00524709,0.00527243,0.0044126,0.0051097,0.00397252,0.00509607,0.00452496,0.00559515,0.00499654,0.00504065,0.00621648,0.00522613,0.00483325,0.00514492,0.00570593
5,Story Drift Ratio,8,1,0.00655114,0.00733533,0.0038756,0.00465816,0.00433969,0.00451362,0.00562904,0.00412529,0.00407778,0.00543824,0.00482975,0.00497353,0.00544497,0.00620422,0.0046242,0.00444929,0.00406255,0.0050718,0.00505892,0.00385213,0.00427522,0.0056029
5,Story Drift Ratio,8,2,0.00428035,0.00693394,0.00491792,0.00462964,0.00429734,0.0047774,0.00501528,0.00523546,0.0059649,0.00430795,0.00529254,0.00399657,0.00519252,0.00449035,0.00555081,0.00498388,0.00503861,0.00657878,0.0055337,0.0046178,0.00523845,0.00671986
5,Story Drift Ratio,9,1,0.00869342,0.00988427,0.00359845,0.00477271,0.00439538,0.0045359,0.00598171,0.0042492,0.00391702,0.00632439,0.00497773,0.00534211,0.00608699,0.00746246,0.00484178,0.00389985,0.00341759,0.00558925,0.00512776,0.00341437,0.00409058,0.00691566
5,Story Drift Ratio,9,2,0.00399254,0.00705859,0.0049774,0.00486296,0.00406228,0.00505583,0.00602239,0.00500181,0.00698159,0.00438823,0.00587795,0.00416143,0.00494747,0.00494029,0.00498872,0.0048087,0.0050139,0.00795122,0.00708057,0.00457741,0.00553834,0.00757446
5,Acceleration,1,1,1.15639,1.94686,0.41381,0.715362,0.565315,1.26508,1.41547,1.32993,0.867664,0.557174,0.475831,0.656692,1.15945,0.614849,1.36012,0.415591,0.398746,1.42368,0.980762,0.802253,0.507094,1.14564
5,Acceleration,1,2,1.00289,1.71421,0.613967,0.736181,0.412207,0.762213,1.21105,0.875567,1.27539,0.345795,0.523638,0.767361,1.11409,0.637654,0.868822,0.48524,0.467161,1.52523,1.0689,0.774663,0.626902,1.63165
5,Acceleration,2,1,1.45361,1.78116,0.583421,0.823114,1.23456,1.52864,2.40587,1.50794,0.849268,1.48563,0.994936,1.21149,1.15462,1.08704,1.28955,0.821034,0.314674,1.52673,0.875782,0.737595,0.545239,2.26993
5,Acceleration,2,2,0.973048,2.45218,0.623668,0.733804,0.993454,1.26172,1.34947,1.75881,3.06484,0.498354,1.33665,1.19286,1.34349,1.11624,1.37778,1.15089,1.09002,2.02623,1.51399,1.41349,0.905086,1.78837
