Non-Linear
Intensity #,Name,# Demand Vectors,Modeling Dispersion,SA(T),SA(T1),MAFE
3,Story Drift Ratio,6,2,0.00222134,0.00222253,0.00221731,0.00221716,0.00221467,0.00222201,0.00222001,0.0022215,0.00222036,0.00222244
3,Story Drift Ratio,7,1,0.00142789,0.00142708,0.00143022,0.0014285,0.00142769,0.00142746,0.00142686,0.00142855,0.00142749,0.00142879
3,Story Drift Ratio,7,2,0.00217369,0.00217402,0.00217421,0.00217308,0.00217559,0.00217601,0.00217086,0.00217424,0.00216788,0.00216885
3,Story Drift Ratio,8,1,0.00146106,0.00146122,0.00146138,0.00145767,0.00145999,0.00145981,0.00146219,0.00146264,0.00145852,0.00146146
3,Story Drift Ratio,8,2,0.0021151,0.00211948,0.00211894,0.00211633,0.0021206,0.00211529,0.00211632,0.00211584,0.00211567,0.00211812
3,Story Drift Ratio,9,1,0.00125101,0.00124994,0.0012494,0.00124928,0.00125091,0.00125031,0.00124949,0.00124678,0.00124929,0.00125132
3,Story Drift Ratio,9,2,0.0017808,0.00177965,0.00178117,0.00178258,0.00177901,0.00178038,0.0017847,0.00178053,0.00177843,0.00178356
3,Acceleration,1,1,0.0907976,0.0909061,0.0910089,0.0910032,0.09079,0.0908798,0.0908184,0.0909313,0.0908372,0.0908604
3,Acceleration,1,2,0.0943136,0.0939979,0.0940766,0.0943219,0.0941828,0.0940224,0.093973,0.0940244,0.0941678,0.0940692
3,Acceleration,2,1,0.082651,0.082636,0.0826446,0.0827302,0.0826963,0.0828419,0.0826303,0.0828186,0.0825711,0.0828745
3,Acceleration,2,2,0.0719292,0.0720689,0.0719382,0.0720051,0.0720888,0.0719587,0.0719888,0.0720703,0.0720165,0.0719803
3,Acceleration,3,1,0.07685,0.0770135,0.0768132,0.0769452,0.0767769,0.0768254,0.0769675,0.0769131,0.0769089,0.0768693
3,Acceleration,3,2,0.0645465,0.0646829,0.0643972,0.0645519,0.0645546,0.0644751,0.0645644,0.0645655,0.0644963,0.0646511
3,Acceleration,4,1,0.0766867,0.0767439,0.0767753,0.0769196,0.0768786,0.0769339,0.0767216,0.076692,0.0767356,0.0766692
3,Acceleration,4,2,0.0664182,0.0663843,0.0664146,0.0664767,0.0663975,0.0665382,0.06642,0.0664341,0.0664567,0.0665017
3,Acceleration,5,1,0.0822243,0.0823611,0.0821814,0.0824719,0.0823697,0.0823172,0.0823782,0.0823703,0.0822769,0.0823501
3,Acceleration,5,2,0.0861256,0.0863814,0.0863858,0.0862578,0.0862415,0.0862893,0.0864644,0.0862873,0.086514,0.0863674
3,Acceleration,6,1,0.0872842,0.0872109,0.0872432,0.0871835,0.0872023,0.0873493,0.0873361,0.0871796,0.0871821,0.0871882
3,Acceleration,6,2,0.106222,0.106262,0.106352,0.106405,0.106299,0.106382,0.1063,0.106501,0.106309,0.106233
3,Acceleration,7,1,0.0855431,0.0855203,0.0855748,0.0855384,0.0853988,0.0856552,0.0854974,0.0855387,0.0854132,0.0855993
3,Acceleration,7,2,0.127176,0.127226,0.127028,0.127075,0.127018,0.127249,0.127222,0.127006,0.127335,0.127285
3,Acceleration,8,1,0.0877422,0.0877023,0.0878618,0.087922,0.0878523,0.0878312,0.0879345,0.0877979,0.0878516,0.0878863
3,Acceleration,8,2,0.157453,0.157112,0.157162,0.157296,0.157359,0.157627,0.157338,0.157299,0.15745,0.15736
3,Acceleration,9,1,0.0784421,0.0784409,0.0784284,0.0783972,0.0783445,0.0782284,0.078331,0.0783615,0.0782907,0.0783515
3,Acceleration,9,2,0.172748,0.172911,0.172849,0.172933,0.172872,0.172806,0.172919,0.172664,0.172867,0.172719
3,Acceleration,10,1,0.09962,0.0994291,0.0994702,0.0994924,0.0994962,0.0995337,0.0993815,0.0995272,0.0995166,0.0997077
3,Acceleration,10,2,0.169823,0.169697,0.16984,0.170054,0.169877,0.169978,0.16968,0.169936,0.169905,0.169781
3,Residual Drift,,,0.000138338,0.000138421,0.000138581,0.000138507,0.000138472,0.000138609,0.00013845,0.000138581,0.000138444,0.000138452
4,Story Drift Ratio,1,1,0.00216688,0.00216721,0.00216758,0.00216755,0.00216422,0.00216697,0.00216943,0.00216686,0.00216642,0.00216845
4,Story Drift Ratio,1,2,0.00203179,0.00203821,0.00203531,0.00203738,0.00203708,0.00203853,0.00203352,0.00203817,0.00203257,0.00203384
4,Story Drift Ratio,2,1,0.00283473,0.00283729,0.00283505,0.00283504,0.00284129,0.00283774,0.00283762,0.00283607,0.00283654,0.00283665
