
 PEER Ground Motion Database, Time Series Search Report -- NGA-West2 -- 2021-03-15


 -- Summary of PEER Ground Motion Database Search Criteria --
Magnitude Min:, -1.0e-06
Magnitude Max:, 99999
Rrup Min (km):, 40.0
Rrup Max (km):, 200.0
Rjb Min (km):, -1.0e-06
Rjb Max (km):, 99999
Vs30 Min (m/sec):, -1.0e-06
Vs30 Max (m/sec):, 99999
D9-95 Min (sec):, -1.0e-06
D9-95 Max (sec):, 99999
Scale Factor Min:, -1.0e-06
Scale Factor Max:, 99999
Period Array:, 
Weight Array:, 
Record Sequence Number:, 
Earthquake Name:, Northridge-01
Station Name:, 
User-Defined Maximum Number of Records:, 
Pulse:, 1
Damping Ratio:, 0.05
Scaling Method:, No Scaling
Suite Average:, Arithmetic
Single-Period-Scaling Period (sec):, 
Component:, SRSS
Fault Type:, All Types


 -- Summary of Metadata of Selected Records --
Result ID, Spectral Ordinate, Record Sequence Number, Mean Squared Error, Scale Factor, Tp-Pulse Period (sec), 5-75% Duration (sec), 5-95% Duration (sec), Arias Intensity (m/sec), Earthquake Name, Year, Station Name, Magnitude, Mechanism, Rjb (km), Rrup (km), Vs30 (m/sec), Lowest Useable Frequency (Hz), Initial-search Scale Factor, Horizontal-1 Acc. Filename, Horizontal-2 Acc. Filename, Vertical Acc. Filename
0.38,0.1186302,0.07569224,0.0261,0.278169,0.2284803,0.108,0.1159068,0.1384786,0.0489,0.1903885,0.2574684,0.0979,0.1214124,0.1386322,0.0596,0.2422471,0.2545331,0.0678,0.2203632,0.3074665,0.068,0.3859869,0.3168451,0.0515,0.3224124,0.3335733,0.0666,0.2303566,0.271397,0.0927,0.2038391,0.1759592,0.0824,0.1728246,0.1762202,0.0909,0.2472743,0.2776883,0.122,0.3140881,0.317944,0.0921,0.5328234,0.6046279,0.108,0.4168802,0.6025942,0.136,0.113561,0.04749451,0.073,0.2258279,0.4003663,0.0754,0.4280412,0.2877718,0.0881,0.3079867,0.3504646,,0.1216544,0.1222376,0.109,0.1640424,0.1520543,0.0854,0.1070063,0.09288036,0.061,0.2345133,0.242711,0.0408,0.1571594,0.2604395,0.0493,0.1354478,0.2949142,0.109,0.4539856,0.4536389,0.118,0.1003052,0.1230539,0.0649,0.1730777,0.2000939,0.0712,0.405721,0.4982014,0.0834,0.3511159,0.3361111,0.122,0.4195831,0.3185035,0.064,0.1420834,0.1538928,0.0575,0.1354084,0.1152221,0.0536,0.07823955,0.1639819,0.0651,0.1215263,0.1349181,0.057,0.5979124,0.2066914,0.0968,0.2116292,0.1679685,0.0714,0.1866013,0.1147747,0.0812,0.1058273,0.1628119,0.0498,0.2539522,0.3174366,0.0645,0.1281912,0.1211109,0.0917,0.1027034,0.1039538,0.0806,0.3549236,0.852338,0.13,0.4018871,0.1726459,0.0751,0.2013296,0.0963757,0.0414,0.1555319,0.1150107,0.11,0.4671313,0.4126801,0.176,0.08042777,0.06660569,0.0399,0.3574407,0.2098778,0.0743,0.1437785,0.101429,0.0597,0.06477323,0.1059039,0.0255,0.1662044,0.2640073,0.086,0.14873,0.2756332,0.0284,0.2748839,0.2939637,0.0984,0.330127,0.2227045,0.0701,0.1997333,0.2164984,0.0982,0.4300463,0.2917754,0.0998,0.1474902,0.3321717,0.051,0.4206411,0.5297967,0.129,0.1475945,0.1236462,0.0436,0.1470097,0.1725187,0.0551,0.09524742,0.08999082,0.0673,0.1380418,0.1777943,0.102,0.1527634,0.09105705,0.0797,0.1945349,0.1059549,0.105,0.1138994,0.0824933,0.0554,0.09835849,0.149385,0.0765
0.4,0.1283767,0.08242955,0.0238,0.2014682,0.2837017,0.0928,0.1171022,0.1368378,0.0516,0.2192951,0.3229219,0.0848,0.1476006,0.1458247,0.0474,0.2962053,0.1918005,0.064,0.236594,0.3338465,0.0785,0.4476867,0.2886951,0.0574,0.2878389,0.3362161,0.0575,0.2514258,0.3396884,0.101,0.1653124,0.17395,0.101,0.1961572,0.2074291,0.0935,0.2200834,0.223864,0.117,0.3126702,0.314858,0.11,0.438755,0.5052054,0.0988,0.4755158,0.5640216,0.118,0.1249218,0.04228972,0.0724,0.2083494,0.458554,0.089,0.3350373,0.2754708,0.0658,0.2780268,0.3489012,,0.09080827,0.1467569,0.0996,0.1702349,0.1516833,0.0833,0.1172029,0.0915596,0.0767,0.205061,0.3086278,0.0387,0.1879278,0.2705674,0.0473,0.1491334,0.3479483,0.112,0.4846314,0.4113835,0.137,0.1187034,0.1351699,0.0503,0.164525,0.1794527,0.0659,0.4587546,0.3988218,0.0776,0.4428708,0.4726853,0.133,0.3958802,0.3619901,0.0595,0.1359159,0.146879,0.0528,0.1379841,0.1053516,0.0504,0.07972348,0.119355,0.0553,0.09660071,0.1459596,0.0528,0.570139,0.2000564,0.117,0.2291493,0.1832679,0.0691,0.1664028,0.1076974,0.0981,0.1268288,0.1762436,0.0581,0.2364945,0.2942382,0.0663,0.1309407,0.09638467,0.0769,0.1096913,0.1371881,0.101,0.3085715,0.7929761,0.142,0.4465728,0.2312235,0.0789,0.1717507,0.1219329,0.0339,0.1725896,0.0977767,0.0962,0.3956223,0.4512006,0.185,0.07729565,0.04433606,0.0386,0.292657,0.1863507,0.0832,0.1798468,0.08789684,0.0755,0.08290341,0.1052996,0.0215,0.1682333,0.2577768,0.0893,0.1630776,0.2934912,0.025,0.3101848,0.2675811,0.114,0.3611833,0.269334,0.0809,0.2088834,0.2239126,0.0911,0.394254,0.3636987,0.098,0.178022,0.2922612,0.0591,0.4151914,0.4647272,0.13,0.1259759,0.105097,0.046,0.1569325,0.1610958,0.0574,0.1056166,0.09872259,0.0632,0.1576124,0.192291,0.0956,0.1393228,0.09346348,0.0828,0.1953309,0.1110828,0.111,0.09521103,0.06975649,0.0514,0.1158358,0.1383337,0.0787
0.42,0.1383652,0.07916271,0.0191,0.1552762,0.2746306,0.081,0.1016881,0.1240963,0.0517,0.226784,0.3437553,0.104,0.1618563,0.180973,0.0505,0.2950727,0.1631901,0.0634,0.3136881,0.3464875,0.0817,0.4645936,0.327404,0.0718,0.3014637,0.2592424,0.0697,0.2463093,0.3326034,0.0941,0.1695088,0.1622059,0.112,0.2300541,0.2510525,0.0887,0.2295622,0.1805137,0.108,0.3176205,0.314043,0.107,0.3977357,0.388741,0.0953,0.4154074,0.4474936,0.114,0.14846,0.04218519,0.0755,0.2205194,0.4861098,0.112,0.2883487,0.3048586,0.0594,0.2627786,0.3420422,,0.09855579,0.1689816,0.0938,0.1553573,0.1359659,0.0711,0.1137464,0.0908818,0.0852,0.2091372,0.3453453,0.0326,0.2034325,0.2905668,0.0494,0.1658027,0.3343146,0.0919,0.3965326,0.483106,0.157,0.1259873,0.1160187,0.0536,0.1909855,0.1611173,0.0663,0.3975971,0.3735294,0.0868,0.5822623,0.5419304,0.117,0.3325852,0.3098961,0.0574,0.1644784,0.1605051,0.0553,0.1434625,0.1100015,0.0496,0.06830519,0.09303752,0.0543,0.0986187,0.1367978,0.0498,0.495331,0.205159,0.134,0.2472089,0.2144017,0.055,0.1419279,0.09605828,0.126,0.1472513,0.1929897,0.0601,0.2403621,0.3198954,0.0701,0.1269026,0.09147228,0.0685,0.1065107,0.1685773,0.102,0.2860108,0.6799175,0.134,0.46874,0.2779808,0.0742,0.132621,0.1578836,0.0309,0.1902723,0.1036502,0.0911,0.4137391,0.4516224,0.199,0.07135766,0.04475576,0.0452,0.3046454,0.1717268,0.0831,0.1621146,0.09825175,0.079,0.1044712,0.1043249,0.022,0.1963423,0.24144,0.0759,0.1842061,0.3174558,0.0248,0.3576837,0.2533492,0.126,0.395254,0.3507768,0.0931,0.2364386,0.2386975,0.0802,0.3019136,0.3956153,0.104,0.1836443,0.244633,0.0555,0.4555111,0.4590023,0.135,0.09399697,0.1164129,0.0396,0.1508789,0.179105,0.0619,0.1081537,0.1119865,0.0769,0.1719685,0.1852409,0.0769,0.119234,0.1042719,0.0802,0.1770184,0.1146927,0.0856,0.0960428,0.05781049,0.0444,0.1355701,0.1366737,0.0806
0.44,0.1164467,0.07255869,0.0194,0.1544872,0.2033205,0.0703,0.1058401,0.1017234,0.0435,0.265617,0.261877,0.0967,0.146551,0.207053,0.0555,0.2717893,0.1727692,0.0646,0.3462954,0.3118152,0.088,0.4498813,0.373544,0.0662,0.3876017,0.2577938,0.0705,0.2351916,0.2796989,0.0909,0.176871,0.2098719,0.0985,0.2530265,0.2593121,0.0752,0.2523786,0.1794752,0.106,0.3063042,0.342035,0.0851,0.3287624,0.3233917,0.071,0.4176314,0.3458225,0.102,0.1619797,0.04813595,0.0803,0.2016415,0.4584282,0.118,0.2434559,0.3085914,0.0446,0.230022,0.2872485,,0.09373127,0.1632559,0.121,0.1494246,0.1204349,0.0504,0.09556019,0.09472568,0.0767,0.2249589,0.2837313,0.03,0.2019256,0.2835858,0.0523,0.2065795,0.3501458,0.0797,0.322845,0.5108325,0.15,0.1205775,0.09614497,0.0544,0.1799094,0.1699041,0.0669,0.2954612,0.3702998,0.0925,0.6376995,0.5628247,0.14,0.270209,0.2596476,0.0595,0.1950827,0.1631019,0.0531,0.1421464,0.1105845,0.0469,0.06295307,0.08189674,0.055,0.08881532,0.1286756,0.0346,0.4828464,0.1939604,0.134,0.2375183,0.2053533,0.0517,0.1653546,0.1217101,0.112,0.1347011,0.2471745,0.0695,0.2000547,0.2683204,0.061,0.1257334,0.08433354,0.0647,0.1213893,0.160677,0.0947,0.3556557,0.5620925,0.151,0.4399415,0.292636,0.0551,0.1057374,0.1539878,0.0228,0.1692784,0.0969907,0.0638,0.4166064,0.3895234,0.177,0.06685542,0.05251507,0.0504,0.3010791,0.1904268,0.0718,0.1186784,0.1010754,0.0546,0.1212973,0.1222959,0.023,0.1908709,0.2020542,0.0675,0.1933697,0.2755674,0.0189,0.3550087,0.2614557,0.137,0.4118194,0.3760297,0.0998,0.2126144,0.22842,0.0951,0.2883127,0.3761168,0.106,0.1768656,0.2436223,0.0452,0.5793831,0.4033366,0.145,0.1034785,0.1295896,0.038,0.1415579,0.1925824,0.0637,0.1042098,0.1292049,0.0683,0.1725518,0.2079256,0.0798,0.1154963,0.1023348,0.078,0.1502592,0.1021382,0.0584,0.09328161,0.06067092,0.0449,0.1120296,0.1283194,0.0907
0.45,0.09750956,0.06750757,0.02,0.1608246,0.1641755,0.0636,0.1089917,0.09233783,0.0426,0.2851545,0.2184459,0.0956,0.1543743,0.2269105,0.0538,0.2322115,0.1675487,0.0608,0.3545302,0.3039044,0.0939,0.4432191,0.3859128,0.0598,0.4124186,0.2890552,0.0684,0.2266904,0.260305,0.0871,0.175997,0.2295322,0.0879,0.2388927,0.2634795,0.0611,0.2489864,0.1730562,0.105,0.2958203,0.3583419,0.076,0.3295656,0.2974956,0.0668,0.409016,0.3540653,0.0955,0.1556745,0.04926564,0.0859,0.2020239,0.4543708,0.114,0.216522,0.2924396,0.0408,0.2105902,0.2762129,,0.0888973,0.1615173,0.131,0.1573343,0.1290116,0.0459,0.09034597,0.09978365,0.0717,0.2305069,0.2544025,0.0331,0.2032842,0.2660815,0.0543,0.2239208,0.3452462,0.0761,0.3334371,0.4823134,0.135,0.1129097,0.09125081,0.0478,0.1632877,0.1611719,0.0672,0.2539328,0.3521518,0.0833,0.6224379,0.5584098,0.153,0.2514102,0.2227025,0.0601,0.1990868,0.1649882,0.0487,0.1482742,0.1095032,0.0459,0.06212706,0.07476179,0.0513,0.08490116,0.1166138,0.0326,0.4754214,0.1821731,0.132,0.2219689,0.1801426,0.051,0.1743849,0.1278549,0.0979,0.1233151,0.2575212,0.0789,0.1904493,0.2409932,0.0533,0.1366783,0.09188648,0.0687,0.1329152,0.1488065,0.0989,0.3894473,0.538561,0.161,0.4121918,0.2850555,0.0478,0.1045409,0.1473195,0.0188,0.1508259,0.08969451,0.0549,0.3876871,0.3445325,0.153,0.06455123,0.05287568,0.0481,0.3060296,0.1892321,0.0649,0.1091899,0.09199239,0.0467,0.121237,0.1288552,0.0212,0.1753167,0.2073099,0.0693,0.1929189,0.2530159,0.0172,0.3241585,0.2511808,0.135,0.3971053,0.3791346,0.0999,0.2042048,0.2209796,0.0958,0.2891971,0.3708434,0.1,0.1658952,0.2396481,0.0432,0.6397685,0.3616195,0.143,0.1050898,0.1244628,0.0356,0.1488269,0.1967607,0.0593,0.09688599,0.1409115,0.0629,0.1620668,0.2119956,0.0796,0.1171568,0.09550761,0.0815,0.1556748,0.0960677,0.0557,0.09275699,0.06637468,0.0499,0.1003379,0.1280309,0.0874
0.46,0.07679798,0.06289317,0.019,0.1624686,0.1494712,0.0544,0.1083724,0.08325715,0.0431,0.2931052,0.2353953,0.0901,0.1515257,0.2503013,0.0508,0.1941336,0.157195,0.058,0.3646651,0.2772106,0.0966,0.4544067,0.388946,0.0513,0.4261221,0.3253261,0.0703,0.2159958,0.2402711,0.0813,0.1616926,0.2391121,0.0791,0.2202341,0.2524869,0.0578,0.2357135,0.162212,0.104,0.2738267,0.3670739,0.0742,0.3528437,0.2818073,0.0671,0.3941782,0.3693912,0.0901,0.1440723,0.05260047,0.0893,0.2134549,0.4417707,0.105,0.1931713,0.2690806,0.0387,0.1993846,0.2809337,,0.08134925,0.1635919,0.134,0.1650301,0.1385063,0.0437,0.09096013,0.1031713,0.0677,0.2381509,0.2403968,0.0379,0.2037607,0.2357989,0.0534,0.2290844,0.3255611,0.071,0.3545797,0.4380948,0.118,0.1085291,0.08051752,0.0402,0.1491116,0.1407706,0.0658,0.234393,0.3310671,0.0707,0.5702025,0.5299574,0.151,0.2444969,0.2010699,0.0596,0.2001719,0.157387,0.0504,0.1426911,0.1141849,0.0445,0.06740214,0.0676557,0.0553,0.08602409,0.1026429,0.0296,0.443737,0.1680181,0.125,0.20008,0.1530779,0.0493,0.1717612,0.1310162,0.098,0.113934,0.2473301,0.082,0.1825363,0.2198708,0.0502,0.1558105,0.09546831,0.0704,0.1324682,0.1257274,0.103,0.4218056,0.5518023,0.166,0.3772984,0.2714154,0.0454,0.1032983,0.1473442,0.0176,0.1348451,0.0870987,0.0531,0.3638908,0.312679,0.131,0.06131857,0.05328106,0.0432,0.3184943,0.1911716,0.0608,0.1057625,0.08820337,0.0417,0.1154006,0.133758,0.0198,0.1710486,0.2240731,0.0709,0.189367,0.2307636,0.0157,0.2853356,0.2385583,0.132,0.3707131,0.366799,0.0968,0.1999573,0.2041799,0.0893,0.280166,0.3539005,0.096,0.153583,0.2328954,0.0394,0.6692615,0.3483887,0.134,0.1068734,0.1095579,0.0351,0.1575657,0.1962993,0.0536,0.08386359,0.1469615,0.0648,0.1529562,0.2000319,0.0804,0.1223887,0.08239423,0.0844,0.1643,0.09586041,0.0558,0.09514542,0.06962393,0.0531,0.09910874,0.1221611,0.0835
0.48,0.06041935,0.05216013,0.0177,0.1855551,0.1390942,0.0533,0.09462405,0.068005,0.0417,0.2513427,0.2394266,0.112,0.1246083,0.2938645,0.05,0.1979068,0.1648736,0.0575,0.3521518,0.2225915,0.0819,0.5005521,0.3724249,0.0378,0.4428086,0.3752617,0.0791,0.2006683,0.2108469,0.0647,0.146827,0.2502337,0.0666,0.2066031,0.2099241,0.0565,0.1899019,0.1871421,0.107,0.2206966,0.3536814,0.0658,0.3558757,0.2477773,0.0688,0.3651397,0.3778159,0.0782,0.1284394,0.05818409,0.0858,0.2436864,0.3913425,0.0761,0.2358139,0.2260091,0.038,0.1735538,0.3008259,,0.07032803,0.1611021,0.121,0.1680377,0.1361715,0.0411,0.09628167,0.110139,0.0617,0.2529431,0.2465183,0.0447,0.2049693,0.1729131,0.0406,0.2111321,0.2682495,0.0678,0.3848729,0.3994748,0.0891,0.1088892,0.06813848,0.0351,0.1281918,0.1181516,0.0641,0.2335403,0.3241971,0.077,0.4340444,0.4402471,0.137,0.2022998,0.1772848,0.0522,0.1934946,0.1349361,0.0545,0.1295667,0.1176843,0.0414,0.07683948,0.06139606,0.0543,0.08198185,0.07731183,0.0259,0.3627027,0.173108,0.101,0.1588609,0.1308937,0.0418,0.161376,0.1343643,0.103,0.09945937,0.1966487,0.073,0.1421412,0.2071927,0.0521,0.1756261,0.09934454,0.0719,0.1184448,0.085682,0.102,0.4706503,0.5603887,0.155,0.3150607,0.2593453,0.0467,0.09198697,0.1377997,0.02,0.1263999,0.0698903,0.0505,0.328519,0.2620668,0.112,0.0544127,0.04941826,0.0346,0.3218407,0.1735994,0.053,0.1009787,0.09863636,0.0368,0.1071874,0.1482724,0.0155,0.1828843,0.2592717,0.0753,0.1991144,0.1749022,0.0147,0.2261792,0.2618439,0.12,0.3272321,0.3098627,0.0874,0.1841912,0.1956791,0.0809,0.2437294,0.3122329,0.0867,0.1456603,0.2385234,0.0322,0.603651,0.3652149,0.121,0.1201317,0.1065547,0.0423,0.1387655,0.1975771,0.0482,0.06163211,0.1217593,0.0726,0.1242646,0.1580527,0.0853,0.1428041,0.0784725,0.0822,0.1477159,0.08998889,0.0544,0.08127832,0.07037586,0.0498,0.1238592,0.09645618,0.0803
0.5,0.05403709,0.04469179,0.0195,0.1924154,0.1263086,0.0495,0.072444,0.05989489,0.0403,0.1891116,0.2303847,0.109,0.09929983,0.2687026,0.0474,0.2118045,0.1846476,0.052,0.2955379,0.1768731,0.0731,0.4603779,0.3438607,0.0345,0.4441211,0.3991815,0.0768,0.1837398,0.1776452,0.0472,0.167377,0.2665495,0.0694,0.221908,0.201896,0.0488,0.2054078,0.1895573,0.103,0.1730265,0.2940176,0.0694,0.3122708,0.2280609,0.0662,0.3335863,0.3246852,0.0666,0.1125171,0.07016999,0.0873,0.2288033,0.3488206,0.0646,0.2631469,0.1876411,0.0336,0.1922459,0.3312396,,0.07224589,0.1491375,0.118,0.1494569,0.1305,0.0387,0.09912521,0.1292286,0.0611,0.2417602,0.2415131,0.0465,0.2040754,0.1371145,0.0374,0.1857736,0.2316908,0.062,0.3693655,0.3921748,0.0713,0.09186128,0.08249883,0.0301,0.1203773,0.1136401,0.0631,0.2208748,0.3166582,0.0788,0.3253998,0.3273853,0.127,0.217948,0.1586241,0.0536,0.1840729,0.1195496,0.0489,0.1311662,0.1169578,0.0366,0.0718191,0.06009111,0.0503,0.0774409,0.06802895,0.0265,0.2845463,0.1718326,0.0765,0.1162934,0.1335834,0.032,0.1615154,0.1213674,0.0947,0.09675647,0.1576934,0.0669,0.1272802,0.1874128,0.0467,0.1517521,0.1232881,0.0733,0.09472917,0.08251297,0.0942,0.4689015,0.5549392,0.131,0.2599408,0.2509707,0.0539,0.09281348,0.1232897,0.0219,0.1395508,0.05502709,0.0479,0.2737871,0.2111271,0.124,0.04788409,0.04463511,0.0343,0.3041668,0.1489442,0.0422,0.09836061,0.1016546,0.0396,0.09760915,0.1242082,0.0152,0.2460182,0.2852706,0.0856,0.2355205,0.1308938,0.013,0.1999011,0.2722356,0.107,0.2902865,0.264612,0.0784,0.2095474,0.2078022,0.0793,0.2235566,0.2676243,0.0762,0.1253528,0.2534747,0.0314,0.4994064,0.3948449,0.118,0.1298585,0.10545,0.0477,0.1346094,0.207219,0.0519,0.06386452,0.12852,0.0673,0.1272785,0.1219971,0.0693,0.148665,0.08093455,0.0715,0.1629155,0.1004415,0.0647,0.07365345,0.06101156,0.0421,0.152213,0.08009575,0.0772
0.55,0.05786063,0.03951597,0.0181,0.26517,0.1465306,0.0368,0.04523301,0.0679493,0.0371,0.159785,0.1965848,0.0766,0.07533978,0.1447231,0.0523,0.1860169,0.1756804,0.0436,0.2315651,0.161512,0.0636,0.3706801,0.2813279,0.0401,0.4744006,0.3436163,0.0896,0.1503199,0.1003817,0.0377,0.1955284,0.2031573,0.0849,0.2510989,0.164659,0.0401,0.2233091,0.1938533,0.0893,0.126661,0.2168525,0.0587,0.3275143,0.2150731,0.0559,0.3256096,0.2376024,0.0597,0.09939054,0.06855847,0.0598,0.1575656,0.2310592,0.0508,0.2337648,0.1685659,0.0349,0.1586386,0.3646688,,0.06018192,0.1389289,0.114,0.1164475,0.1226893,0.043,0.1270308,0.2065746,0.0553,0.191715,0.211224,0.0346,0.2031741,0.09964632,0.0366,0.1572809,0.2456698,0.0685,0.2704006,0.342692,0.0545,0.08651819,0.08315077,0.0271,0.09851474,0.1627757,0.0745,0.2205133,0.2260084,0.0729,0.2521918,0.2065223,0.0812,0.2464965,0.1723615,0.0484,0.1454453,0.1082397,0.0491,0.1187237,0.1053786,0.0359,0.08445835,0.05242467,0.077,0.05126495,0.05719986,0.018,0.290468,0.1358115,0.0632,0.1060315,0.1313027,0.028,0.1277735,0.1472891,0.08,0.08431197,0.1276528,0.0447,0.144066,0.1503837,0.0475,0.1310086,0.1703741,0.07,0.08878405,0.09589899,0.0532,0.306763,0.500007,0.0966,0.2151088,0.2054453,0.0425,0.08418206,0.1361646,0.0132,0.1388321,0.06443987,0.0453,0.2140678,0.1471881,0.12,0.03948277,0.04091243,0.0278,0.374368,0.175211,0.0433,0.06397211,0.08484267,0.0327,0.09738891,0.1405729,0.0131,0.3116097,0.2437356,0.0832,0.2193312,0.12777,0.0132,0.1662419,0.2820651,0.0946,0.1720069,0.2190945,0.0879,0.175084,0.1896805,0.0873,0.2180275,0.2378628,0.0527,0.1666901,0.2230503,0.0436,0.2775599,0.3181127,0.0889,0.1146763,0.1338141,0.0397,0.1473326,0.2235913,0.075,0.09549593,0.1582164,0.0542,0.1710388,0.1247265,0.0615,0.1389241,0.0914995,0.0629,0.2136631,0.1515118,0.0784,0.04576416,0.06001711,0.0264,0.1268308,0.0806708,0.0462
0.6,0.04291315,0.02970996,0.0163,0.2073247,0.1560931,0.0327,0.04415774,0.04988329,0.0402,0.1303233,0.1549459,0.0632,0.06383901,0.1327599,0.0367,0.1614558,0.1637008,0.0398,0.1872883,0.1674323,0.0674,0.211149,0.2596143,0.0451,0.425821,0.229328,0.075,0.1474328,0.08170553,0.0407,0.2324924,0.1847503,0.059,0.2253386,0.1637241,0.0305,0.1575777,0.2098738,0.104,0.1064008,0.132723,0.0566,0.267846,0.2380131,0.0467,0.3875482,0.238939,0.047,0.09457084,0.0471178,0.0513,0.2098058,0.1532963,0.0394,0.2103049,0.1910961,0.0424,0.1781465,0.261456,,0.07873785,0.08344261,0.0995,0.1192573,0.09953247,0.046,0.2001533,0.2337551,0.0403,0.08884449,0.1562324,0.0301,0.1045098,0.09438735,0.039,0.1516367,0.197751,0.0496,0.2540342,0.3213844,0.0452,0.1088486,0.06718515,0.0295,0.0844607,0.1738805,0.0518,0.2651445,0.2127545,0.0556,0.2527615,0.1676809,0.0535,0.2201615,0.1729164,0.0378,0.1314052,0.1265669,0.0392,0.1500536,0.09651176,0.0384,0.07127385,0.05097118,0.0651,0.04695901,0.04683704,0.017,0.262772,0.1303939,0.057,0.07375403,0.1127501,0.0338,0.1196939,0.1554952,0.0699,0.07547826,0.07345617,0.0385,0.1299639,0.1158552,0.0355,0.1258366,0.1265647,0.0802,0.07582536,0.09824359,0.0388,0.2498711,0.4245116,0.1,0.1361835,0.1919324,0.0405,0.1207988,0.1250143,0.0102,0.1079983,0.06415743,0.032,0.1545589,0.1194895,0.0832,0.02935281,0.0314118,0.0325,0.2956177,0.1887038,0.0411,0.07278239,0.08376429,0.0402,0.1175995,0.1407478,0.0132,0.2547502,0.17069,0.0568,0.2385034,0.1663266,0.0129,0.1695884,0.2607073,0.0876,0.2015842,0.1960157,0.0975,0.2222352,0.1482367,0.0673,0.2307958,0.191282,0.0453,0.1525967,0.1551679,0.0402,0.3516024,0.3359125,0.0744,0.09245158,0.09701297,0.0329,0.1352736,0.2142434,0.0775,0.07825621,0.1175611,0.0626,0.136027,0.1467163,0.058,0.1396069,0.08487704,0.0448,0.1998513,0.1341228,0.0825,0.05668555,0.04664524,0.0246,0.1310749,0.103454,0.0428
0.65,0.03460816,0.02790108,0.0156,0.1485261,0.1142489,0.0259,0.03784059,0.05970227,0.034,0.1438585,0.1210915,0.0631,0.06010975,0.1297069,0.0375,0.1474941,0.1408298,0.0405,0.1293958,0.1410016,0.0633,0.1273108,0.2404709,0.0463,0.3783709,0.2212303,0.0763,0.1163158,0.07171745,0.052,0.1947413,0.1830596,0.0579,0.1904871,0.1441219,0.0329,0.1397777,0.2065394,0.106,0.0942376,0.1424652,0.0472,0.2093522,0.1856083,0.0411,0.3329033,0.2823198,0.0537,0.1187818,0.04455497,0.0432,0.1943695,0.1507777,0.0339,0.2080757,0.1782956,0.0287,0.2009135,0.2473021,,0.07149354,0.07108462,0.078,0.1171179,0.1050678,0.0426,0.224136,0.2406459,0.0347,0.09273843,0.1126863,0.0253,0.0999703,0.08081327,0.0337,0.1783901,0.1496353,0.0405,0.2448239,0.2884135,0.049,0.09554778,0.07428594,0.0344,0.09999402,0.1386774,0.0493,0.2923878,0.1911322,0.0484,0.2443222,0.2012718,0.0338,0.2692071,0.1678894,0.0341,0.1419617,0.133235,0.0434,0.1317717,0.09727462,0.0396,0.07645463,0.04767476,0.0496,0.0394166,0.03771475,0.0176,0.2111462,0.174169,0.0508,0.07033861,0.09370358,0.0338,0.1176497,0.1612255,0.0598,0.08074974,0.08857772,0.0389,0.1316431,0.09434871,0.0326,0.09571648,0.09844676,0.0863,0.0743405,0.07134911,0.045,0.2424644,0.3584126,0.0984,0.1618671,0.1489433,0.0355,0.09735882,0.1004242,0.0123,0.1354265,0.08729743,0.033,0.1807201,0.1099954,0.0735,0.02288713,0.02712984,0.0299,0.240254,0.2064849,0.043,0.05747405,0.07573859,0.0284,0.08466717,0.106599,0.0128,0.2453048,0.13725,0.0506,0.2621165,0.208894,0.0163,0.1697776,0.1880017,0.0721,0.2574263,0.2075371,0.0971,0.2328583,0.1451071,0.0724,0.1796225,0.1946858,0.0396,0.1256291,0.1665066,0.0333,0.2891722,0.3351838,0.0827,0.06260812,0.09810319,0.0312,0.1142676,0.2016613,0.0747,0.05058451,0.1097926,0.0483,0.1055128,0.1446981,0.0588,0.1175341,0.06618786,0.0318,0.1748223,0.08417458,0.0772,0.04920612,0.05932681,0.0248,0.1217739,0.09232657,0.0382
