
 PEER Ground Motion Database, Time Series Search Report -- NGA-West2 -- 2021-09-08


 -- Summary of PEER Ground Motion Database Search Criteria --
Magnitude Min:, 7.5
Magnitude Max:, 7.8
Rrup Min (km):, 80.0
Rrup Max (km):, 100.0
Rjb Min (km):, -1.0e-06
Rjb Max (km):, 99999
Vs30 Min (m/sec):, -1.0e-06
Vs30 Max (m/sec):, 99999
D9-95 Min (sec):, -1.0e-06
D9-95 Max (sec):, 99999
Scale Factor Min:, -1.0e-06
Scale Factor Max:, 99999
Period Array:, 
Weight Array:, 
Record Sequence Number:, 
Earthquake Name:, chi-chi
Station Name:, 
User-Defined Maximum Number of Records:, 
Pulse:, 1
Damping Ratio:, 0.05
Scaling Method:, No Scaling
Suite Average:, Arithmetic
Single-Period-Scaling Period (sec):, 
Component:, SRSS
Fault Type:, All Types


 -- Summary of Metadata of Selected Records --
Result ID, Spectral Ordinate, Record Sequence Number, Mean Squared Error, Scale Factor, Tp-Pulse Period (sec), 5-75% Duration (sec), 5-95% Duration (sec), Arias Intensity (m/sec), Earthquake Name, Year, Station Name, Magnitude, Mechanism, Rjb (km), Rrup (km), Vs30 (m/sec), Lowest Useable Frequency (Hz), Initial-search Scale Factor, Horizontal-1 Acc. Filename, Horizontal-2 Acc. Filename, Vertical Acc. Filename
74, SRSS, 1562, -, 1.0, -, 26.5, 44.1, 0.1, "Chi-Chi_ Taiwan", 1999, "TTN006", 7.62, Reverse Oblique, 78.73, 81.23, 283.21, 0.025, 1.0, RSN1562_CHICHI_TTN006-E.AT2, RSN1562_CHICHI_TTN006-N.AT2 , RSN1562_CHICHI_TTN006-V.AT2  
75, SRSS, 1563, -, 1.0, -, 29.3, 41.6, 0.0, "Chi-Chi_ Taiwan", 1999, "TTN007", 7.62, Reverse Oblique, 79.62, 82.1, 282.7, 0.025, 1.0, RSN1563_CHICHI_TTN007-E.AT2, RSN1563_CHICHI_TTN007-N.AT2 , RSN1563_CHICHI_TTN007-V.AT2  
76, SRSS, 1564, -, 1.0, -, 31.3, 42.4, 0.1, "Chi-Chi_ Taiwan", 1999, "TTN008", 7.62, Reverse Oblique, 80.38, 82.83, 292.61, 0.0375, 1.0, RSN1564_CHICHI_TTN008-E.AT2, RSN1564_CHICHI_TTN008-N.AT2 , RSN1564_CHICHI_TTN008-V.AT2  
77, SRSS, 1565, -, 1.0, -, 29.4, 41.4, 0.1, "Chi-Chi_ Taiwan", 1999, "TTN009", 7.62, Reverse Oblique, 81.36, 83.78, 313.96, 0.0375, 1.0, RSN1565_CHICHI_TTN009-E.AT2, RSN1565_CHICHI_TTN009-N.AT2 , RSN1565_CHICHI_TTN009-V.AT2  
78, SRSS, 1566, -, 1.0, -, 25.8, 42.8, 0.1, "Chi-Chi_ Taiwan", 1999, "TTN010", 7.62, Reverse Oblique, 81.46, 83.88, 311.34, 0.0375, 1.0, RSN1566_CHICHI_TTN010-E.AT2, RSN1566_CHICHI_TTN010-N.AT2 , RSN1566_CHICHI_TTN010-V.AT2  
79, SRSS, 1567, -, 1.0, -, 28.3, 43.0, 0.0, "Chi-Chi_ Taiwan", 1999, "TTN012", 7.62, Reverse Oblique, 79.18, 81.66, 288.3, 0.0375, 1.0, RSN1567_CHICHI_TTN012-E.AT2, RSN1567_CHICHI_TTN012-N.AT2 , RSN1567_CHICHI_TTN012-V.AT2  
80, SRSS, 1568, -, 1.0, -, 26.6, 36.8, 0.0, "Chi-Chi_ Taiwan", 1999, "TTN013", 7.62, Reverse Oblique, 78.86, 81.35, 297.76, 0.0375, 1.0, RSN1568_CHICHI_TTN013-E.AT2, RSN1568_CHICHI_TTN013-N.AT2 , RSN1568_CHICHI_TTN013-V.AT2  
81, SRSS, 1570, -, 1.0, -, 28.7, 45.6, 0.0, "Chi-Chi_ Taiwan", 1999, "TTN015", 7.62, Reverse Oblique, 80.88, 83.31, 487.91, 0.0375, 1.0, RSN1570_CHICHI_TTN015-E.AT2, RSN1570_CHICHI_TTN015-N.AT2 , RSN1570_CHICHI_TTN015-V.AT2  
82, SRSS, 1584, -, 1.0, -, 26.8, 41.5, 0.0, "Chi-Chi_ Taiwan", 1999, "TTN036", 7.62, Reverse Oblique, 77.46, 80.0, 538.69, 0.025, 1.0, RSN1584_CHICHI_TTN036-E.AT2, RSN1584_CHICHI_TTN036-N.AT2 , RSN1584_CHICHI_TTN036-V.AT2  
83, SRSS, 1593, -, 1.0, -, 18.7, 32.7, 0.0, "Chi-Chi_ Taiwan", 1999, "TTN050", 7.62, Reverse Oblique, 87.01, 89.28, 573.04, 0.0375, 1.0, RSN1593_CHICHI_TTN050-N.AT2, RSN1593_CHICHI_TTN050-W.AT2 , RSN1593_CHICHI_TTN050-V.AT2  

 These records were obtained from the NGA-West2 On-Line Ground-Motion Database Tool
 These records are UNSCALED, AS RECORDED
 Filename Extension: 
   ,AT2 = Acceleration
   ,VT2 = Velocity
   ,DT2 = Displacement
 The users of the NGA-West2 databases, flatfiles, models and reports are requested to acknowledge the Pacific Earthquake Engineering Research Center (PEER) in their work and publications.

 -- Scaled Spectra used in Search & Scaling --
Period (sec),Arithmetic Mean pSa (g),Arithmetic Mean + Sigma pSa (g),Arithmetic Mean - Sigma pSa (g),RSN-1192 SRSS pSa (g),RSN-1221 SRSS pSa (g),RSN-1222 SRSS pSa (g),RSN-1223 SRSS pSa (g),RSN-1224 SRSS pSa (g),RSN-1225 SRSS pSa (g),RSN-1241 SRSS pSa (g),RSN-1250 SRSS pSa (g),RSN-1308 SRSS pSa (g),RSN-1309 SRSS pSa (g),RSN-1310 SRSS pSa (g),RSN-1311 SRSS pSa (g),RSN-1312 SRSS pSa (g),RSN-1313 SRSS pSa (g),RSN-1314 SRSS pSa (g),RSN-1315 SRSS pSa (g),RSN-1316 SRSS pSa (g),RSN-1317 SRSS pSa (g),RSN-1318 SRSS pSa (g),RSN-1319 SRSS pSa (g),RSN-1320 SRSS pSa (g),RSN-1323 SRSS pSa (g),RSN-1324 SRSS pSa (g),RSN-1325 SRSS pSa (g),RSN-1326 SRSS pSa (g),RSN-1327 SRSS pSa (g),RSN-1328 SRSS pSa (g),RSN-1329 SRSS pSa (g),RSN-1330 SRSS pSa (g),RSN-1331 SRSS pSa (g),RSN-1332 SRSS pSa (g),RSN-1334 SRSS pSa (g),RSN-1336 SRSS pSa (g),RSN-1337 SRSS pSa (g),RSN-1340 SRSS pSa (g),RSN-1342 SRSS pSa (g),RSN-1343 SRSS pSa (g),RSN-1344 SRSS pSa (g),RSN-1356 SRSS pSa (g),RSN-1358 SRSS pSa (g),RSN-1362 SRSS pSa (g),RSN-1376 SRSS pSa (g),RSN-1384 SRSS pSa (g),RSN-1391 SRSS pSa (g),RSN-1392 SRSS pSa (g),RSN-1396 SRSS pSa (g),RSN-1397 SRSS pSa (g),RSN-1406 SRSS pSa (g),RSN-1419 SRSS pSa (g),RSN-1422 SRSS pSa (g),RSN-1423 SRSS pSa (g),RSN-1424 SRSS pSa (g),RSN-1425 SRSS pSa (g),RSN-1426 SRSS pSa (g),RSN-1427 SRSS pSa (g),RSN-1428 SRSS pSa (g),RSN-1431 SRSS pSa (g),RSN-1433 SRSS pSa (g),RSN-1436 SRSS pSa (g),RSN-1437 SRSS pSa (g),RSN-1442 SRSS pSa (g),RSN-1452 SRSS pSa (g),RSN-1457 SRSS pSa (g),RSN-1463 SRSS pSa (g),RSN-1465 SRSS pSa (g),RSN-1466 SRSS pSa (g),RSN-1467 SRSS pSa (g),RSN-1468 SRSS pSa (g),RSN-1470 SRSS pSa (g),RSN-1516 SRSS pSa (g),RSN-1522 SRSS pSa (g),RSN-1559 SRSS pSa (g),RSN-1561 SRSS pSa (g),RSN-1562 SRSS pSa (g),RSN-1563 SRSS pSa (g),RSN-1564 SRSS pSa (g),RSN-1565 SRSS pSa (g),RSN-1566 SRSS pSa (g),RSN-1567 SRSS pSa (g),RSN-1568 SRSS pSa (g),RSN-1570 SRSS pSa (g),RSN-1584 SRSS pSa (g),RSN-1593 SRSS pSa (g)
0.01,0.0845275,0.12952155,0.05516378,0.07557553,0.14976407,0.06763099,0.08275855,0.05867897,0.06205122,0.05482688,0.08246212,0.08616981,0.09301472,0.09721767,0.10708812,0.10523202,0.10617343,0.09777489,0.07219118,0.10295995,0.20268796,0.08781353,0.0610217,0.10802379,0.12499005,0.16172042,0.09498509,0.07823459,0.08213051,0.08657961,0.12677785,0.07977572,0.11964056,0.10803636,0.10835459,0.11852761,0.10377796,0.04755372,0.10305199,0.09643373,0.0954238,0.04510082,0.09811513,0.04353732,0.04879969,0.05699182,0.03192483,0.05200485,0.07326519,0.06093848,0.03107098,0.15013001,0.0996767,0.10544905,0.07183369,0.15910035,0.08481874,0.10973338,0.05024725,0.10598909,0.0747806,0.14659606,0.11659717,0.05699873,0.06248365,0.11042324,0.09683881,0.09439203,0.09476392,0.09603019,0.11587666,0.09460536,0.14840172,0.1091617,0.02972126,0.03655269,0.03359928,0.03073972,0.03941216,0.04494774,0.03539876,0.03379025,0.02319843,0.04046282,0.03905904,0.03511179
0.02,0.08468923,0.12977796,0.05526567,0.07567896,0.15000619,0.06767459,0.08312828,0.05882033,0.06215455,0.05533026,0.08264616,0.08624382,0.09309066,0.09735064,0.10724704,0.10535569,0.10643589,0.09783103,0.072502,0.10302658,0.20280579,0.08793679,0.06111934,0.10811044,0.12508795,0.16177191,0.09552914,0.07830054,0.08216835,0.08673415,0.12681959,0.07981611,0.11973214,0.10816046,0.10850095,0.11857965,0.10382863,0.04776924,0.10329682,0.09649855,0.09563604,0.04513814,0.09820239,0.04356067,0.0488267,0.05704393,0.03211087,0.05247174,0.07335169,0.06095555,0.03127109,0.152278,0.09983299,0.10564771,0.07187322,0.15948551,0.08521918,0.10995667,0.0505186,0.10614482,0.07488598,0.14684567,0.11696478,0.05705295,0.06257726,0.11055165,0.09693321,0.09454218,0.09487026,0.09613549,0.11599403,0.09495036,0.14864034,0.10931924,0.02976306,0.03657509,0.0336206,0.03075556,0.03943138,0.04496417,0.03541664,0.03382129,0.02321911,0.04049133,0.03908475,0.0351852
0.022,0.08475232,0.1298815,0.05530392,0.07573498,0.1499846,0.06768522,0.08333184,0.05888127,0.06218441,0.0551803,0.08280173,0.08625338,0.09311444,0.09738796,0.10731737,0.10536092,0.10654591,0.09785882,0.07260462,0.10304669,0.20288234,0.08794911,0.06118799,0.10817048,0.12511571,0.16179477,0.0955679,0.07832383,0.0821776,0.08675284,0.12683097,0.07981573,0.11974358,0.10830367,0.10855246,0.11859298,0.10384359,0.04782974,0.10338311,0.09650486,0.09575387,0.04514808,0.09822071,0.04356726,0.04883466,0.0570238,0.03216294,0.05321836,0.07337851,0.06096145,0.0313397,0.15316401,0.10010556,0.10566015,0.0719074,0.15964991,0.08533678,0.11004387,0.05060392,0.1061947,0.07490299,0.14713898,0.11708439,0.05706305,0.06262188,0.11059979,0.09696655,0.09458011,0.09488765,0.09613615,0.11604149,0.09503787,0.14870575,0.1093686,0.02977767,0.03658153,0.03362915,0.03076002,0.03943703,0.04496863,0.03542126,0.03383522,0.02322552,0.04049979,0.03909206,0.03520606
0.025,0.08487483,0.13015295,0.05534823,0.07580359,0.15040995,0.06772173,0.08346923,0.05893724,0.06222191,0.0554613,0.08276893,0.08628587,0.09320005,0.09744668,0.10733838,0.10549405,0.10662729,0.09790654,0.07274088,0.10307693,0.20298848,0.08802229,0.06120778,0.10845436,0.12518126,0.1618334,0.09576779,0.07833854,0.08220499,0.08691166,0.12686193,0.07983129,0.11976331,0.10844968,0.10864295,0.1186174,0.1038672,0.04792405,0.10342008,0.09650852,0.09597627,0.04516623,0.09824901,0.04357581,0.04884795,0.05710918,0.03224458,0.05370881,0.07339796,0.06098073,0.03143765,0.15603653,0.1006092,0.1057697,0.0719228,0.15999882,0.08550522,0.11013906,0.05070557,0.10626379,0.07497149,0.14795164,0.11724696,0.05708709,0.06268756,0.11044497,0.09697634,0.09462573,0.0950719,0.09623567,0.11610941,0.09498184,0.14883479,0.10943517,0.02979739,0.03659037,0.03364985,0.03076763,0.03944515,0.04497675,0.03542668,0.03384666,0.02323463,0.04051157,0.03910451,0.03524642
0.029,0.08498259,0.13024282,0.05545059,0.07592242,0.15050065,0.06777325,0.08317496,0.05903281,0.06228316,0.05542776,0.08290478,0.08637778,0.09336284,0.09753335,0.10751044,0.10547478,0.10676267,0.09795148,0.0729512,0.103119,0.20316729,0.08804786,0.06185538,0.10827525,0.12524001,0.16188944,0.0961333,0.07843071,0.08227936,0.08735266,0.12687733,0.07986932,0.11985652,0.10850812,0.1086837,0.11867849,0.10389161,0.0480945,0.10356229,0.09654159,0.09635623,0.04519994,0.09831426,0.04359567,0.04886793,0.05716284,0.03239195,0.05459741,0.07343694,0.06098695,0.03164347,0.15592549,0.1003906,0.10600657,0.07201691,0.16038259,0.08579999,0.11027768,0.0509723,0.10636716,0.07512685,0.14737008,0.11756385,0.05712172,0.06286113,0.11067181,0.09709887,0.09473139,0.09551336,0.09629111,0.11613497,0.09568632,0.14902981,0.10951896,0.02981983,0.03660603,0.0336601,0.03078099,0.03945969,0.04498698,0.03544417,0.03388088,0.02325671,0.04053226,0.0391248,0.03529176
0.03,0.08500488,0.13023265,0.05548401,0.07598615,0.15037991,0.06777494,0.0829862,0.05904552,0.06230389,0.05547052,0.08299384,0.0863963,0.09338224,0.09756131,0.10762113,0.1056086,0.10682164,0.09788087,0.07309461,0.10314241,0.20318982,0.08804088,0.06186476,0.10834504,0.12530293,0.16190142,0.09659455,0.07844146,0.08226955,0.08729809,0.12688127,0.07988982,0.11989171,0.10866168,0.10869946,0.11869252,0.10389962,0.04812795,0.10360592,0.09654309,0.09628007,0.04521127,0.09832829,0.04360087,0.04887355,0.05713214,0.03243382,0.05471631,0.0734483,0.0609987,0.03168822,0.15465657,0.10072,0.10614472,0.07205252,0.16036232,0.08596434,0.11034397,0.05109745,0.10641632,0.07515161,0.1476218,0.1175922,0.05712571,0.06285843,0.11070633,0.09709719,0.09475215,0.09562208,0.09620661,0.11619423,0.09583628,0.14909305,0.10956999,0.02982979,0.03661192,0.03366536,0.03078422,0.03946432,0.04499047,0.03544811,0.03388806,0.02325893,0.04053829,0.03913074,0.03530605
0.032,0.08507369,0.13040003,0.05550254,0.07599716,0.15010286,0.06773542,0.0831377,0.05910062,0.06238159,0.0552644,0.08332749,0.08641632,0.09346681,0.09762578,0.10764001,0.10596189,0.10725865,0.09810736,0.07322065,0.10319873,0.20307133,0.0883298,0.06185199,0.10839895,0.12552886,0.16193599,0.09735936,0.07846689,0.08227685,0.08720898,0.12688034,0.07990969,0.11989935,0.10888799,0.10865948,0.11871475,0.10393237,0.04821655,0.10381243,0.09658991,0.09592616,0.04523163,0.09835407,0.04361104,0.04889129,0.05714017,0.03251647,0.05382614,0.07364358,0.0609999,0.03176784,0.15391734,0.1003847,0.10615056,0.07210318,0.1604294,0.08598882,0.11054821,0.05117438,0.10647928,0.07510074,0.15084652,0.11780382,0.05712882,0.06280927,0.1107968,0.09713172,0.0947864,0.09528519,0.0961318,0.11632871,0.09598586,0.14922829,0.10973167,0.02985577,0.03662426,0.03365454,0.03078925,0.03947372,0.04499764,0.03545413,0.03390004,0.02326891,0.04055203,0.03914148,0.03534937
0.035,0.085268,0.13074042,0.05561121,0.07598375,0.15086918,0.06797942,0.08419889,0.05919213,0.06244797,0.0548048,0.08342659,0.08639928,0.09351488,0.09773033,0.107564,0.10630662,0.10713141,0.09865872,0.07349868,0.10328784,0.20323146,0.08858342,0.06185375,0.10865077,0.12579738,0.16207127,0.09846471,0.07851484,0.0823722,0.08825551,0.12690368,0.07998025,0.12000723,0.10883915,0.10855968,0.11872653,0.1039494,0.04834252,0.1038174,0.09655228,0.09674891,0.04527796,0.09834991,0.04362791,0.04891491,0.05728837,0.03267043,0.05503899,0.07384998,0.0610582,0.0318717,0.15455527,0.09978232,0.10591779,0.07209053,0.16050303,0.08629907,0.11093928,0.05086337,0.10671195,0.0754228,0.15334101,0.11853877,0.05716371,0.06307582,0.1108677,0.09714669,0.09485373,0.09554283,0.09644436,0.116351,0.09703405,0.14940439,0.10986726,0.02989604,0.03664109,0.03367577,0.0307982,0.03949197,0.0450095,0.03547253,0.03394536,0.02327836,0.04057518,0.03915559,0.03542274
0.036,0.08530239,0.13073355,0.05565899,0.07614642,0.15104816,0.06808692,0.08467231,0.05918119,0.06245852,0.05496806,0.08337263,0.08642219,0.09351252,0.09776611,0.1076436,0.10613719,0.10694268,0.09876191,0.07334671,0.10332274,0.20323326,0.08867989,0.06211743,0.10868079,0.12592879,0.16208337,0.09904286,0.07849213,0.0822994,0.0885549,0.12691554,0.0800556,0.12002052,0.10882852,0.10891918,0.118733,0.10395705,0.04838848,0.10377495,0.09662994,0.09696755,0.04528834,0.09835202,0.04363317,0.04891585,0.05733753,0.0327448,0.05492541,0.07384918,0.06105614,0.03191309,0.15386154,0.09997175,0.10601151,0.07207689,0.16035486,0.08645349,0.11106435,0.05077279,0.10678689,0.07566154,0.15269331,0.11866381,0.05717425,0.06325943,0.11088187,0.09716854,0.09487427,0.09532794,0.09647308,0.11639642,0.09718685,0.14945531,0.10994671,0.02989943,0.0366459,0.03368908,0.03080265,0.03949618,0.04501135,0.03547912,0.03397218,0.02328587,0.04058324,0.03916263,0.03544485
0.04,0.08545538,0.13104258,0.05572709,0.07632431,0.15194541,0.06807056,0.08539419,0.0594754,0.06262582,0.05624413,0.08424119,0.08655774,0.09390033,0.0978349,0.10809298,0.10555241,0.10738507,0.09888762,0.07221153,0.10341882,0.20326194,0.08858955,0.06251077,0.10872155,0.12629865,0.16184688,0.09730389,0.07868078,0.08234755,0.08880795,0.12718448,0.08025762,0.12013465,0.1088904,0.10961986,0.1187666,0.10398319,0.04858524,0.10413989,0.09675393,0.09689877,0.0453128,0.09852065,0.04366105,0.04893784,0.05719349,0.03294171,0.05331146,0.0740418,0.06101972,0.03190134,0.15339363,0.10100656,0.10642624,0.07221945,0.16253223,0.08737836,0.11157179,0.0511656,0.10699879,0.07566867,0.15396481,0.11892228,0.05731283,0.06329526,0.11079742,0.0972371,0.09487278,0.09678559,0.09658633,0.11667295,0.09569938,0.14980948,0.10999874,0.0299231,0.03667309,0.03371525,0.03081909,0.03951964,0.0450224,0.0354959,0.03397857,0.02332191,0.04061525,0.03919278,0.03561452
0.042,0.08560936,0.13130472,0.05581644,0.07618881,0.15217083,0.06789368,0.08486658,0.05966925,0.06273718,0.05644238,0.08485007,0.08672291,0.09403049,0.097856,0.10793661,0.10629396,0.1085446,0.09866772,0.07289316,0.10340377,0.20364327,0.08875003,0.06242206,0.10878997,0.12646677,0.16200987,0.09869831,0.07871936,0.08241914,0.08873863,0.12728469,0.08034275,0.12013999,0.10893609,0.10952751,0.11876866,0.10402363,0.04887936,0.10465962,0.09685848,0.09677881,0.04532125,0.09866624,0.04367245,0.04895528,0.05719187,0.0329868,0.05361718,0.07425196,0.06108212,0.03236531,0.15437478,0.10093577,0.10643248,0.0721511,0.16220124,0.08767271,0.11180249,0.05134537,0.10716564,0.07641585,0.15536855,0.11942937,0.05736257,0.06300631,0.1108413,0.09706191,0.09504517,0.09715344,0.09673762,0.11683785,0.09619927,0.15000622,0.10978917,0.02994605,0.03669114,0.03368389,0.03082735,0.03953108,0.04502893,0.03549497,0.03400006,0.0233362,0.040632,0.03920808,0.03572529
0.044,0.0857659,0.13148214,0.05594517,0.07595393,0.15216028,0.06789318,0.08558044,0.05985012,0.06267473,0.05618257,0.08543663,0.08688664,0.09413018,0.09787406,0.10805793,0.10665417,0.10933981,0.09851105,0.07334214,0.10339206,0.2034436,0.08833094,0.06261155,0.1087965,0.1270353,0.16227578,0.10127893,0.07885913,0.08263406,0.08851154,0.12732556,0.08044019,0.12015911,0.10888415,0.10916881,0.11889479,0.10408978,0.04909857,0.10499339,0.09699928,0.09683851,0.0453289,0.09880485,0.04368765,0.04899438,0.05734331,0.03299673,0.05326535,0.07436597,0.06109175,0.03311074,0.15489152,0.10203473,0.10645976,0.07226695,0.16079949,0.088583,0.11206126,0.0519998,0.10733636,0.07733706,0.15660106,0.1198774,0.05739123,0.06300366,0.11088193,0.09714941,0.09528382,0.09609187,0.09702756,0.11700228,0.09627174,0.15019937,0.11010544,0.0299887,0.03671454,0.03368283,0.03083868,0.03955397,0.0450394,0.0355049,0.03398131,0.02334619,0.0406458,0.03922381,0.03581426
0.045,0.0858231,0.13151267,0.0560068,0.07592666,0.15223105,0.06797023,0.0863847,0.06003343,0.06261187,0.05613133,0.08549587,0.08694818,0.09431145,0.09794299,0.10819802,0.10674074,0.10936515,0.09824166,0.07343131,0.10338603,0.20348707,0.08830465,0.06259763,0.10878889,0.12718351,0.16243763,0.1010027,0.07888426,0.08267921,0.08828365,0.12734904,0.08044808,0.12020708,0.1088382,0.10981257,0.11893423,0.10412268,0.04914832,0.10503984,0.09704314,0.09686196,0.04533905,0.09892996,0.0436972,0.04899066,0.05731849,0.03300261,0.05390959,0.07441251,0.06105463,0.03342971,0.15454365,0.10244662,0.10644312,0.07238918,0.16040624,0.08908352,0.11218775,0.05251688,0.10736044,0.07754231,0.15683469,0.12002729,0.05739413,0.06319379,0.11075652,0.09721227,0.09542345,0.09551013,0.09721283,0.11710134,0.09574015,0.15027809,0.11038269,0.03000245,0.03672478,0.0336953,0.03084532,0.03956613,0.04504702,0.03550906,0.03396201,0.0233618,0.04065316,0.03923326,0.03584041
0.046,0.08587877,0.13156177,0.05605856,0.07601375,0.15245821,0.06822742,0.0873199,0.06014736,0.06255119,0.05621698,0.08542208,0.08701419,0.09444698,0.09804734,0.10829803,0.10696059,0.10936586,0.09839946,0.07326822,0.10336876,0.20369901,0.0886194,0.06254699,0.10879535,0.12727152,0.16253599,0.09944151,0.07883235,0.08276296,0.08800158,0.12735973,0.08053348,0.12030435,0.1086754,0.11034725,0.11894469,0.10414555,0.04918575,0.10470439,0.09703216,0.0969098,0.04538529,0.09907679,0.04370777,0.04898015,0.05722194,0.03299857,0.05442896,0.07436899,0.061025,0.0336255,0.15370449,0.10265571,0.10666803,0.07245803,0.16071291,0.08965844,0.1123042,0.05289207,0.10742396,0.07750613,0.15668746,0.1203036,0.05740336,0.06332735,0.11063235,0.09714419,0.09552283,0.09633807,0.09722851,0.11722917,0.09532904,0.15037488,0.11088936,0.03000169,0.03673568,0.0337118,0.03085275,0.03957602,0.04505688,0.03551409,0.03395153,0.02337416,0.04066149,0.03924361,0.03586946
0.048,0.08605777,0.13183621,0.05617531,0.07613278,0.15304447,0.06864715,0.08841821,0.06047114,0.06250096,0.05666953,0.08539853,0.08714125,0.09432773,0.09824776,0.10825118,0.10755784,0.10918729,0.09901724,0.07291656,0.10343174,0.20399625,0.08874066,0.06232751,0.10872168,0.12760751,0.16271497,0.10067411,0.07859711,0.08291958,0.08725046,0.12737754,0.08077602,0.12035788,0.10867992,0.11057452,0.11898751,0.10416699,0.04932196,0.10377504,0.09690806,0.09774131,0.04544911,0.09932981,0.0437261,0.04900566,0.05717155,0.03300216,0.05490173,0.07429582,0.06104538,0.03388779,0.15217311,0.10307139,0.10719842,0.0724941,0.16191292,0.09023427,0.11222151,0.05342005,0.10766848,0.07763507,0.15726807,0.12131306,0.05739528,0.06354669,0.11077586,0.09722936,0.09556116,0.09745587,0.09737203,0.11773421,0.09611958,0.15071718,0.1120909,0.02998371,0.03675355,0.03378368,0.03086169,0.03959448,0.04508,0.03552762,0.03396527,0.02339377,0.04068034,0.03926071,0.03590837
0.05,0.0862286,0.13211892,0.05627787,0.0765473,0.15296623,0.06901397,0.08867449,0.06066809,0.06269826,0.05700263,0.08530726,0.08720303,0.09393266,0.09837848,0.10813522,0.10800963,0.10836401,0.10041052,0.0732749,0.10365374,0.20444516,0.08866757,0.06136805,0.10922984,0.1282317,0.1628163,0.10482835,0.07854449,0.08286966,0.08723411,0.1273664,0.08079707,0.12039909,0.10906936,0.11086749,0.11913371,0.10413395,0.04940988,0.10353953,0.09690758,0.098084,0.04552132,0.09941279,0.04373882,0.04903879,0.05726939,0.03325436,0.05498961,0.07448363,0.06117976,0.03400851,0.15292573,0.10354605,0.10744846,0.07251694,0.16171276,0.09034554,0.11129115,0.05355725,0.10758658,0.07759448,0.15726833,0.1222798,0.05739116,0.06347965,0.11096185,0.09746508,0.09550416,0.09758973,0.09748436,0.11824389,0.09647506,0.15082948,0.11344291,0.02999017,0.03675357,0.03384765,0.03087224,0.03960642,0.04509096,0.03553966,0.03404136,0.02343073,0.04070007,0.03927103,0.03580908
0.055,0.08675031,0.13266899,0.05672476,0.07670227,0.15334055,0.06905489,0.08921745,0.06088803,0.06335261,0.05693775,0.08504307,0.08688063,0.09431441,0.09857806,0.10854,0.10842024,0.11010007,0.10076928,0.07509905,0.10368079,0.2049143,0.09024209,0.06349002,0.10996327,0.13111045,0.16295051,0.11095958,0.07911352,0.08316401,0.08929886,0.12730213,0.08098033,0.12026315,0.1098112,0.11146946,0.11963785,0.10442556,0.04903961,0.10544199,0.0972319,0.09776103,0.04562729,0.09876831,0.04380106,0.04905488,0.05755774,0.03416097,0.05725652,0.0744614,0.06153852,0.03585346,0.15380259,0.10308435,0.10734275,0.07244262,0.16062813,0.09062361,0.11046856,0.05551856,0.10806328,0.07658608,0.15505602,0.12382781,0.05768107,0.06482184,0.11119972,0.09780172,0.09553845,0.09943239,0.09715644,0.11977183,0.09809082,0.15246969,0.11558434,0.03009718,0.0368291,0.03402384,0.03089241,0.03968174,0.04511926,0.0355233,0.03415763,0.02354248,0.04075108,0.03932866,0.03576658
0.06,0.08724463,0.13334946,0.05708029,0.07685808,0.15325131,0.06856275,0.08773291,0.06141468,0.06319211,0.05883094,0.08674255,0.0865107,0.09506943,0.09904823,0.10918396,0.10713321,0.11334126,0.10116537,0.07688957,0.10402372,0.20477561,0.09079066,0.06404901,0.11017442,0.1322601,0.16463281,0.11350897,0.07946788,0.08348644,0.09132341,0.12779035,0.08112491,0.12042661,0.11050577,0.1134278,0.11996128,0.1046425,0.05184794,0.10620648,0.09704379,0.09899943,0.04570511,0.09864651,0.0438108,0.049162,0.05818454,0.03405831,0.05843892,0.07471989,0.06159644,0.037484,0.15298723,0.10179988,0.10841881,0.07279052,0.16142394,0.09421117,0.11244643,0.05478467,0.10725816,0.07710168,0.15882686,0.12389022,0.05802208,0.06499727,0.11158064,0.09880638,0.09633296,0.09643525,0.09699345,0.11893282,0.09620341,0.15261257,0.12049681,0.03017235,0.03692442,0.03416023,0.03095916,0.03972349,0.04520876,0.03552087,0.03434759,0.02367324,0.04081906,0.03939129,0.03584732
0.065,0.08826108,0.13539465,0.05753565,0.07828663,0.15374762,0.06930691,0.08960601,0.06209836,0.06392558,0.05904024,0.09363593,0.08675844,0.09500817,0.09979414,0.10756733,0.10766981,0.11065605,0.10085878,0.08013353,0.10389055,0.205027,0.09376544,0.06426065,0.11019583,0.13675637,0.16782711,0.12744677,0.0812552,0.08318134,0.09248626,0.12786319,0.08082604,0.1210769,0.11096347,0.11316107,0.11910138,0.10483622,0.05214987,0.10530231,0.09750236,0.10297941,0.04573415,0.09941625,0.04383053,0.04918342,0.05856093,0.0348668,0.05871555,0.07512399,0.06158228,0.03801104,0.1579922,0.10217062,0.11017301,0.07254973,0.16371548,0.09912376,0.1138029,0.05306389,0.10835781,0.07962581,0.16671995,0.12414176,0.05804909,0.06473586,0.11068861,0.09818637,0.09782772,0.09753532,0.0970127,0.11950737,0.10030615,0.15566209,0.12219914,0.03031651,0.03699573,0.03421363,0.0310125,0.03980809,0.04530266,0.03554276,0.0344683,0.02384711,0.04087413,0.0394989,0.03566895
