Serial Time All Floors - All Directions - All PGs
Intensity,Real 1
1,0.210749102190629
2,0.242521503476188
3,0.269078092476194
4,19.6837323605257
5,32.3384329079704
6,48.2753349882605
7,3.19158824197342
8,4.90703969730837
9,22.2655223157082
10,40.325501208148
11,35.0767309580797
12,4.15984453455106
13,7.32176826548251
14,18.1881309871604
15,3.39111505774003
16,1.98749127951819
17,8.23670332056131
18,4.25493568755356
19,4.34809793004581
20,7.59893229438329
21,7.7754375534922
22,4.45173191004361
23,22.6088376788449
24,9.42873974184951
25,1.26712081263067
26,14.9043393891505
27,9.46851776277197
28,7.89996147294381
29,11.8260622515729
30,0.597875745544674
31,30.7973405959079
32,105.790622720585
33,7.35840853414509
34,7.25327800769458
35,3.30760464620498
36,2.60541655236162
37,5.62298992679569
38,0.603906733382491
39,7.03866127505979
40,0.782901439442984
41,0.254534045219271
42,5.46431439029923
43,0.666576704437286
44,0.307156891711231
45,0.165867582937621
46,0.417476709604313
47,0.623915765435909
48,2.0275217679098
49,0.604150885598247
50,0.890053489842555
51,2.14534589816731
52,4.01175501683674
53,7.31728073055392
54,8.77296891392074
55,84.1314220012249
56,54.2726879110753
57,33.4908754182158
58,13.8908511939428
59,19.4196900678892
60,2.32265899641016
61,1.42296264885624
62,111.068968598689
63,0.355730668012804
64,25.901530394304
65,7.05544902918614
66,64.6522895385981
67,26.7269870257166
68,1.98093941045374
69,43.7373984233788
70,95.3034412361895
71,111.096619586674
72,3.40129267990014
73,2.4306022365526
74,0.435770808800668
75,0.385454246072461
76,0.790981130983214
77,0.523129887759583
78,0.619198314149292
79,3.28830128821051
80,0.775271213701761
81,0.204982531679674
82,0.398159522232306
83,1.44517104465516
84,0.211059337586791
85,0.767677432881316
86,2.03609284421352
87,3.38209847707078
88,0
89,0.745135806408728
90,0.430476863869522
91,1.32428777058754
92,0.152415357302472
93,0
94,0
95,0.798114740533177
96,0.556523169221745
97,0.465854729327784
98,2.76555752818306
99,0.182130125985536
100,0.258379578568761
101,9.75232039009547
102,0.888865106054694
103,0.449564459922799
104,0.361163807587218
105,0.239621533373898
106,0.29764334796741
107,6.66046252025241
108,0
109,1.46822477510311
110,0.143314879259637
111,0.816352070534003
112,0.495595699616838
113,0
114,0.266089162335707
115,0.305319226973278
116,1.83690935388736
117,0
118,0.377556947640505
119,0
120,0
121,0.0329268664795491
122,1.08611738285243
123,0.398116735423878
124,0.361219550808059
125,0.00281148430410009
126,1.46765160642142
127,0
128,0.763050840846176
129,0
130,0.468889212662512
131,0.199688125334009
132,0
133,0.474749047712696
134,0.245622072003044
135,0
136,0
