Serial Time All Floors - All Directions - All PGs
Intensity,Real 1
1,0.122087707791458
2,0.00114461527236453
3,0.134359246958615
4,7.82293368579918
5,49.1820280255174
6,56.9199927503252
7,8.67014263295627
8,1.35592983274332
9,26.9053341209824
10,56.3492700069223
11,43.2948378729237
12,1.77080095970941
13,18.6692345726817
14,16.8395843054644
15,5.58382598332198
16,7.01297484408046
17,34.6124118759544
18,5.42203832488628
19,9.23613619372215
20,13.6608944355258
21,5.96303013724006
22,11.8833164082183
23,23.3800731406585
24,17.918383793504
25,3.39537593175118
26,34.1151264100565
27,27.2651685051012
28,1.0654003745748
29,9.56553353840244
30,3.9235557632333
31,30.4616209799148
32,95.3367733571648
33,3.80823373219235
34,24.6837765642826
35,2.68881800408727
36,1.64956638526619
37,5.79470202761294
38,0.754207150939611
39,3.95770317870398
40,0.0435349789306337
41,0
42,2.53199404176088
43,2.2735720646141
44,0.000506022774549021
45,0.041644034474004
46,0.0992978782130053
47,0.136244152529691
48,3.04886148564884
49,3.44866067818623
50,0.9150484613337
51,1.36982652247752
52,20.6247690257515
53,2.22390731676641
54,19.6011730250112
55,80.9925112224662
56,41.4050787521547
57,40.8273678282964
58,22.0267102348223
59,43.2136723296102
60,6.37969148841182
61,2.09092698159372
62,97.0597273386065
63,2.13659723289526
64,85.1281583574248
65,4.69584696407938
66,58.2826286995724
67,49.3526162323944
68,4.76010057781352
69,66.8015447037453
70,75.0106099952628
71,110.969737624926
72,18.5712296197119
73,1.4544366524321
74,0.0302178491695932
75,0.359358300169368
76,0.310201520068916
77,0.0867114849478898
78,0.116495453651073
79,0.99449815493513
80,0.166726989019403
81,0.15752413391136
82,0.0812262185175627
83,0.894261219788872
84,0.00821359215144458
85,0.0529455042267716
86,1.3717109784059
87,4.37095570791619
88,0
89,5.31853546391796
90,0.77831995923489
91,1.22505845112919
92,0.196882864428589
93,0
94,0.00740974550936443
95,0.0303233779438826
96,0.105400811558983
97,0.425968859468462
98,5.96105070888418
99,0
100,0.0237508393016976
101,7.23644159355572
102,1.17463972190982
103,1.62041958498929
104,0.157497778584987
105,0.06738612059713
106,0
107,2.58184072783685
108,0.014373483396609
109,0.0920380339110395
110,0
111,0.125482507642514
112,0.00621037401877802
113,0.000406848944222848
114,0
115,0.000622777883064672
116,1.48140801267579
117,0
118,1.28895032921564
119,0
120,0.00313733829968587
121,0.0889242532638055
122,0.0649032210870699
123,0.247591797033183
124,1.28815371983524
125,0.050567351247622
126,2.61039822917122
127,0.093526691878787
128,5.43151953873369
129,0
130,0.175625802698452
131,0
132,0.00356866628056191
133,0.000612662076669328
134,0.00133756500119583
135,0
136,0
