
 PEER Ground Motion Database, Time Series Search Report -- NGA-West2 -- 2021-09-08


 -- Summary of PEER Ground Motion Database Search Criteria --
Magnitude Min:, 7.5
Magnitude Max:, 7.8
Rrup Min (km):, 0.0
Rrup Max (km):, 30.0
Rjb Min (km):, -1.0e-06
Rjb Max (km):, 99999
Vs30 Min (m/sec):, -1.0e-06
Vs30 Max (m/sec):, 99999
D9-95 Min (sec):, -1.0e-06
D9-95 Max (sec):, 99999
Scale Factor Min:, -1.0e-06
Scale Factor Max:, 99999
Period Array:, 
Weight Array:, 
Record Sequence Number:, 
Earthquake Name:, chi-chi
Station Name:, 
User-Defined Maximum Number of Records:, 
Pulse:, 1
Damping Ratio:, 0.05
Scaling Method:, No Scaling
Suite Average:, Arithmetic
Single-Period-Scaling Period (sec):, 
Component:, SRSS
Fault Type:, All Types


 -- Summary of Metadata of Selected Records --
Result ID, Spectral Ordinate, Record Sequence Number, Mean Squared Error, Scale Factor, Tp-Pulse Period (sec), 5-75% Duration (sec), 5-95% Duration (sec), Arias Intensity (m/sec), Earthquake Name, Year, Station Name, Magnitude, Mechanism, Rjb (km), Rrup (km), Vs30 (m/sec), Lowest Useable Frequency (Hz), Initial-search Scale Factor, Horizontal-1 Acc. Filename, Horizontal-2 Acc. Filename, Vertical Acc. Filename
0.133,0.1793807,0.119602,0.247,0.4905187,0.4623983,0.563,0.32615,0.4581548,0.145,0.439757,0.4683126,0.32,0.2576632,0.2039252,0.403,0.09775215,0.1077002,0.205,0.7695189,1.282522,0.561,0.3972932,0.3224947,0.321,0.4060455,0.4085889,0.237,0.3589249,0.3895484,0.219,0.352591,0.3690972,0.239,0.5192227,0.9041442,0.22,0.11549,0.116443,0.0818,0.2793095,0.3472241,0.146,0.4354579,0.3475223,0.14,0.2779495,0.3527499,0.153,1.027469,1.31258,0.756,0.1389239,0.2464395,0.118,0.2717556,0.2282435,0.101,0.136498,0.1575605,0.32,0.639833,0.6183214,0.476,0.1937007,0.1939818,0.359,0.3082759,0.3677014,0.147,0.2679213,0.2253591,0.215,0.1978203,0.2120176,0.127,0.2758701,0.2977922,0.222,0.231747,0.1450707,0.198,0.2868447,0.3202429,0.176,0.638292,0.6883538,0.488,0.228818,0.2170141,0.162,0.2380992,0.241199,0.175,0.5373166,0.4898455,0.451,0.2704025,0.2087243,0.117,0.4076316,0.4402871,0.238,0.4144289,0.483777,0.411,0.3236694,0.213457,0.31,0.3223579,0.2599717,0.302,0.4109503,0.5581501,0.293,0.2844836,0.2152492,0.151,0.1530169,0.1551277,0.176,0.168944,0.1660554,0.0923,0.2812528,0.2014399,0.217,0.2172464,0.2225515,0.245,0.306608,0.2177395,0.231,0.1200935,0.1282371,0.127,1.120282,0.8293834,0.661,0.5521731,0.5187805,0.434,0.7384008,0.6625874,0.622,0.258201,0.2002115,0.166,1.296564,1.468556,1.26,0.9034546,1.070946,0.823,0.8775343,0.8307815,0.678,0.5695966,0.3792301,0.352,0.7422188,0.5664821,0.542,1.752882,0.966072,0.543,1.337005,0.7454758,0.743,0.3367452,0.2773481,0.261,1.242826,0.8508329,0.548,0.1547672,0.1516903,0.121,1.48572,2.016767,0.727,0.6644006,0.5458292,0.406,0.200265,0.1525078,0.125,0.3414431,0.3635103,0.295,0.3368946,0.1927293,0.211,0.1746229,0.1939802,0.442,0.2072327,0.1194104,0.178,0.1491425,0.1431967,0.109,0.3006492,0.2303313,0.27,0.1477267,0.1748369,0.186,0.2381814,0.2100287,0.389,0.216189,0.2149662,0.354,0.1627048,0.127812,0.153,0.1720663,0.1465748,0.135,0.1429968,0.148689,0.144,0.2949644,0.2524337,0.477,0.157676,0.1680781,0.233,0.1357427,0.1512325,0.353,0.4480756,0.4172102,0.299,0.5204752,0.3532991,0.615,0.1677901,0.1462795,0.227,0.1834949,0.2068439,0.223,1.765484,1.031191,0.438,0.2141686,0.2338578,0.258,0.312702,0.4227806,0.328,0.1200963,0.1658804,0.363
0.14,0.1856069,0.1199673,0.263,0.5348571,0.4637674,0.587,0.3242695,0.4121123,0.15,0.4572899,0.4272263,0.367,0.2928629,0.2384256,0.512,0.1013829,0.1353632,0.19,0.8074324,1.251685,0.479,0.3752899,0.3012637,0.327,0.4306096,0.4241551,0.225,0.3592973,0.4291785,0.212,0.3487983,0.396981,0.233,0.4842292,0.865675,0.199,0.1127927,0.1176988,0.0937,0.2639877,0.3959584,0.149,0.4086127,0.3907787,0.159,0.2988597,0.3795952,0.149,1.033539,1.348919,0.738,0.1396552,0.2580364,0.11,0.290769,0.2552324,0.105,0.1205137,0.181252,0.339,0.6197248,0.66606,0.547,0.2061976,0.2224091,0.374,0.3231969,0.4053555,0.142,0.2297164,0.2182482,0.212,0.2090842,0.2123158,0.133,0.2859072,0.3092178,0.216,0.223664,0.1564677,0.215,0.279396,0.3211066,0.189,0.6692092,0.6904219,0.46,0.2610081,0.2698904,0.191,0.2466808,0.2252538,0.161,0.6391317,0.556336,0.416,0.2871699,0.2115588,0.133,0.3878897,0.4638281,0.205,0.4077395,0.4854967,0.359,0.365703,0.2445818,0.272,0.3366272,0.292513,0.283,0.412917,0.5252166,0.254,0.2861451,0.2410631,0.15,0.1856927,0.1540121,0.152,0.1665228,0.1684482,0.104,0.3157833,0.1999297,0.225,0.18659,0.2264102,0.248,0.3253738,0.243262,0.2,0.1189373,0.1221772,0.12,1.119269,0.7753691,0.682,0.5959058,0.5621004,0.398,0.7423,0.6374351,0.591,0.2595188,0.1850301,0.162,1.296583,1.400917,0.918,0.8384618,1.175789,0.814,0.8029848,0.801316,0.623,0.5508243,0.4159158,0.384,0.6840158,0.546227,0.501,1.715824,1.021141,0.464,1.34249,0.7009327,0.597,0.345653,0.3005291,0.227,1.415745,0.8131199,0.693,0.1943406,0.149233,0.137,1.202327,1.625827,0.606,0.7321684,0.5775171,0.361,0.2197939,0.1533215,0.12,0.384996,0.370198,0.291,0.3483698,0.1963038,0.214,0.1901315,0.1992607,0.457,0.2055382,0.1328133,0.162,0.1568259,0.1486401,0.113,0.2814044,0.236103,0.249,0.1620438,0.1620289,0.203,0.2213318,0.2073532,0.312,0.2037593,0.2167036,0.359,0.1607982,0.1281138,0.141,0.1738509,0.1504412,0.128,0.1589148,0.1461783,0.15,0.400204,0.2822901,0.412,0.1755184,0.144623,0.249,0.1323074,0.1603055,0.296,0.4184017,0.4611374,0.324,0.4924518,0.4285432,0.59,0.1924591,0.149614,0.21,0.2015188,0.2131197,0.226,2.060122,1.074788,0.475,0.2262577,0.2321966,0.252,0.3185842,0.4210913,0.3,0.1245389,0.1815667,0.335
0.15,0.1637514,0.1220747,0.294,0.5247415,0.5498564,0.544,0.3089985,0.3659683,0.156,0.4764417,0.5154936,0.536,0.2646035,0.2976843,0.518,0.1134155,0.1382683,0.204,0.8531255,1.152929,0.441,0.3817201,0.3054882,0.333,0.4327122,0.3889694,0.187,0.4630514,0.4235345,0.168,0.4140351,0.4232658,0.215,0.4604807,0.8581542,0.244,0.1279923,0.1268822,0.112,0.2913015,0.4320904,0.164,0.3539775,0.4090342,0.15,0.2656435,0.3426746,0.143,1.054035,1.431258,0.796,0.1672141,0.2695657,0.121,0.2734118,0.2681779,0.104,0.1451849,0.267296,0.298,0.7557546,0.6543928,0.484,0.2201139,0.2357211,0.386,0.2716619,0.5032179,0.153,0.1974603,0.1966089,0.155,0.1840368,0.2236324,0.144,0.2709123,0.296939,0.208,0.2083648,0.1512035,0.176,0.2786388,0.325602,0.187,0.6454118,0.710854,0.321,0.2836061,0.3264709,0.181,0.2899646,0.2521717,0.168,0.6668137,0.6358617,0.448,0.2924229,0.2246889,0.143,0.4259043,0.4250306,0.193,0.4295106,0.5531437,0.315,0.3535712,0.265001,0.293,0.2867591,0.3171003,0.314,0.4027719,0.5291993,0.302,0.3141266,0.230118,0.153,0.1688652,0.1528441,0.129,0.1893611,0.1682562,0.106,0.3123603,0.2115828,0.198,0.1938394,0.2263075,0.236,0.3429779,0.3019288,0.238,0.125573,0.1186842,0.168,1.035747,0.7695112,0.672,0.5811086,0.5218293,0.455,0.7690762,0.5859216,0.663,0.2750743,0.1827552,0.127,1.432721,1.773882,0.785,0.8204081,0.9769589,0.617,0.758892,0.7073262,0.635,0.6557816,0.4430583,0.442,0.794211,0.5757186,0.552,1.791392,0.9530321,0.468,1.349427,0.8032618,0.654,0.3708193,0.3174732,0.192,1.482898,0.763473,0.925,0.2090638,0.163289,0.144,1.069053,1.15887,0.441,0.8247917,0.7071881,0.348,0.1898908,0.1737996,0.128,0.4968743,0.3669182,0.326,0.3372197,0.2005813,0.187,0.2318795,0.2300745,0.383,0.1780687,0.1403543,0.155,0.1556995,0.1797761,0.139,0.3109991,0.2432417,0.234,0.1635931,0.182714,0.189,0.2235257,0.2024331,0.302,0.2028681,0.2235742,0.362,0.1721857,0.1336811,0.16,0.1746409,0.1843227,0.12,0.1475736,0.1559578,0.147,0.4084409,0.2976577,0.305,0.1811397,0.1636025,0.22,0.1434857,0.1545982,0.222,0.4230423,0.4513751,0.329,0.508907,0.5542748,0.576,0.1682633,0.1629837,0.19,0.1934239,0.2179025,0.201,2.164276,1.224949,0.536,0.2130345,0.2436246,0.217,0.3357734,0.3649121,0.245,0.1432454,0.2445692,0.291
0.16,0.186962,0.1475275,0.266,0.4744833,0.5405468,0.575,0.3763098,0.3443911,0.177,0.4682988,0.5776879,0.624,0.2616008,0.3272872,0.491,0.1230833,0.1619833,0.219,0.9278767,1.193559,0.506,0.3730599,0.3114593,0.335,0.4237853,0.414978,0.17,0.5605199,0.4139115,0.2,0.4095774,0.4823073,0.178,0.4957322,0.7982664,0.226,0.14405,0.1559136,0.0871,0.3355201,0.5104641,0.162,0.4101712,0.4139705,0.19,0.2728663,0.3734275,0.123,1.067506,1.433203,0.973,0.1665125,0.2896682,0.101,0.2453723,0.2566491,0.117,0.158902,0.2788826,0.284,0.9190466,0.6188839,0.466,0.2253871,0.2313613,0.357,0.2649769,0.5793049,0.129,0.2124888,0.1932911,0.152,0.1850601,0.2525413,0.138,0.2765515,0.2652606,0.197,0.2061222,0.1788979,0.145,0.3092454,0.2965355,0.23,0.7516139,0.7345538,0.362,0.3302661,0.3227383,0.169,0.254335,0.2620883,0.164,0.7251476,0.6868401,0.561,0.2685241,0.2110095,0.144,0.5110003,0.5337446,0.191,0.438438,0.6224977,0.381,0.3481663,0.2506111,0.272,0.2784415,0.3675338,0.296,0.4557414,0.4958876,0.29,0.3432228,0.2473543,0.135,0.1610226,0.136206,0.144,0.2133387,0.1772605,0.117,0.3454404,0.2023045,0.186,0.2000822,0.2475136,0.211,0.3366911,0.2798985,0.25,0.1411543,0.1394103,0.154,1.085676,0.8081077,0.551,0.6280756,0.5593871,0.483,0.763935,0.6167567,0.733,0.276084,0.1813175,0.136,1.541187,1.757146,0.736,0.8030553,1.145086,0.622,0.8569142,0.7841898,0.626,0.619954,0.3652186,0.509,0.9032195,0.6824398,0.756,1.716059,1.073734,0.464,1.376509,1.034244,0.802,0.3490779,0.3396557,0.217,1.390886,0.6953918,0.906,0.212681,0.1962162,0.132,1.151789,1.003165,0.412,0.8109258,0.716938,0.328,0.2057937,0.1723869,0.181,0.5141403,0.3620185,0.365,0.3040225,0.2003642,0.21,0.236212,0.2386234,0.312,0.1942742,0.1215569,0.188,0.1963546,0.1939018,0.12,0.2808926,0.2492003,0.213,0.1945556,0.1614925,0.189,0.2398288,0.2045243,0.278,0.2305745,0.2439626,0.349,0.1819237,0.1202385,0.153,0.1754482,0.2187357,0.126,0.1537154,0.1458874,0.121,0.4060981,0.3043117,0.26,0.2073289,0.1553402,0.16,0.1506595,0.1787719,0.219,0.4246706,0.4406704,0.326,0.6730081,0.4708214,0.543,0.1947439,0.1711514,0.174,0.2305757,0.2253785,0.182,2.128217,1.371786,0.568,0.2225414,0.3004011,0.235,0.3294979,0.3838449,0.265,0.1334314,0.261586,0.254
0.17,0.2056567,0.174132,0.311,0.4226543,0.5117381,0.566,0.4002393,0.3479531,0.206,0.4855973,0.5206842,0.679,0.2838424,0.3135849,0.498,0.1435344,0.129452,0.19,1.073394,1.189699,0.575,0.3335168,0.3074694,0.272,0.4284129,0.3866022,0.166,0.5520995,0.405153,0.231,0.4120874,0.4708812,0.18,0.5872052,0.7885802,0.211,0.1743038,0.163627,0.107,0.3699328,0.5466011,0.129,0.4355217,0.4019946,0.194,0.3277913,0.3641884,0.125,1.087113,1.463482,0.922,0.1469524,0.3169823,0.0907,0.2781666,0.3330685,0.15,0.1742751,0.2879905,0.239,0.9481611,0.7252865,0.371,0.2071162,0.2111986,0.333,0.2796984,0.6398768,0.106,0.2093418,0.1848097,0.155,0.196935,0.2568636,0.157,0.2675971,0.2985725,0.2,0.2298032,0.1927751,0.138,0.3731925,0.2813363,0.247,0.7785712,0.754841,0.352,0.4191685,0.33321,0.174,0.2251356,0.2397788,0.16,0.7235814,0.5493973,0.578,0.3057465,0.2234163,0.16,0.5061404,0.5631316,0.2,0.4451479,0.6907578,0.419,0.3842701,0.2293333,0.294,0.2825488,0.3125253,0.272,0.3979338,0.6242861,0.282,0.325998,0.326889,0.156,0.1974049,0.1423968,0.14,0.2167433,0.1716109,0.0936,0.3543139,0.1728973,0.191,0.2109108,0.2359648,0.202,0.3454535,0.2585416,0.24,0.1442342,0.1476574,0.136,0.9222662,0.8445982,0.453,0.616847,0.5664479,0.487,0.7226146,0.6336768,0.756,0.2725546,0.1860397,0.145,1.651567,1.771489,0.769,0.8049527,1.11517,0.668,0.9825161,0.9453859,0.582,0.589101,0.3976544,0.543,1.026395,0.7163362,0.705,1.821988,1.117557,0.484,1.262524,1.003354,0.811,0.3492913,0.3794964,0.262,1.653596,0.6723656,0.786,0.2038843,0.1973941,0.131,1.041114,0.9143595,0.364,0.8624594,0.825377,0.378,0.2072535,0.1854894,0.158,0.482711,0.3646383,0.325,0.326388,0.2231739,0.204,0.2375052,0.2158168,0.319,0.1851473,0.1213458,0.177,0.2037397,0.1871304,0.101,0.2910004,0.2917502,0.2,0.2383549,0.1784946,0.163,0.2545862,0.2220075,0.285,0.235637,0.2650065,0.316,0.1843864,0.1265869,0.157,0.2041757,0.2012162,0.117,0.1476528,0.1316055,0.125,0.3776498,0.2948905,0.285,0.2133659,0.1898738,0.168,0.1565157,0.1457925,0.179,0.4500018,0.3912791,0.377,0.700518,0.5202422,0.532,0.1931606,0.1644976,0.164,0.2219683,0.2320985,0.172,1.719553,1.256175,0.505,0.2492521,0.3248843,0.253,0.4087819,0.3502677,0.28,0.1394623,0.2790477,0.228
0.18,0.1823535,0.1438552,0.345,0.4563758,0.508406,0.492,0.4005012,0.3978739,0.206,0.5078685,0.4636894,0.662,0.2868238,0.3290139,0.449,0.1575448,0.1250235,0.142,1.233254,1.151839,0.612,0.3811783,0.3421588,0.245,0.4269436,0.3477767,0.18,0.4794851,0.3650143,0.214,0.4546173,0.4572909,0.189,0.6018782,0.8136389,0.231,0.1789,0.1602076,0.121,0.3775691,0.5352753,0.142,0.4220957,0.370019,0.206,0.3472131,0.4314093,0.139,1.062446,1.520631,1.01,0.1453614,0.317742,0.0929,0.2995395,0.4209444,0.157,0.2036102,0.2513333,0.211,0.8428175,0.7251276,0.281,0.1987064,0.1863637,0.367,0.3188797,0.6666536,0.104,0.247651,0.2322913,0.17,0.2341428,0.2581775,0.179,0.3053242,0.3049083,0.206,0.201661,0.2174094,0.128,0.4309569,0.3171617,0.201,0.8429714,0.785497,0.375,0.5766952,0.4224449,0.187,0.2191252,0.2392401,0.173,0.6727179,0.55651,0.486,0.357883,0.2925175,0.158,0.4908801,0.6202167,0.17,0.4528429,0.7241503,0.386,0.4074724,0.2719339,0.294,0.2532917,0.2830608,0.287,0.4085544,0.5624855,0.292,0.3051207,0.3372039,0.152,0.2509249,0.1628143,0.138,0.2127639,0.1679813,0.0975,0.3333714,0.1930964,0.238,0.2105106,0.2379782,0.189,0.3658675,0.2473361,0.218,0.1449464,0.1378606,0.147,1.043306,0.8789301,0.466,0.6737244,0.5517467,0.462,0.7594802,0.64098,0.732,0.2869307,0.2048831,0.145,1.533111,1.741047,0.754,0.9456448,1.134236,0.694,0.8929571,0.9567776,0.512,0.6779886,0.3955405,0.511,1.009002,0.6413767,0.596,1.325661,1.025822,0.437,1.420587,1.003131,0.856,0.3696116,0.4184789,0.204,1.900115,0.7134749,0.699,0.1905017,0.1785161,0.138,0.9416807,0.7806761,0.342,0.8671892,0.8012957,0.336,0.2272329,0.1867764,0.134,0.4914616,0.3277539,0.247,0.3221326,0.2005873,0.2,0.232496,0.1720819,0.291,0.1730526,0.1303718,0.185,0.198577,0.190827,0.101,0.350961,0.2926962,0.202,0.2318339,0.2078392,0.188,0.2614145,0.2477552,0.33,0.218397,0.2348042,0.33,0.1800838,0.1302489,0.157,0.19989,0.1933207,0.118,0.1477659,0.1349054,0.125,0.4208748,0.2826272,0.257,0.2036549,0.1885805,0.161,0.169744,0.1548972,0.149,0.4550545,0.4443922,0.447,0.598833,0.5620098,0.541,0.2034198,0.2089489,0.178,0.1971309,0.249519,0.149,1.586061,1.343196,0.483,0.2416437,0.2921886,0.259,0.410063,0.3736432,0.35,0.1606029,0.275461,0.23
0.19,0.1661976,0.1414924,0.308,0.5439633,0.5995036,0.358,0.4272749,0.4140965,0.224,0.5464843,0.4484044,0.635,0.2606789,0.3712619,0.328,0.1769342,0.123622,0.14,1.372162,1.463464,0.466,0.4145883,0.3482432,0.311,0.4291388,0.41317,0.179,0.4204013,0.3839834,0.218,0.5395114,0.4440437,0.176,0.6168886,0.7962816,0.225,0.1685198,0.1689003,0.115,0.3108413,0.5594427,0.17,0.4246307,0.3698681,0.227,0.3540787,0.4691432,0.137,1.16466,1.601958,1.13,0.1501256,0.2833602,0.0996,0.2959029,0.4547189,0.148,0.2333047,0.244949,0.264,0.7058678,0.660735,0.339,0.2022991,0.2223925,0.37,0.3592186,0.701746,0.11,0.2698143,0.2619866,0.171,0.2756407,0.2610645,0.188,0.2982666,0.3462916,0.179,0.2132742,0.2171609,0.153,0.4998241,0.3190772,0.167,0.8876987,0.7684191,0.399,0.5284874,0.420464,0.211,0.1869041,0.2324763,0.186,0.7166268,0.6095673,0.361,0.3342379,0.3021326,0.156,0.4560189,0.5397867,0.165,0.456066,0.7299775,0.361,0.4430469,0.3156523,0.352,0.2552503,0.3147964,0.249,0.410406,0.4599524,0.269,0.2802017,0.3446724,0.141,0.2854015,0.1765933,0.145,0.2262193,0.1799002,0.122,0.3228586,0.2169884,0.241,0.2248365,0.2239672,0.171,0.3951783,0.2929699,0.203,0.1579633,0.1418684,0.155,0.9947638,0.8871856,0.598,0.7673306,0.6680611,0.494,0.8434488,0.6662863,0.703,0.2933096,0.2159044,0.149,1.467809,2.115794,0.787,0.9692936,1.0734,0.564,0.8311287,0.8662678,0.513,0.7821483,0.369866,0.466,0.8358955,0.6818129,0.455,1.190417,0.9571601,0.412,1.712566,1.038707,0.765,0.3203302,0.4206049,0.218,1.84894,0.8071937,0.742,0.2152084,0.2015958,0.146,0.6037408,0.7501717,0.278,0.8315983,0.5878587,0.335,0.262308,0.1997255,0.133,0.5407985,0.322697,0.262,0.3117245,0.1932285,0.228,0.2560053,0.2051963,0.255,0.1591813,0.131982,0.162,0.1836253,0.2053868,0.0967,0.3652782,0.327761,0.226,0.2062206,0.2034264,0.184,0.2328037,0.274274,0.32,0.2246584,0.2187641,0.283,0.17529,0.1192516,0.16,0.194434,0.2160303,0.13,0.1744952,0.1437135,0.13,0.4525014,0.3837337,0.206,0.1699538,0.1639211,0.17,0.1854831,0.1923395,0.161,0.4918219,0.5108873,0.456,0.6315149,0.6042128,0.522,0.2218583,0.2183168,0.184,0.2422082,0.250084,0.151,1.723019,1.564668,0.444,0.2422099,0.27051,0.273,0.3984489,0.3766698,0.303,0.1618172,0.2765694,0.215
0.2,0.1909624,0.1678662,0.276,0.562845,0.6411651,0.302,0.4376656,0.4638465,0.198,0.5936223,0.4514293,0.461,0.2869956,0.3351414,0.351,0.1707944,0.1285669,0.139,1.557197,1.682443,0.546,0.4345952,0.3685239,0.338,0.4188271,0.3780017,0.179,0.4028162,0.440927,0.208,0.6226783,0.4920978,0.181,0.5548961,0.8291486,0.289,0.1586418,0.1988637,0.101,0.293149,0.5845255,0.169,0.444357,0.4448552,0.216,0.3394307,0.4711774,0.131,1.039151,1.639218,1.12,0.1762352,0.2705772,0.101,0.291294,0.4580649,0.128,0.1932441,0.2632606,0.245,0.6620002,0.6981466,0.395,0.2250624,0.2575873,0.312,0.4081793,0.6251472,0.112,0.2963702,0.273899,0.175,0.2722552,0.3330972,0.191,0.3120305,0.3724329,0.178,0.2407924,0.223165,0.155,0.5293568,0.3326479,0.153,0.9798177,0.7275823,0.415,0.4922681,0.3797894,0.219,0.213025,0.2489212,0.198,0.7014712,0.6300394,0.293,0.3748983,0.3040449,0.17,0.4666329,0.5523617,0.148,0.4636876,0.7449362,0.32,0.4184278,0.2685923,0.379,0.2641233,0.2974885,0.241,0.524646,0.5581234,0.226,0.3008049,0.2803909,0.189,0.2387385,0.1909785,0.161,0.2359679,0.1903259,0.107,0.3492388,0.2669266,0.199,0.2520567,0.2596295,0.183,0.4461235,0.2850096,0.223,0.1635718,0.1680986,0.156,1.048612,0.8295627,0.638,0.8398383,0.7062274,0.546,0.9123887,0.6858372,0.664,0.2934003,0.2332642,0.155,1.511941,2.224468,0.929,1.09606,1.124753,0.483,0.9011411,0.7637936,0.456,0.7512436,0.366982,0.396,1.07911,0.8141205,0.32,1.111,0.9435338,0.366,1.967494,1.10791,0.635,0.3361429,0.3883967,0.24,1.638242,0.7438961,0.687,0.2421425,0.2354401,0.146,0.6013205,0.7550712,0.23,0.9696025,0.5903,0.363,0.3087133,0.2540742,0.143,0.6207439,0.3231629,0.263,0.3076622,0.1949605,0.215,0.2496067,0.218203,0.26,0.2037048,0.1485841,0.178,0.1891822,0.2317912,0.119,0.3805055,0.3442571,0.183,0.2305037,0.1997101,0.176,0.2309152,0.2559157,0.267,0.2284559,0.2134926,0.235,0.161764,0.1289598,0.159,0.2197116,0.2271618,0.145,0.1878494,0.1464745,0.136,0.4309515,0.4328097,0.199,0.1833244,0.1667608,0.168,0.1733351,0.1885129,0.156,0.4771681,0.5472959,0.399,0.534828,0.5594974,0.492,0.2304936,0.2287015,0.182,0.2625761,0.2250368,0.162,1.738085,1.515861,0.404,0.2420769,0.2989868,0.312,0.4092509,0.4219691,0.251,0.1608808,0.2470692,0.19
0.22,0.2535121,0.1883097,0.229,0.49242,0.7227694,0.322,0.4711542,0.5650207,0.157,0.6162175,0.5240467,0.415,0.2982457,0.4111296,0.259,0.1551545,0.1377569,0.139,1.562382,1.772622,0.617,0.3824181,0.4586691,0.281,0.3847166,0.4191687,0.224,0.4040569,0.4991222,0.185,0.8340307,0.4742524,0.151,0.6180131,0.9730914,0.379,0.175828,0.2133621,0.0936,0.3810842,0.5290627,0.138,0.5726851,0.4785984,0.217,0.3691831,0.4130201,0.12,1.6093,1.552598,1.19,0.1713489,0.2735963,0.0834,0.324072,0.3128536,0.0911,0.1942207,0.2396039,0.174,0.6421175,0.5492347,0.362,0.2322608,0.2328059,0.241,0.4178762,0.4358647,0.124,0.272931,0.268824,0.194,0.2980252,0.3756376,0.174,0.3224872,0.4711715,0.211,0.2685684,0.262416,0.157,0.5171112,0.5244406,0.138,0.7732195,0.7471783,0.376,0.5003074,0.3223216,0.241,0.234524,0.3044936,0.185,0.6293035,0.5910228,0.339,0.3440577,0.3236133,0.172,0.5036801,0.6558462,0.175,0.5449802,0.8046602,0.259,0.5151623,0.2387782,0.333,0.3404902,0.2992687,0.22,0.8620928,0.612397,0.229,0.3597115,0.2498112,0.19,0.2239892,0.2092857,0.148,0.2537981,0.2188664,0.137,0.4627037,0.2688469,0.196,0.2701133,0.3021309,0.207,0.3829375,0.2835636,0.226,0.17783,0.2122857,0.126,1.213923,0.7644432,0.459,0.7722706,0.7497478,0.522,1.039759,0.6772573,0.733,0.3112022,0.2623557,0.161,1.664203,2.132038,0.746,1.167998,1.056139,0.404,0.9051126,0.7324432,0.394,0.7638992,0.4380185,0.388,0.958154,0.7132108,0.361,1.135636,0.7488468,0.319,1.444965,1.094673,0.661,0.4742016,0.3209997,0.208,1.767311,0.7395572,0.664,0.2813688,0.2270232,0.172,0.5859036,0.7802947,0.181,0.9714431,0.8069821,0.458,0.3528763,0.2882771,0.117,0.6164145,0.3402089,0.267,0.3123077,0.2015066,0.219,0.2824808,0.2569428,0.214,0.2398403,0.1941164,0.192,0.2418662,0.2070124,0.157,0.3345941,0.3225056,0.164,0.2706411,0.230875,0.2,0.2590084,0.2395479,0.2,0.232172,0.2283486,0.298,0.1614742,0.1254715,0.151,0.2216959,0.2039488,0.168,0.1855829,0.1391123,0.134,0.4241787,0.4330565,0.2,0.2018035,0.1730081,0.198,0.1614043,0.1817645,0.181,0.3651583,0.6855716,0.399,0.4742992,0.4819945,0.443,0.2634864,0.2173003,0.172,0.2501589,0.2391982,0.14,1.757809,1.093099,0.359,0.2679124,0.30316,0.343,0.3461827,0.4031881,0.207,0.148915,0.2416543,0.23
0.24,0.246437,0.1502613,0.179,0.5934734,0.7593355,0.391,0.4426623,0.5865387,0.21,0.7455063,0.5453594,0.391,0.3444766,0.4374451,0.211,0.1580256,0.1206241,0.154,1.980232,1.659983,0.655,0.3881614,0.4172427,0.21,0.3299358,0.4221015,0.18,0.4844703,0.6527549,0.201,0.6789291,0.5285526,0.138,0.8438511,1.021727,0.404,0.1850268,0.1999212,0.135,0.4251083,0.4577166,0.156,0.5807513,0.6089645,0.236,0.3787285,0.447487,0.127,2.020335,1.539247,1.17,0.1852038,0.2882329,0.0944,0.5161147,0.3555581,0.0959,0.1854191,0.2531299,0.207,0.5072542,0.5869179,0.417,0.2369629,0.2401363,0.222,0.3698245,0.3158589,0.138,0.3002341,0.2749662,0.238,0.3649592,0.5131525,0.176,0.2897522,0.2896568,0.241,0.2126945,0.2314323,0.122,0.5900276,0.6375549,0.148,0.9141966,0.8314433,0.308,0.4467183,0.3556307,0.201,0.2248035,0.3398587,0.222,0.5845436,0.7359107,0.343,0.4065817,0.3657558,0.154,0.4901534,0.6226768,0.16,0.5046497,0.796024,0.285,0.5024405,0.2495419,0.256,0.3196135,0.339159,0.206,0.7177594,0.5970244,0.221,0.3779029,0.3373979,0.161,0.2306837,0.1861843,0.116,0.2908433,0.2939963,0.141,0.4148936,0.2798675,0.208,0.3132122,0.4138578,0.213,0.3488973,0.2571798,0.24,0.1991791,0.199098,0.118,0.9855772,0.8748885,0.442,0.8366677,0.6474032,0.572,1.06234,0.6527171,0.631,0.3370365,0.2873349,0.143,1.752165,2.428739,0.762,1.06202,0.9706563,0.445,0.9104324,0.6061717,0.285,0.9311744,0.4087704,0.31,0.8115216,0.7783117,0.351,1.2131,0.9688024,0.285,1.361149,0.9156632,0.849,0.4949139,0.3982167,0.191,1.891844,0.9152531,0.744,0.3049749,0.209704,0.18,0.4870575,0.7673109,0.186,0.9121093,1.071697,0.407,0.3574955,0.2149892,0.128,0.5853798,0.3400847,0.277,0.3315381,0.2359331,0.233,0.3884275,0.3462146,0.265,0.2128524,0.1991651,0.21,0.2564235,0.2239825,0.156,0.3149911,0.3303198,0.187,0.3011568,0.2847294,0.181,0.2986609,0.2590673,0.227,0.3211996,0.2192438,0.27,0.1743657,0.1229095,0.128,0.2571462,0.176492,0.144,0.1820946,0.1610093,0.21,0.3348493,0.4266484,0.161,0.1961517,0.1876613,0.183,0.1751921,0.1845948,0.187,0.4084882,0.7275366,0.306,0.4231313,0.5186735,0.411,0.2625821,0.2568348,0.148,0.2621804,0.2900493,0.124,2.546412,1.109249,0.358,0.2309709,0.3453535,0.308,0.4011405,0.4667594,0.244,0.145454,0.2689904,0.226
