
 PEER Ground Motion Database, Time Series Search Report -- NGA-West2 -- 2021-09-08


 -- Summary of PEER Ground Motion Database Search Criteria --
Magnitude Min:, 7.5
Magnitude Max:, 7.8
Rrup Min (km):, 55.0
Rrup Max (km):, 80.0
Rjb Min (km):, -1.0e-06
Rjb Max (km):, 99999
Vs30 Min (m/sec):, -1.0e-06
Vs30 Max (m/sec):, 99999
D9-95 Min (sec):, -1.0e-06
D9-95 Max (sec):, 99999
Scale Factor Min:, -1.0e-06
Scale Factor Max:, 99999
Period Array:, 
Weight Array:, 
Record Sequence Number:, 
Earthquake Name:, chi-chi
Station Name:, 
User-Defined Maximum Number of Records:, 
Pulse:, 1
Damping Ratio:, 0.05
Scaling Method:, No Scaling
Suite Average:, Arithmetic
Single-Period-Scaling Period (sec):, 
Component:, SRSS
Fault Type:, All Types


 -- Summary of Metadata of Selected Records --
Result ID, Spectral Ordinate, Record Sequence Number, Mean Squared Error, Scale Factor, Tp-Pulse Period (sec), 5-75% Duration (sec), 5-95% Duration (sec), Arias Intensity (m/sec), Earthquake Name, Year, Station Name, Magnitude, Mechanism, Rjb (km), Rrup (km), Vs30 (m/sec), Lowest Useable Frequency (Hz), Initial-search Scale Factor, Horizontal-1 Acc. Filename, Horizontal-2 Acc. Filename, Vertical Acc. Filename
59, SRSS, 1580, -, 1.0, -, 26.3, 41.6, 0.0, "Chi-Chi_ Taiwan", 1999, "TTN028", 7.62, Reverse Oblique, 75.89, 78.48, 616.17, 0.025, 1.0, RSN1580_CHICHI_TTN028-E.AT2, RSN1580_CHICHI_TTN028-N.AT2 , RSN1580_CHICHI_TTN028-V.AT2  
60, SRSS, 1581, -, 1.0, -, 17.3, 28.5, 0.2, "Chi-Chi_ Taiwan", 1999, "TTN031", 7.62, Reverse Oblique, 52.63, 56.3, 510.62, 0.0375, 1.0, RSN1581_CHICHI_TTN031-E.AT2, RSN1581_CHICHI_TTN031-N.AT2 , RSN1581_CHICHI_TTN031-V.AT2  
61, SRSS, 1582, -, 1.0, -, 17.2, 27.3, 0.1, "Chi-Chi_ Taiwan", 1999, "TTN032", 7.62, Reverse Oblique, 54.07, 57.65, 734.26, 0.0375, 1.0, RSN1582_CHICHI_TTN032-E.AT2, RSN1582_CHICHI_TTN032-N.AT2 , RSN1582_CHICHI_TTN032-V.AT2  
62, SRSS, 1583, -, 1.0, -, 20.7, 34.2, 0.0, "Chi-Chi_ Taiwan", 1999, "TTN033", 7.62, Reverse Oblique, 55.96, 59.43, 670.8, 0.041, 1.0, RSN1583_CHICHI_TTN033-E.AT2, RSN1583_CHICHI_TTN033-N.AT2 , RSN1583_CHICHI_TTN033-V.AT2  
63, SRSS, 1584, -, 1.0, -, 26.8, 41.5, 0.0, "Chi-Chi_ Taiwan", 1999, "TTN036", 7.62, Reverse Oblique, 77.46, 80.0, 538.69, 0.025, 1.0, RSN1584_CHICHI_TTN036-E.AT2, RSN1584_CHICHI_TTN036-N.AT2 , RSN1584_CHICHI_TTN036-V.AT2  
64, SRSS, 1587, -, 1.0, -, 21.0, 34.6, 0.1, "Chi-Chi_ Taiwan", 1999, "TTN042", 7.62, Reverse Oblique, 62.11, 65.25, 845.34, 0.0375, 1.0, RSN1587_CHICHI_TTN042-N.AT2, RSN1587_CHICHI_TTN042-W.AT2 , RSN1587_CHICHI_TTN042-V.AT2  
65, SRSS, 1588, -, 1.0, -, 25.4, 49.0, 0.2, "Chi-Chi_ Taiwan", 1999, "TTN044", 7.62, Reverse Oblique, 55.47, 58.97, 419.63, 0.0375, 1.0, RSN1588_CHICHI_TTN044-N.AT2, RSN1588_CHICHI_TTN044-W.AT2 , RSN1588_CHICHI_TTN044-V.AT2  
66, SRSS, 1589, -, 1.0, -, 29.7, 47.7, 0.1, "Chi-Chi_ Taiwan", 1999, "TTN045", 7.62, Reverse Oblique, 57.79, 61.16, 539.98, 0.0625, 1.0, RSN1589_CHICHI_TTN045-N.AT2, RSN1589_CHICHI_TTN045-W.AT2 , RSN1589_CHICHI_TTN045-V.AT2  
67, SRSS, 1590, -, 1.0, -, 19.2, 30.0, 0.2, "Chi-Chi_ Taiwan", 1999, "TTN046", 7.62, Reverse Oblique, 62.79, 65.9, 528.12, 0.0375, 1.0, RSN1590_CHICHI_TTN046-N.AT2, RSN1590_CHICHI_TTN046-W.AT2 , RSN1590_CHICHI_TTN046-V.AT2  
68, SRSS, 1591, -, 1.0, -, 31.4, 54.8, 0.0, "Chi-Chi_ Taiwan", 1999, "TTN047", 7.62, Reverse Oblique, 71.25, 74.0, 573.04, 0.0375, 1.0, RSN1591_CHICHI_TTN047-N.AT2, RSN1591_CHICHI_TTN047-W.AT2 ,  -----   
69, SRSS, 1592, -, 1.0, -, 29.7, 45.3, 0.0, "Chi-Chi_ Taiwan", 1999, "TTN048", 7.62, Reverse Oblique, 77.14, 79.69, 373.54, 0.0375, 1.0, RSN1592_CHICHI_TTN048-N.AT2, RSN1592_CHICHI_TTN048-W.AT2 , RSN1592_CHICHI_TTN048-V.AT2  

 These records were obtained from the NGA-West2 On-Line Ground-Motion Database Tool
 These records are UNSCALED, AS RECORDED
 Filename Extension: 
   ,AT2 = Acceleration
   ,VT2 = Velocity
   ,DT2 = Displacement
 The users of the NGA-West2 databases, flatfiles, models and reports are requested to acknowledge the Pacific Earthquake Engineering Research Center (PEER) in their work and publications.

 -- Scaled Spectra used in Search & Scaling --
Period (sec),Arithmetic Mean pSa (g),Arithmetic Mean + Sigma pSa (g),Arithmetic Mean - Sigma pSa (g),RSN-1185 SRSS pSa (g),RSN-1188 SRSS pSa (g),RSN-1189 SRSS pSa (g),RSN-1191 SRSS pSa (g),RSN-1207 SRSS pSa (g),RSN-1214 SRSS pSa (g),RSN-1215 SRSS pSa (g),RSN-1216 SRSS pSa (g),RSN-1217 SRSS pSa (g),RSN-1218 SRSS pSa (g),RSN-1219 SRSS pSa (g),RSN-1220 SRSS pSa (g),RSN-1226 SRSS pSa (g),RSN-1229 SRSS pSa (g),RSN-1237 SRSS pSa (g),RSN-1242 SRSS pSa (g),RSN-1256 SRSS pSa (g),RSN-1257 SRSS pSa (g),RSN-1260 SRSS pSa (g),RSN-1261 SRSS pSa (g),RSN-1263 SRSS pSa (g),RSN-1265 SRSS pSa (g),RSN-1269 SRSS pSa (g),RSN-1271 SRSS pSa (g),RSN-1290 SRSS pSa (g),RSN-1291 SRSS pSa (g),RSN-1292 SRSS pSa (g),RSN-1305 SRSS pSa (g),RSN-1321 SRSS pSa (g),RSN-1322 SRSS pSa (g),RSN-1333 SRSS pSa (g),RSN-1335 SRSS pSa (g),RSN-1338 SRSS pSa (g),RSN-1339 SRSS pSa (g),RSN-1345 SRSS pSa (g),RSN-1346 SRSS pSa (g),RSN-1347 SRSS pSa (g),RSN-1348 SRSS pSa (g),RSN-1349 SRSS pSa (g),RSN-1360 SRSS pSa (g),RSN-1361 SRSS pSa (g),RSN-1387 SRSS pSa (g),RSN-1464 SRSS pSa (g),RSN-1469 SRSS pSa (g),RSN-1473 SRSS pSa (g),RSN-1475 SRSS pSa (g),RSN-1514 SRSS pSa (g),RSN-1518 SRSS pSa (g),RSN-1555 SRSS pSa (g),RSN-1557 SRSS pSa (g),RSN-1558 SRSS pSa (g),RSN-1560 SRSS pSa (g),RSN-1569 SRSS pSa (g),RSN-1572 SRSS pSa (g),RSN-1576 SRSS pSa (g),RSN-1577 SRSS pSa (g),RSN-1578 SRSS pSa (g),RSN-1579 SRSS pSa (g),RSN-1580 SRSS pSa (g),RSN-1581 SRSS pSa (g),RSN-1582 SRSS pSa (g),RSN-1583 SRSS pSa (g),RSN-1584 SRSS pSa (g),RSN-1587 SRSS pSa (g),RSN-1588 SRSS pSa (g),RSN-1589 SRSS pSa (g),RSN-1590 SRSS pSa (g),RSN-1591 SRSS pSa (g),RSN-1592 SRSS pSa (g)
0.01,0.08897311,0.13705597,0.05775898,0.08196195,0.14588345,0.07604352,0.07910598,0.08887857,0.06670877,0.07586636,0.06739427,0.06177674,0.05159016,0.07792736,0.08907997,0.0954119,0.09940427,0.1053495,0.08096015,0.10453778,0.14635621,0.10810068,0.13399341,0.10291135,0.13766217,0.18724532,0.14672935,0.09021381,0.09298087,0.2275451,0.05363398,0.09309286,0.05389094,0.07636991,0.08631284,0.09149996,0.08552895,0.07302613,0.11056593,0.12579653,0.09684595,0.12333035,0.04307825,0.09433873,0.05236289,0.09803366,0.09695067,0.08015751,0.14973571,0.12323965,0.08323064,0.17597176,0.11457975,0.03662796,0.05874003,0.0670515,0.04181995,0.03965429,0.06033959,0.04734021,0.04708973,0.02510131,0.11461196,0.09577941,0.05042797,0.03905904,0.0820848,0.07526375,0.05226366,0.13180621,0.03641172,0.03447868
0.02,0.08928897,0.1376818,0.0579054,0.08211772,0.14644418,0.07627939,0.07950302,0.08942046,0.06714332,0.07607498,0.06749282,0.06192337,0.05184396,0.07809926,0.08916177,0.095531,0.09960789,0.10590745,0.08106243,0.10490072,0.14650307,0.10826232,0.13475008,0.10312012,0.13808364,0.18820387,0.14718376,0.09052816,0.09323829,0.22963768,0.05391018,0.09329568,0.05399964,0.07671053,0.08677103,0.09254031,0.08569377,0.07312333,0.11090973,0.12795633,0.0972253,0.12420553,0.04313755,0.09442202,0.05266187,0.09817105,0.09703596,0.08031248,0.15009637,0.12333998,0.08428821,0.17629276,0.11471702,0.03668076,0.05884349,0.06720445,0.04189904,0.03983622,0.06045517,0.04740965,0.04716975,0.02516341,0.11485639,0.09594028,0.05055184,0.03908475,0.08229957,0.07533247,0.05231494,0.13205473,0.03645177,0.03454855
0.022,0.0893887,0.13791386,0.05793718,0.08225213,0.14691882,0.07630314,0.07952103,0.08959909,0.06729324,0.07607489,0.06752901,0.06194405,0.05192894,0.07827874,0.08918498,0.09558264,0.09966928,0.10598689,0.08107043,0.1048983,0.14654192,0.1083033,0.13498027,0.10325385,0.13805459,0.18848201,0.14735181,0.09046831,0.09332535,0.23064325,0.05419873,0.09338768,0.05411128,0.07680335,0.08691774,0.09265379,0.08574275,0.07317717,0.11102759,0.12864584,0.09710876,0.12407095,0.04316053,0.09443778,0.05273576,0.09820397,0.09708358,0.08038481,0.1506984,0.12336662,0.08452722,0.17634851,0.11476346,0.03669818,0.05886992,0.0672488,0.04192124,0.03992089,0.06046536,0.04742862,0.04718844,0.02518109,0.11504378,0.09598213,0.05058359,0.03909206,0.08236298,0.07536057,0.05231412,0.13212883,0.03646559,0.03456768
0.025,0.08964719,0.1384262,0.05805706,0.08213876,0.14669269,0.07660177,0.07982389,0.09017966,0.06755425,0.07621959,0.06756072,0.06205787,0.0520661,0.07841997,0.08923253,0.09562739,0.09977004,0.10624983,0.08103139,0.10510477,0.14662026,0.10864745,0.13493109,0.10337336,0.1385951,0.18874561,0.14762342,0.09069121,0.09344957,0.23129377,0.05428625,0.09363579,0.05412802,0.07696848,0.08725135,0.09308404,0.08581495,0.07338282,0.11135291,0.13554858,0.09726945,0.12488036,0.04317649,0.09447033,0.05289348,0.09829002,0.09711491,0.08047561,0.15129977,0.12341785,0.08524425,0.17650815,0.11488159,0.03672263,0.05892763,0.06733152,0.04195396,0.04000128,0.06050967,0.04746106,0.04721517,0.02520632,0.11527469,0.0959967,0.05067996,0.03910451,0.08249417,0.07540284,0.05234777,0.13225796,0.03648544,0.03460543
0.029,0.0900032,0.13920631,0.05819116,0.08241572,0.14728562,0.07673575,0.07969762,0.09055703,0.06792146,0.07630736,0.0676488,0.06213598,0.05216604,0.07846774,0.08932463,0.09569635,0.09991678,0.10655326,0.08126094,0.10550285,0.14673733,0.10915821,0.13565867,0.10348706,0.13818902,0.18960267,0.14804722,0.09102686,0.09341953,0.23350021,0.05463816,0.09370627,0.05474652,0.07725464,0.08771067,0.09428327,0.08592483,0.07337469,0.11231133,0.14153052,0.09790888,0.12524609,0.04321889,0.09449324,0.05312141,0.09838952,0.09712166,0.08063793,0.15237518,0.12349145,0.08674232,0.17689054,0.11478401,0.03676281,0.05903528,0.06748179,0.04202703,0.04025613,0.06059194,0.04750642,0.04729867,0.02526503,0.1152647,0.09631967,0.05081001,0.0391248,0.08264268,0.07544866,0.05240097,0.13247782,0.03652422,0.03465963
0.03,0.09010262,0.13941753,0.05823143,0.08232141,0.14706399,0.07698919,0.07992877,0.09132205,0.0680446,0.07640541,0.06766257,0.0621817,0.05214845,0.07870066,0.08935169,0.09574417,0.09995881,0.10657237,0.08143376,0.10561615,0.14677121,0.10902089,0.13607055,0.10341976,0.13778065,0.1913087,0.1481965,0.0913566,0.09349852,0.23386621,0.05461212,0.09425248,0.0549014,0.07731737,0.08768921,0.09479299,0.08596129,0.07333269,0.11255321,0.14038671,0.09825288,0.12507842,0.04323553,0.09451903,0.05316052,0.09841553,0.09711148,0.08067656,0.15348159,0.12353407,0.08697961,0.17699693,0.1149025,0.03678284,0.05906606,0.06747252,0.04205376,0.04027741,0.06062677,0.04752029,0.04734213,0.0252817,0.11518634,0.09629345,0.05085129,0.03913074,0.08271195,0.07546851,0.05240494,0.13252299,0.03652922,0.03467864
0.032,0.09031118,0.13980082,0.05834092,0.08234921,0.14765161,0.0774228,0.08005364,0.09160882,0.06822241,0.07650217,0.0678641,0.06237823,0.05220336,0.07917279,0.08937556,0.09582745,0.10006637,0.10665323,0.08152468,0.10574191,0.14685309,0.10940982,0.13680069,0.10406654,0.13793982,0.19334157,0.14812155,0.09192445,0.09377426,0.23381095,0.05472194,0.09477969,0.05493002,0.07744827,0.08791107,0.09474286,0.0860539,0.07367194,0.11221102,0.1419643,0.10011109,0.12484145,0.04328525,0.09459874,0.05324073,0.0984508,0.09737983,0.08089198,0.15370056,0.12359436,0.08702069,0.17724,0.11507392,0.0368131,0.05909898,0.06760895,0.04209714,0.04029386,0.06073717,0.04754536,0.04742843,0.02529832,0.11526919,0.09622731,0.05087375,0.03914148,0.08271823,0.07552013,0.0524475,0.1325779,0.03654173,0.03470726
0.035,0.09046053,0.13979092,0.05853819,0.08253709,0.1483926,0.07777161,0.08043093,0.09198238,0.06829674,0.07641891,0.06782036,0.06247876,0.05234104,0.07956817,0.08936377,0.09595646,0.10022335,0.10708069,0.08204182,0.10581297,0.14696776,0.11094188,0.13685649,0.10411263,0.13829248,0.19363972,0.14926758,0.09193232,0.09387308,0.23272086,0.05490799,0.09521844,0.05520805,0.07769025,0.08852652,0.09652235,0.08609439,0.07367218,0.11192752,0.13692925,0.10092902,0.12521132,0.04332572,0.09463547,0.05329775,0.09870395,0.09722548,0.08130735,0.15351764,0.12361859,0.08842176,0.1770842,0.11560891,0.03681581,0.05913635,0.06773449,0.0421675,0.04051468,0.06085477,0.04755891,0.04734392,0.02536804,0.11615811,0.09620467,0.05116609,0.03915559,0.08273773,0.07558026,0.05247794,0.13278889,0.0365673,0.0347392
0.036,0.09062111,0.1401181,0.05860903,0.08269309,0.1487176,0.07752591,0.08067264,0.09249601,0.06833926,0.07659284,0.06793655,0.06256046,0.05242063,0.07979777,0.08936841,0.09597575,0.1002665,0.10726725,0.08219033,0.10595844,0.14701346,0.11162197,0.13699199,0.10447075,0.13826358,0.19467306,0.1494347,0.09185061,0.09395031,0.23292585,0.05501881,0.09533511,0.05508518,0.07782204,0.08858118,0.09761896,0.08613028,0.07364549,0.11199718,0.1404176,0.10045355,0.12494217,0.04335589,0.0946224,0.0534057,0.09875712,0.09722569,0.08141412,0.15338552,0.12364679,0.08967272,0.1769833,0.1157158,0.03683009,0.0591734,0.06777139,0.04217037,0.04057042,0.06075004,0.04755099,0.047256,0.02537795,0.11628803,0.09635249,0.05123671,0.03916263,0.0827997,0.07560839,0.05245854,0.13294243,0.03657877,0.03476995
0.04,0.09111035,0.14081268,0.05895134,0.08264392,0.14638416,0.07806795,0.08179082,0.09196265,0.06822518,0.07700681,0.06767321,0.06332061,0.05296564,0.08010042,0.08947722,0.09577085,0.10050192,0.10740532,0.08213215,0.10679539,0.14721345,0.1131839,0.13814344,0.10577019,0.13816292,0.19121984,0.15030417,0.09228439,0.09489309,0.23189395,0.05547115,0.09510825,0.0551419,0.07854813,0.08862706,0.09783367,0.08632309,0.07369381,0.11362501,0.15228192,0.100765,0.12518196,0.04342344,0.0946763,0.05360232,0.09911583,0.09780366,0.08122022,0.15493853,0.12390993,0.09470953,0.17925132,0.11611956,0.03695561,0.05926009,0.06796063,0.04219963,0.04055813,0.06095507,0.04758486,0.04759033,0.02546269,0.11709668,0.09689007,0.05157374,0.03919278,0.08345077,0.07568537,0.05240138,0.13363276,0.03658442,0.03491433
0.042,0.09146228,0.14145837,0.05913647,0.08243574,0.1461861,0.07882184,0.0826405,0.09281604,0.06829565,0.07720265,0.0677401,0.06347904,0.05352537,0.08018306,0.08972084,0.0958907,0.10066317,0.10801589,0.08275251,0.10700984,0.1472976,0.11336219,0.13715242,0.10621914,0.13789027,0.19101171,0.15286199,0.09260733,0.09538849,0.23319682,0.05556432,0.09490675,0.05574054,0.07884816,0.08893726,0.10334652,0.08648934,0.07333677,0.11375041,0.15598532,0.09996822,0.12587603,0.04346188,0.09470558,0.0536006,0.09911755,0.09793059,0.08131762,0.15553361,0.12410096,0.09730251,0.17978458,0.11636643,0.0370397,0.05935389,0.06817201,0.042283,0.04035704,0.06114269,0.04765764,0.04760268,0.02551494,0.11679885,0.09675341,0.05144478,0.03920808,0.08349818,0.07564389,0.0525089,0.13402707,0.03660857,0.03494335
0.044,0.0919212,0.14199137,0.05950719,0.08301634,0.14763812,0.07943353,0.08327367,0.09433039,0.06892703,0.0770877,0.0684849,0.06358872,0.05395637,0.08026976,0.08989296,0.09679212,0.1008176,0.1082774,0.08353218,0.10715051,0.14734686,0.11376626,0.13784381,0.10750379,0.13829612,0.19118032,0.15404386,0.09382745,0.09627313,0.23379527,0.0554897,0.09440062,0.05733019,0.07926928,0.08874805,0.10736009,0.08674219,0.07328812,0.11329187,0.15010637,0.1010697,0.12739563,0.04349712,0.09479572,0.0539986,0.0990702,0.09819118,0.08139659,0.15785166,0.12403994,0.10715607,0.1804169,0.11603364,0.03709018,0.05943612,0.06832427,0.04232811,0.04046269,0.06097562,0.04771558,0.04771966,0.0255897,0.11676955,0.09675878,0.05129137,0.03922381,0.08337244,0.07566483,0.05255067,0.1343174,0.03668735,0.03499913
0.045,0.09217658,0.14243995,0.05964986,0.08314816,0.14809095,0.07986698,0.08319139,0.09491769,0.06930393,0.07729754,0.06862213,0.06361353,0.05390301,0.08073644,0.08969399,0.09727658,0.10093348,0.10891465,0.08361442,0.10712979,0.1473792,0.11392828,0.13782287,0.10829779,0.13853807,0.19334902,0.1546256,0.09418558,0.09642471,0.23428592,0.05499347,0.0939791,0.05764235,0.07949633,0.08943203,0.11083355,0.08682734,0.07356815,0.11305933,0.14601951,0.10193148,0.12804231,0.04346834,0.09486069,0.05420112,0.09909279,0.09839383,0.08140278,0.15895987,0.12404643,0.11184602,0.18095905,0.11600265,0.03709745,0.05948701,0.06835031,0.04231918,0.0404519,0.06108429,0.04779115,0.04782046,0.02562268,0.11677428,0.09708367,0.05119741,0.03923326,0.08343147,0.07575205,0.05254038,0.13427533,0.03671168,0.03501013
0.046,0.09248287,0.14309878,0.05977046,0.08332458,0.14814746,0.08004538,0.08293163,0.09485421,0.06941208,0.07773177,0.06931361,0.06368073,0.05380061,0.0814387,0.08942968,0.09753513,0.10105349,0.10944315,0.0836867,0.10709287,0.14743518,0.11368329,0.13822876,0.10873475,0.13857094,0.19627421,0.15527541,0.09479535,0.09636012,0.23544203,0.05468754,0.09383834,0.05748443,0.07973997,0.09029501,0.11403271,0.08684909,0.07379304,0.11271163,0.14413884,0.1030835,0.12850584,0.0434234,0.09490665,0.0543911,0.09918236,0.09849723,0.08155461,0.1596626,0.12412828,0.11796133,0.18128688,0.11605789,0.03709997,0.05956515,0.06840396,0.04233719,0.04067491,0.06121014,0.04784392,0.04786299,0.02568231,0.11678009,0.09747968,0.05105332,0.03924361,0.08360752,0.07582164,0.05250625,0.13446565,0.03671789,0.03502742
0.048,0.09298004,0.14416178,0.05996934,0.08396967,0.14812205,0.08048734,0.08319616,0.09302563,0.06954861,0.07822342,0.0711531,0.06355846,0.05360749,0.08246993,0.09007443,0.0975569,0.10110597,0.10944948,0.08338564,0.10686444,0.14758658,0.11238712,0.14050066,0.1084097,0.13864102,0.19933947,0.15590725,0.09543498,0.09643458,0.2364777,0.05513918,0.09357356,0.05696772,0.0800003,0.0915004,0.11486348,0.08689149,0.07377433,0.11402992,0.15087948,0.10522132,0.12815866,0.04336115,0.09492698,0.05472949,0.09938164,0.09862054,0.08184478,0.16015856,0.12402668,0.12588909,0.18145441,0.11614756,0.03714297,0.05982092,0.06844594,0.04242318,0.04171644,0.06114062,0.04786567,0.0479422,0.02577417,0.11738292,0.09713364,0.05167266,0.03926071,0.08397891,0.07599586,0.05251979,0.13509786,0.03674208,0.03510738
0.05,0.09322288,0.14457728,0.06010975,0.08445664,0.14997758,0.08139691,0.08349348,0.09367272,0.06942526,0.07804672,0.07142842,0.06330963,0.05338851,0.08246068,0.09082329,0.09683147,0.10117312,0.10991218,0.08274944,0.10668487,0.14775399,0.11102679,0.14166413,0.10766517,0.13892607,0.19893,0.15369775,0.09588686,0.0974809,0.23637181,0.05640065,0.09368467,0.05820958,0.08005778,0.09207677,0.11054992,0.08714601,0.0730677,0.11587982,0.16320705,0.10735168,0.12768331,0.0434573,0.09491818,0.05489497,0.09983714,0.09880851,0.08196672,0.15970477,0.12360157,0.1231334,0.18067409,0.11651785,0.03720825,0.05991901,0.06829164,0.04244488,0.04315482,0.06101473,0.04789811,0.04813748,0.02574311,0.11780199,0.09702056,0.05216907,0.03927103,0.08410957,0.07619834,0.05258206,0.13600722,0.03676555,0.03517722
0.055,0.09441948,0.14798159,0.06024424,0.08320139,0.15066136,0.08087113,0.08471641,0.0953353,0.07145169,0.07888248,0.07000133,0.0631902,0.05490494,0.08164616,0.09085343,0.09709277,0.10125068,0.11153868,0.08184777,0.10805585,0.14807404,0.11105053,0.14212659,0.10575479,0.13996265,0.19866055,0.15428895,0.09504491,0.09873661,0.24127812,0.05823573,0.09569981,0.0596495,0.08013844,0.09595609,0.11568507,0.08820342,0.07524092,0.11918872,0.20265837,0.10741867,0.13101166,0.04372591,0.09507374,0.05488976,0.10066807,0.09963137,0.08169276,0.16156425,0.12479801,0.11394555,0.18159397,0.11654237,0.03780745,0.06015811,0.0688112,0.0427079,0.04344776,0.06206679,0.04802499,0.04825151,0.02608455,0.11774768,0.10082286,0.05313137,0.03932866,0.08444931,0.07589464,0.05256774,0.13775765,0.03694178,0.03525082
0.06,0.095648,0.15093057,0.06061423,0.0833319,0.15367489,0.08207838,0.08795277,0.09875189,0.07286496,0.07730512,0.07097896,0.06411639,0.05630412,0.0811578,0.09299038,0.09690902,0.10172759,0.11593725,0.08431451,0.10765571,0.1489582,0.11189145,0.14796635,0.10587858,0.13814779,0.19656456,0.16344062,0.09780337,0.09714158,0.24280569,0.05807074,0.09706037,0.05956479,0.0803161,0.09572906,0.11846334,0.0887899,0.07716379,0.12269273,0.22297453,0.10558413,0.13385121,0.04406139,0.09521463,0.05484604,0.10121691,0.09901835,0.08219661,0.1599761,0.12503571,0.11870028,0.18310972,0.11807648,0.03853904,0.06028497,0.0690217,0.04268264,0.04348657,0.06329805,0.04874528,0.04802858,0.02610869,0.11870058,0.10230803,0.05395614,0.03939129,0.08482524,0.07580091,0.05300497,0.13875409,0.03716575,0.03524702
0.065,0.09726588,0.1539446,0.06145491,0.08348495,0.1509137,0.08595331,0.0860292,0.09760619,0.07820759,0.08012948,0.0710095,0.06415643,0.05904021,0.08318341,0.0968615,0.09759154,0.10163012,0.12007465,0.08365699,0.10924043,0.14911861,0.11141445,0.15395889,0.10563683,0.13963823,0.19219964,0.15506088,0.10254854,0.09690407,0.24530125,0.06109797,0.09770435,0.06503488,0.08251814,0.09206335,0.14361665,0.08959519,0.07595388,0.12077389,0.24057111,0.10503852,0.13545816,0.0444297,0.0953377,0.0576987,0.10039127,0.09877276,0.08338395,0.16604222,0.12518493,0.14254763,0.18184704,0.11801074,0.03854905,0.06052088,0.06986626,0.04292368,0.04394133,0.06585186,0.04943989,0.04935134,0.02611618,0.12168492,0.10214995,0.05299231,0.0394989,0.08456411,0.07684938,0.05322323,0.13766687,0.03717088,0.03536153
0.067,0.09803236,0.15623629,0.0615116,0.08577969,0.1525101,0.08744637,0.08614211,0.09846614,0.07936603,0.08161557,0.0727053,0.0642895,0.05979268,0.08445328,0.09794387,0.09783012,0.10183399,0.12119651,0.08341451,0.110264,0.14960599,0.11362232,0.1540147,0.1054724,0.14125226,0.19259233,0.1510173,0.10297435,0.09832049,0.25140515,0.06268381,0.09756721,0.06505565,0.08207389,0.09315659,0.14402488,0.09043663,0.07449509,0.12007527,0.25711854,0.10510601,0.13660297,0.04457748,0.09531191,0.05848621,0.09999198,0.09920918,0.08456993,0.16733682,0.12471345,0.14169218,0.18342187,0.11843021,0.03846048,0.06058152,0.07048878,0.04303893,0.0441229,0.06710514,0.04972956,0.04935692,0.02673138,0.12147073,0.1029242,0.05365544,0.03954953,0.08590195,0.07712838,0.05316766,0.13661341,0.03725873,0.03548232
0.07,0.09950578,0.16078365,0.06158213,0.08931919,0.15239771,0.08812673,0.08678917,0.10074031,0.07973989,0.08402996,0.07434142,0.06499804,0.06130554,0.08660039,0.09809227,0.09776741,0.10205694,0.12321338,0.08464596,0.1093688,0.15028201,0.11647712,0.15182482,0.1074374,0.14291987,0.19853802,0.1557581,0.10220864,0.09895924,0.25240428,0.06332578,0.09695824,0.06316071,0.08183877,0.09529801,0.15207498,0.09164922,0.07732232,0.11921982,0.28441247,0.1088863,0.13380551,0.04442234,0.09530441,0.05959147,0.10186085,0.10008281,0.08507002,0.17108384,0.1251946,0.15144482,0.18534745,0.11917746,0.03837023,0.06042478,0.07033611,0.04310203,0.0434051,0.06837536,0.04974383,0.0492874,0.02673182,0.12140692,0.1044703,0.05494685,0.0395905,0.08723944,0.07777678,0.05325751,0.13790503,0.03738026,0.0352738
0.075,0.10091045,0.16381323,0.06216177,0.08962879,0.15247281,0.0917416,0.08814854,0.10213357,0.08299956,0.08615833,0.07847513,0.06653187,0.06094884,0.08704547,0.09568456,0.09690776,0.1036876,0.12186731,0.08876593,0.11066423,0.15000057,0.11861774,0.14998966,0.11310711,0.14578343,0.20015109,0.15230889,0.10154366,0.09895711,0.24586632,0.06816212,0.098428,0.05939994,0.08346646,0.09390778,0.17908926,0.09202843,0.0762988,0.12068808,0.29865106,0.11361376,0.13524041,0.0439013,0.09599228,0.06145453,0.1059039,0.10162749,0.08611465,0.18648645,0.12577441,0.13776458,0.18677835,0.11986795,0.03890814,0.06050603,0.07105932,0.04297387,0.0447942,0.06893865,0.04989603,0.04986986,0.02769857,0.12202687,0.10494238,0.05578941,0.03968266,0.08804868,0.07843344,0.05318958,0.14124418,0.03756039,0.0364315
0.08,0.1034141,0.17140774,0.06239203,0.09354081,0.1583318,0.09846533,0.08836068,0.10565655,0.09054181,0.09097465,0.08219104,0.06829673,0.0609995,0.08522021,0.09300613,0.09879599,0.10513535,0.12030556,0.09248521,0.1167228,0.15048176,0.11783932,0.15303894,0.11327477,0.14616843,0.19491588,0.15536876,0.10235722,0.10424872,0.24885404,0.07261124,0.1007896,0.05801572,0.0974394,0.09436664,0.16761147,0.09764861,0.08061746,0.12551819,0.34876092,0.11226229,0.14788835,0.04440641,0.0968227,0.06448742,0.10581611,0.10380733,0.09260328,0.20535156,0.12685328,0.12690691,0.18663313,0.12200133,0.04075658,0.06040202,0.07222698,0.04325077,0.04568719,0.06942564,0.05010694,0.0490496,0.02814888,0.12432909,0.10571711,0.05700279,0.03967896,0.08525143,0.07700411,0.05370406,0.14341322,0.03750581,0.03811448
